
agency_cd	site_no	parameter_cd	ts_id	month_nu	day_nu	begin_yr	end_yr	count_nu	max_va_yr	max_va	min_va_yr	min_va	mean_va	p05_va	p10_va	p20_va	p25_va	p50_va	p75_va	p80_va	p90_va	p95_va
USGS	01578310	00060	68118	10	28	2000	2000	1	2000	10800	2000	10800	10800					10800				
USGS	01578310	00060	68118	10	29	2000	2000	1	2000	7780	2000	7780	7780					7780				
USGS	01578310	00060	68118	10	30	2000	2000	1	2000	5490	2000	5490	5490					5490				
USGS	01578310	00060	68118	10	31	2000	2000	1	2000	5370	2000	5370	5370					5370				
USGS	01578310	00060	68118	11	1	2000	2000	1	2000	17900	2000	17900	17900					17900				
USGS	01578310	00060	68118	11	2	2000	2000	1	2000	13700	2000	13700	13700					13700				
USGS	01578310	00060	68118	11	3	2000	2000	1	2000	15000	2000	15000	15000					15000				
USGS	01578310	00060	68118	11	4	2000	2000	1	2000	9330	2000	9330	9330					9330				
USGS	01578310	00060	68118	11	5	2000	2000	1	2000	9230	2000	9230	9230					9230				
USGS	01578310	00060	68118	11	6	2000	2000	1	2000	12200	2000	12200	12200					12200				
USGS	01578310	00060	68118	11	7	2000	2000	1	2000	10300	2000	10300	10300					10300				
USGS	01578310	00060	68118	11	8	2000	2000	1	2000	15300	2000	15300	15300					15300				
USGS	01578310	00060	68118	11	9	2000	2000	1	2000	17800	2000	17800	17800					17800				
USGS	01578310	00060	68118	11	10	2000	2000	1	2000	13900	2000	13900	13900					13900				
USGS	01578310	00060	68118	11	11	2000	2000	1	2000	14900	2000	14900	14900					14900				
USGS	01578310	00060	68118	11	12	2000	2000	1	2000	12300	2000	12300	12300					12300				
USGS	01578310	00060	68118	11	13	2000	2000	1	2000	9690	2000	9690	9690					9690				
USGS	01578310	00060	68118	11	14	2000	2000	1	2000	5840	2000	5840	5840					5840				
USGS	01578310	00060	68118	11	15	2000	2000	1	2000	15500	2000	15500	15500					15500				
USGS	01578310	00060	68118	11	16	2000	2000	1	2000	12500	2000	12500	12500					12500				
USGS	01578310	00060	68118	11	17	2000	2000	1	2000	11600	2000	11600	11600					11600				
USGS	01578310	00060	68118	11	18	2000	2000	1	2000	11700	2000	11700	11700					11700				
USGS	01578310	00060	68118	11	19	2000	2000	1	2000	11500	2000	11500	11500					11500				
USGS	01578310	00060	68118	11	20	2000	2000	1	2000	4910	2000	4910	4910					4910				
USGS	01578310	00060	68118	11	21	2000	2000	1	2000	3610	2000	3610	3610					3610				
USGS	01578310	00060	68118	11	22	2000	2000	1	2000	11600	2000	11600	11600					11600				
USGS	01578310	00060	68118	11	23	2000	2000	1	2000	13500	2000	13500	13500					13500				
USGS	01578310	00060	68118	11	24	2000	2000	1	2000	15600	2000	15600	15600					15600				
USGS	01578310	00060	68118	11	25	2000	2000	1	2000	3610	2000	3610	3610					3610				
USGS	01578310	00060	68118	11	26	2000	2000	1	2000	9580	2000	9580	9580					9580				
USGS	01578310	00060	68118	11	27	2000	2000	1	2000	15000	2000	15000	15000					15000				
USGS	01578310	00060	68118	11	28	2000	2000	1	2000	23800	2000	23800	23800					23800				
USGS	01578310	00060	68118	11	29	2000	2000	1	2000	61200	2000	61200	61200					61200				
USGS	01578310	00060	68118	11	30	2000	2000	1	2000	66800	2000	66800	66800					66800				
USGS	01578310	00060	68118	12	1	2000	2000	1	2000	57000	2000	57000	57000					57000				
USGS	01578310	00060	68118	12	2	2000	2000	1	2000	38700	2000	38700	38700					38700				
USGS	01578310	00060	68118	12	3	2000	2000	1	2000	45800	2000	45800	45800					45800				
USGS	01578310	00060	68118	12	4	2000	2000	1	2000	27000	2000	27000	27000					27000				
USGS	01578310	00060	68118	12	5	2000	2000	1	2000	21000	2000	21000	21000					21000				
USGS	01578310	00060	68118	12	6	2000	2000	1	2000	33700	2000	33700	33700					33700				
USGS	01578310	00060	68118	12	7	2000	2000	1	2000	27600	2000	27600	27600					27600				
USGS	01578310	00060	68118	12	8	2000	2000	1	2000	26800	2000	26800	26800					26800				
USGS	01578310	00060	68118	12	9	2000	2000	1	2000	18600	2000	18600	18600					18600				
USGS	01578310	00060	68118	12	10	2000	2000	1	2000	16400	2000	16400	16400					16400				
USGS	01578310	00060	68118	12	11	2000	2000	1	2000	15900	2000	15900	15900					15900				
USGS	01578310	00060	68118	12	12	2000	2000	1	2000	13400	2000	13400	13400					13400				
USGS	01578310	00060	68118	12	13	2000	2000	1	2000	22000	2000	22000	22000					22000				
USGS	01578310	00060	68118	12	14	2000	2000	1	2000	22800	2000	22800	22800					22800				
USGS	01578310	00060	68118	12	15	2000	2000	1	2000	43000	2000	43000	43000					43000				
USGS	01578310	00060	68118	12	16	2000	2000	1	2000	51700	2000	51700	51700					51700				
USGS	01578310	00060	68118	12	17	2000	2000	1	2000	55200	2000	55200	55200					55200				
USGS	01578310	00060	68118	12	18	2000	2000	1	2000	53200	2000	53200	53200					53200				
USGS	01578310	00060	68118	12	19	2000	2000	1	2000	40500	2000	40500	40500					40500				
USGS	01578310	00060	68118	12	20	2000	2000	1	2000	48100	2000	48100	48100					48100				
USGS	01578310	00060	68118	12	21	2000	2000	1	2000	44800	2000	44800	44800					44800				
USGS	01578310	00060	68118	12	22	2000	2000	1	2000	43300	2000	43300	43300					43300				
USGS	01578310	00060	68118	12	23	2000	2000	1	2000	38200	2000	38200	38200					38200				
USGS	01578310	00060	68118	12	24	2000	2000	1	2000	36100	2000	36100	36100					36100				
USGS	01578310	00060	68118	12	25	2000	2000	1	2000	27700	2000	27700	27700					27700				
USGS	01578310	00060	68118	12	26	2000	2000	1	2000	28700	2000	28700	28700					28700				
USGS	01578310	00060	68118	12	27	2000	2000	1	2000	26000	2000	26000	26000					26000				
USGS	01578310	00060	68118	12	28	2000	2000	1	2000	24700	2000	24700	24700					24700				
USGS	01578310	00060	68118	12	29	2000	2000	1	2000	26400	2000	26400	26400					26400				
USGS	01578310	00060	68118	12	30	2000	2000	1	2000	24400	2000	24400	24400					24400				
USGS	01578310	00060	68118	12	31	2000	2000	1	2000	19300	2000	19300	19300					19300				

