,nfe,improvements
0,100,21
1,200,35
2,300,44
3,400,55
4,500,65
5,600,71
6,700,77
7,800,83
8,900,92
9,1000,96
10,1100,105
11,1200,112
12,1300,116
13,1400,122
14,1500,126
15,1600,127
16,1700,129
17,1800,134
18,1900,138
19,2000,144
20,2100,150
21,2200,155
22,2300,158
23,2400,162
24,2500,165
25,2600,166
26,2700,171
27,2800,176
28,2900,186
29,3000,192
30,3100,198
31,3200,202
32,3300,204
33,3400,210
34,3500,213
35,3600,219
36,3700,222
37,3800,224
38,3900,229
39,4000,233
40,4100,241
41,4200,243
42,4300,245
43,4400,250
44,4500,256
45,4600,260
46,4700,265
47,4800,268
48,4900,272
49,5000,273
50,5100,277
51,5200,281
52,5300,286
53,5400,289
54,5500,292
55,5600,296
56,5700,299
57,5800,304
58,5900,310
59,6000,315
60,6100,321
61,6200,327
62,6300,330
63,6400,331
64,6500,333
65,6600,340
66,6700,342
67,6800,346
68,6900,347
69,7000,353
70,7100,355
71,7200,358
72,7300,360
73,7400,360
74,7500,362
75,7600,366
76,7700,370
77,7800,373
78,7900,377
79,8000,382
80,8100,392
81,8200,397
82,8300,399
83,8400,408
84,8500,414
85,8600,418
86,8700,420
87,8800,423
88,8900,429
89,9000,432
90,9100,434
91,9200,439
92,9300,441
93,9400,448
94,9500,451
95,9600,457
96,9700,462
97,9800,465
98,9900,470
99,10417,474
100,10973,487
101,11529,509
102,12085,542
103,12641,575
104,13197,600
105,13753,624
106,14309,646
107,14865,665
108,15421,692
109,15977,713
110,16533,731
111,17089,749
112,17645,767
113,18201,788
114,18757,812
115,19313,834
116,19869,852
117,20425,876
118,20981,896
119,21537,911
120,22093,927
121,22649,943
122,23205,963
123,23761,972
124,24317,983
125,24873,1005
126,25429,1014
127,25985,1029
128,26541,1044
129,27097,1055
130,27653,1068
131,28209,1079
132,28765,1090
133,29321,1102
134,29877,1116
135,30433,1125
136,30989,1137
137,31545,1146
138,32101,1157
139,32657,1170
140,33213,1182
141,33769,1189
142,34325,1199
143,34881,1210
144,35437,1227
145,35993,1244
146,36549,1258
147,37105,1273
148,37661,1282
149,38217,1303
150,38773,1310
151,39329,1317
152,39885,1322
153,40441,1328
154,40997,1341
155,41553,1356
156,42109,1365
157,42665,1381
158,43221,1390
159,43777,1400
160,44333,1404
161,44889,1414
162,45445,1426
163,46001,1438
164,46557,1451
165,47113,1466
166,47669,1476
167,48225,1486
168,48781,1498
169,49337,1509
170,49893,1519
171,50449,1529
172,51005,1542
173,51561,1552
174,52117,1565
175,52673,1576
176,53229,1592
177,53785,1605
178,54341,1618
179,54897,1635
180,55453,1644
181,56009,1651
182,56565,1664
183,57121,1673
184,57677,1684
185,58233,1695
186,58789,1707
187,59345,1710
188,59901,1719
189,60457,1731
190,61013,1744
191,61569,1757
192,62125,1765
193,62681,1777
194,63237,1789
195,63793,1803
196,64349,1816
197,64905,1824
198,65461,1834
199,67517,1853
200,69517,1920
201,71517,2004
202,73517,2101
203,75517,2196
204,77517,2284
205,79517,2369
206,81517,2449
207,83517,2523
208,85517,2571
209,87517,2630
210,89517,2689
211,91517,2740
212,93517,2791
213,95517,2828
214,97517,2887
215,99517,2950
216,101517,2999
217,103517,3040
218,105517,3084
219,107517,3124
220,109517,3160
221,111517,3211
222,113517,3261
223,115517,3303
224,117517,3342
225,119517,3384
226,121517,3430
227,123517,3460
228,125517,3499
229,127517,3532
230,129517,3571
231,131517,3592
232,133517,3625
233,135517,3662
234,137517,3692
235,139517,3728
236,141517,3771
237,143517,3803
238,145517,3828
239,147517,3860
240,149517,3892
241,151517,3926
242,153517,3958
243,155517,3995
244,157517,4030
245,159517,4057
246,161517,4096
247,163517,4127
248,165517,4159
249,167517,4202
250,169517,4255
251,171517,4295
252,173517,4344
253,175517,4389
254,177517,4424
255,179517,4454
256,181517,4497
257,183517,4538
258,185517,4566
259,187517,4607
260,189517,4653
261,191517,4698
262,193517,4738
263,195517,4771
264,197517,4807
265,199517,4847
266,201517,4892
267,203517,4931
268,205517,4962
269,207517,4998
270,209517,5035
271,211517,5075
272,213517,5110
273,215517,5145
274,217517,5180
275,219517,5218
276,221517,5245
277,223517,5281
278,225517,5307
279,227517,5345
280,229517,5384
281,231517,5417
282,233517,5457
283,235517,5491
284,237517,5532
285,239517,5569
286,241517,5604
287,243517,5628
288,245517,5660
289,247517,5702
290,249517,5721
291,251517,5758
