,nfe,improvements
0,100,16
1,200,28
2,300,44
3,400,58
4,500,72
5,600,87
6,700,104
7,800,118
8,900,130
9,1000,146
10,1100,159
11,1200,168
12,1300,177
13,1400,186
14,1500,195
15,1600,202
16,1700,209
17,1800,217
18,1900,225
19,2000,231
20,2100,242
21,2200,250
22,2300,259
23,2400,264
24,2500,270
25,2600,274
26,2700,275
27,2800,282
28,2900,287
29,3000,289
30,3100,294
31,3200,297
32,3300,302
33,3400,304
34,3500,306
35,3600,310
36,3700,315
37,3800,316
38,3900,316
39,4000,320
40,4100,326
41,4200,330
42,4300,333
43,4400,338
44,4500,342
45,4600,346
46,4700,349
47,4800,353
48,4900,358
49,5000,361
50,5100,367
51,5200,368
52,5300,373
53,5400,376
54,5500,378
55,5600,382
56,5700,387
57,5800,390
58,5900,391
59,6000,394
60,6100,401
61,6200,405
62,6300,410
63,6400,414
64,6500,415
65,6600,417
66,6700,420
67,6800,423
68,6900,423
69,7000,423
70,7100,426
71,7200,430
72,7300,434
73,7400,436
74,7500,439
75,7600,442
76,7700,444
77,7800,447
78,7900,449
79,8000,452
80,8100,454
81,8200,456
82,8300,457
83,8400,457
84,8500,458
85,8600,462
86,8700,464
87,8800,469
88,8900,471
89,9000,471
90,9100,473
91,9200,475
92,9300,477
93,9400,479
94,9500,479
95,9600,483
96,9700,485
97,9800,487
98,9900,488
99,10489,489
100,11141,510
101,11793,543
102,12445,564
103,13097,588
104,13749,622
105,14401,642
106,15053,669
107,15705,695
108,16357,716
109,17009,732
110,17661,750
111,18313,769
112,18965,782
113,19617,798
114,20269,814
115,20921,831
116,21573,842
117,22225,859
118,22877,874
119,23529,886
120,24181,903
121,24833,914
122,25485,924
123,26137,938
124,26789,948
125,27441,957
126,28093,967
127,28745,983
128,29397,989
129,30049,999
130,30701,1011
131,31353,1020
132,32005,1026
133,32657,1031
134,33309,1039
135,33961,1047
136,34613,1056
137,35265,1062
138,35917,1071
139,36569,1080
140,37221,1088
141,37873,1093
142,38525,1101
143,39177,1107
144,39829,1119
145,40481,1126
146,41133,1135
147,41785,1144
148,42437,1150
149,43089,1162
150,43741,1172
151,44393,1177
152,45045,1180
153,45697,1185
154,46349,1192
155,47001,1196
156,47653,1207
157,48305,1221
158,48957,1227
159,49609,1235
160,50261,1241
161,50913,1253
162,51565,1268
163,52217,1277
164,52869,1286
165,53521,1294
166,54173,1305
167,54825,1312
168,55477,1325
169,56129,1333
170,56781,1337
171,57433,1357
172,58085,1368
173,58737,1386
174,59389,1390
175,60041,1400
176,60693,1409
177,61345,1419
178,61997,1431
179,62649,1443
180,63301,1446
181,63953,1450
182,64605,1465
183,65257,1476
184,65909,1489
185,66561,1499
186,67213,1509
187,67865,1519
188,68517,1531
189,69169,1544
190,69821,1557
191,70473,1565
192,71125,1578
193,71777,1593
194,72429,1603
195,73081,1610
196,73733,1616
197,74385,1625
198,75037,1634
199,76661,1646
200,77957,1678
201,79253,1714
202,80549,1767
203,81845,1822
204,83141,1893
205,84437,1958
206,85733,2008
207,87029,2041
208,88325,2080
209,89621,2112
210,90917,2143
211,92213,2166
212,93509,2188
213,94805,2225
214,96101,2256
215,97397,2279
216,98693,2312
217,99989,2335
218,101285,2376
219,102581,2413
220,103877,2448
221,105173,2478
222,106469,2514
223,107765,2543
224,109061,2572
225,110357,2604
226,111653,2628
227,112949,2647
228,114245,2681
229,115541,2705
230,116837,2736
231,118133,2768
232,119429,2785
233,120725,2801
234,122021,2826
235,123317,2859
236,124613,2879
237,125909,2895
238,127205,2921
239,128501,2942
240,129797,2968
241,131093,2997
242,132389,3019
243,133685,3045
244,134981,3063
245,136277,3084
246,137573,3109
247,138869,3129
248,140165,3155
249,141461,3180
250,142757,3200
251,144053,3223
252,145349,3242
253,146645,3255
254,147941,3282
255,149237,3306
256,150533,3328
257,151829,3347
258,153125,3375
259,154421,3398
260,155717,3420
261,157013,3444
262,158309,3471
263,159605,3498
264,160901,3519
265,162197,3542
266,163493,3563
267,164789,3589
268,166085,3606
269,167381,3628
270,168677,3657
271,169973,3688
272,171269,3713
273,172565,3738
274,173861,3764
275,175157,3787
276,176453,3806
277,177749,3832
278,179045,3858
279,180341,3882
280,181637,3898
281,182933,3912
282,184229,3936
283,185525,3953
284,186821,3974
285,188117,3996
286,189413,4017
287,190709,4033
288,192005,4055
289,193301,4077
290,194597,4097
291,195893,4122
292,197189,4143
293,198485,4163
294,199781,4179
295,201077,4201
296,202373,4217
297,203669,4250
298,204965,4282
299,209084,4308
300,212848,4447
301,216612,4622
302,220376,4830
303,224140,5105
304,227904,5402
305,231668,5637
306,235432,5849
307,239196,6057
308,242960,6246
309,246724,6421
310,250488,6574
