hydropower revenue,atomic plant reliability,baltimore reliability,chester reliability,environment reliability,recreation reliability,equity
35.71699712459951,0.6028421293839044,0.7290789010520264,0.675658633021485,-0.36421564650817395,0.9285714285714286,-0.10319323640063553
50.016200200557144,0.5440131824916475,0.49428088864494607,0.6191338223715099,-0.26950845391876416,0.8571428571428572,-0.10215567015063712
6.523024948999481,0.9591536457474211,0.8319858160993604,0.8741586958440206,-0.44665667085251254,0.7857142857142857,-0.03640077903506234
33.738664511545146,0.7541335084055462,0.43560243878972293,0.715025583095396,-0.38089197461595653,0.9642857142857143,-0.07580261234955896
43.2819551329858,0.5695826690757356,0.8135103414269349,0.679177150595075,-0.3041838397157538,0.8214285714285714,-0.1058444877432598
50.086899463167235,0.5420853424876321,0.5726122263348854,0.6153724358581881,-0.2579236045791573,0.8571428571428572,-0.10014216678747788
7.765432492481962,0.9827673625332303,0.8745586698592017,0.9435008571807568,-0.4030617887222926,0.8928571428571429,-0.031066193009162777
44.012016080448824,0.38728364197766757,0.36252248757271077,0.3256921165477903,-0.3233861182306729,0.9285714285714286,-0.08973779711024488
42.27872253347887,0.2398325336434022,0.16317186778351328,0.20423979670487563,-0.33714097054457287,0.8928571428571429,-0.01072900449437885
49.539459651976436,0.2554059661391449,0.09702992122851009,0.12177775317532052,-0.28700558329392656,0.8928571428571429,-0.026023257194982007
37.21470392449045,0.4237973971744111,0.5159972419793781,0.424761617238155,-0.3625126001522589,0.9285714285714286,-0.10376220362812892
50.558257431243064,0.5720833901668548,0.44002310118383886,0.42815717014175375,-0.26260391240167325,0.8214285714285714,-0.11065073880320972
37.092886510702805,0.7145810775834073,0.7320401412822861,0.7192905480472044,-0.3504918151663645,0.8214285714285714,-0.11158124583672036
48.6824113508781,0.6060529769455636,0.759960463543149,0.7647831693149,-0.2702628866431124,0.8214285714285714,-0.10851822329088638
32.611637169082044,0.5390226258980058,0.6779919878514667,0.5239791696049825,-0.3840359176992812,0.9285714285714286,-0.10645455051646059
39.0473286784961,0.5356422377510486,0.4296831063302306,0.5169424891384329,-0.346211666989651,0.9642857142857143,-0.1059419361749391
35.701085109097086,0.5408535345756561,0.5060818176008771,0.5628368470250129,-0.37215473169799457,1.0,-0.09858220065588634
35.099103129956724,0.6141567479722988,0.6318246530038584,0.7677197643423829,-0.3717056900261112,0.9642857142857143,-0.07358408918774963
23.53449557637691,0.3169092959343724,0.3570694083079127,0.5135668867714702,-0.4169022973878634,0.75,-0.041212570208569554
49.520986250649926,0.5649321454867318,0.6890298475075621,0.7024297552315658,-0.27533718793391954,0.9285714285714286,-0.04688938269611899
60.34549685229366,0.8443828488218305,0.885922526805229,0.8704635114302655,-0.12564449820096357,1.0,-0.01927695909687537
43.124361689433336,0.7014260779090675,0.8074687208080721,0.8343072029928233,-0.27442193472944093,0.8571428571428572,-0.10358524624342592
6.343799303667683,0.9538506297614331,0.7941203718853553,0.7765108961371009,-0.45505910180134607,0.9285714285714286,-0.03350490497526472
44.146272424445534,0.44636113840164854,0.45854061924749057,0.4300766365399353,-0.3176883297766617,0.9285714285714286,-0.11416935862894721
23.004036837235386,0.5918080214912168,0.8325666984655493,0.6723859194759955,-0.41511090996527317,0.9285714285714286,-0.05910753084080513
31.575278789861258,0.8360788583561026,0.7602348231415943,0.707568041689004,-0.38966674938194734,1.0,-0.08041805134897351
22.701682357646217,0.6065989776882408,0.8133647538309322,0.672342279591219,-0.41804255471532137,0.9285714285714286,-0.07323236423106755
46.169030730816225,0.9004124061672308,0.8225932038708023,0.8016068034618558,-0.28169412322147797,0.8928571428571429,-0.07444608023321378
35.33842716506183,0.6146744533616212,0.7278485318026576,0.7169236342816494,-0.37267173823559957,1.0,-0.06076774978601314
49.28028386704541,0.3051834567975343,0.1734139781693259,0.23780670249462982,-0.2872303546771832,0.8928571428571429,-0.03165322304299068
78.54676765311693,0.9592774964585783,0.9153766594922657,0.9203056844929302,-0.11631098321800167,1.0,-0.0384858633966747
31.816972603997584,0.5917521950631995,0.7871041992591932,0.7221949918874283,-0.38524300871559475,0.9285714285714286,-0.10053270428530045
48.25456899717585,0.5582484334787777,0.6730088231895397,0.7180295164078595,-0.284491062668767,0.8928571428571429,-0.10088119886674714
47.73968474648466,0.9257954305619079,0.8547551764502549,0.8096451611813192,-0.27576541317065245,0.8928571428571429,-0.07734906307297107
29.722055975839424,0.5243976376419944,0.6239924350189393,0.6062584175331021,-0.40006671879673866,0.8928571428571429,-0.10049597632757211
42.651400951952326,0.6351186909306082,0.7609308824826485,0.7687467401000548,-0.3311298066933845,0.9285714285714286,-0.08501815687019058
56.01812614832075,0.26391268412359675,0.35170764499386953,0.25487787522215355,-0.18381733194694205,0.9285714285714286,-0.05437583708099139
46.68546792110874,0.7646526058223302,0.8674223675990163,0.7484066626697883,-0.290294621878119,0.9642857142857143,-0.0781083446272199
