,nfe,improvements
0,100,23
1,200,34
2,300,49
3,400,65
4,500,81
5,600,93
6,700,107
7,800,113
8,900,117
9,1000,120
10,1100,126
11,1200,130
12,1300,135
13,1400,141
14,1500,145
15,1600,149
16,1700,156
17,1800,162
18,1900,165
19,2000,171
20,2100,172
21,2200,176
22,2300,179
23,2400,183
24,2500,189
25,2600,195
26,2700,199
27,2800,204
28,2900,206
29,3000,212
30,3100,215
31,3200,220
32,3300,227
33,3400,230
34,3500,234
35,3600,234
36,3700,236
37,3800,240
38,3900,242
39,4000,247
40,4100,247
41,4200,249
42,4300,254
43,4400,256
44,4500,258
45,4600,259
46,4700,264
47,4800,267
48,4900,272
49,5000,273
50,5100,273
51,5200,274
52,5300,277
53,5400,280
54,5500,281
55,5600,282
56,5700,285
57,5800,287
58,5900,289
59,6000,291
60,6100,292
61,6200,295
62,6300,297
63,6400,302
64,6500,306
65,6600,307
66,6700,311
67,6800,312
68,6900,315
69,7000,320
70,7100,325
71,7200,327
72,7300,328
73,7400,329
74,7500,333
75,7600,333
76,7700,334
77,7800,337
78,7900,338
79,8000,339
80,8100,339
81,8200,341
82,8300,341
83,8400,342
84,8500,344
85,8600,346
86,8700,348
87,8800,349
88,8900,349
89,9000,350
90,9100,353
91,9200,356
92,9300,358
93,9400,360
94,9500,362
95,9600,362
96,9700,365
97,9800,367
98,9900,368
99,10249,368
100,10581,376
101,10913,391
102,11245,409
103,11577,426
104,11909,437
105,12241,450
106,12573,454
107,12905,457
108,13237,462
109,13569,471
110,13901,478
111,14233,482
112,14565,488
113,14897,496
114,15229,498
115,15561,502
116,15893,509
117,16225,518
118,16557,520
119,16889,527
120,17221,532
121,17553,536
122,17885,541
123,18217,550
124,18549,556
125,18881,567
126,19213,572
127,19545,573
128,19877,579
129,20209,584
130,20541,592
131,20873,600
132,21205,605
133,21537,613
134,21869,616
135,22201,622
136,22533,630
137,22865,639
138,23197,644
139,23529,650
140,23861,657
141,24193,662
142,24525,669
143,24857,674
144,25189,685
145,25521,690
146,25853,697
147,26185,703
148,26517,710
149,26849,717
150,27181,728
151,27513,734
152,27845,743
153,28177,751
154,28509,756
155,28841,763
156,29173,771
157,29505,782
158,29837,787
159,30169,793
160,30501,799
161,30833,810
162,31165,826
163,31497,831
164,31829,841
165,32161,848
166,32493,853
167,32825,859
168,33157,868
169,33489,873
170,33821,878
171,34153,887
172,34485,893
173,34817,902
174,35149,912
175,35481,918
176,35813,921
177,36145,928
178,36477,934
179,36809,943
180,37141,954
181,37473,962
182,37805,967
183,38137,978
184,38469,987
185,38801,994
186,39133,1006
187,39465,1018
188,39797,1027
189,40129,1031
190,40461,1041
191,40793,1045
192,41125,1049
193,41457,1053
194,41789,1056
195,42121,1059
196,42453,1064
197,42785,1069
198,43117,1076
199,44121,1083
200,45017,1106
201,45913,1135
202,46809,1177
203,47705,1229
204,48601,1271
205,49497,1299
206,50393,1324
207,51289,1351
208,52185,1377
209,53081,1399
210,53977,1429
211,54873,1447
212,55769,1466
213,56665,1484
214,57561,1502
215,58457,1521
216,59353,1551
217,60249,1567
218,61145,1579
219,62041,1601
220,62937,1616
221,63833,1632
222,64729,1651
223,65625,1669
224,66521,1677
225,67417,1696
226,68313,1710
227,69209,1736
228,70105,1754
229,71001,1774
230,71897,1793
231,72793,1811
232,73689,1832
233,74585,1857
234,75481,1890
235,76377,1915
236,77273,1945
237,78169,1964
238,79065,1994
239,79961,2024
240,80857,2047
241,81753,2063
242,82649,2083
243,83545,2107
244,84441,2131
245,85337,2150
246,86233,2173
247,87129,2192
248,88025,2208
249,88921,2228
250,89817,2238
251,90713,2259
252,91609,2272
253,92505,2289
254,93401,2302
255,94297,2323
256,95193,2342
257,96089,2358
258,96985,2372
259,97881,2387
260,98777,2413
261,99673,2426
262,100569,2446
263,101465,2462
264,102361,2484
265,103257,2503
266,104153,2516
267,105049,2534
268,105945,2552
269,106841,2573
270,107737,2587
271,108633,2599
272,109529,2614
273,110425,2621
274,111321,2638
275,112217,2646
276,113113,2666
277,114009,2681
278,114905,2694
279,115801,2710
280,116697,2726
281,117593,2738
282,118489,2753
283,119385,2767
284,120281,2787
285,121177,2802
286,122073,2822
287,122969,2837
288,123865,2858
289,124761,2871
290,125657,2889
291,126553,2905
292,127449,2917
293,128345,2933
294,129241,2950
295,130137,2963
296,131033,2979
297,131929,2999
298,132825,3015
299,135992,3032
300,139020,3117
301,142048,3245
302,145076,3449
303,148104,3683
304,151132,3901
305,154160,4067
306,157188,4208
307,160216,4324
308,163244,4446
309,166272,4545
310,169300,4649
311,172328,4731
312,175356,4822
313,178384,4895
314,181412,4957
315,184440,5027
316,187468,5088
317,190496,5160
318,193524,5216
319,196552,5289
320,199580,5359
321,202608,5428
322,205636,5492
323,208664,5557
324,211692,5618
325,214720,5665
326,217748,5721
327,220776,5793
328,223804,5838
329,226832,5887
330,229860,5946
331,232888,6004
332,235916,6054
333,238944,6120
334,241972,6169
335,245000,6212
336,248028,6251
337,251056,6298
