,nfe,improvements
0,100,53
1,200,80
2,300,107
3,400,133
4,500,156
5,600,182
6,700,208
7,800,239
8,900,263
9,1000,286
10,1100,307
11,1200,331
12,1300,351
13,1400,375
14,1500,395
15,1600,420
16,1700,441
17,1800,457
18,1900,481
19,2000,501
20,2100,525
21,2200,541
22,2300,560
23,2400,574
24,2500,595
25,2600,618
26,2700,643
27,2800,659
28,2900,676
29,3000,692
30,3100,717
31,3200,737
32,3300,752
33,3400,766
34,3500,790
35,3600,805
36,3700,826
37,3800,841
38,3900,861
39,4000,877
40,4100,895
41,4200,913
42,4300,930
43,4400,949
44,4500,965
45,4600,976
46,4700,991
47,4800,1001
48,4900,1013
49,5000,1037
50,5100,1055
51,5200,1072
52,5300,1086
53,5400,1108
54,5500,1127
55,5600,1146
56,5700,1165
57,5800,1179
58,5900,1193
59,6000,1211
60,6100,1230
61,6200,1250
62,6300,1272
63,6400,1287
64,6500,1304
65,6600,1323
66,6700,1341
67,6800,1358
68,6900,1388
69,7000,1405
70,7100,1423
71,7200,1444
72,7300,1460
73,7400,1479
74,7500,1494
75,7600,1507
76,7700,1525
77,7800,1546
78,7900,1562
79,8000,1586
80,8100,1607
81,8200,1629
82,8300,1643
83,8400,1658
84,8500,1680
85,8600,1692
86,8700,1706
87,8800,1724
88,8900,1745
89,9000,1757
90,9100,1775
91,9200,1800
92,9300,1822
93,9400,1839
94,9500,1852
95,9600,1864
96,9700,1875
97,9800,1885
98,9900,1909
99,11431,1933
100,13339,2071
101,15247,2253
102,17155,2568
103,19063,2958
104,20971,3358
105,22879,3774
106,24787,4130
107,26695,4449
108,28603,4777
109,30511,5071
110,32419,5377
111,34327,5683
112,36235,5975
113,38143,6240
114,40051,6540
115,41959,6786
116,43867,7068
117,45775,7340
118,47683,7576
119,49591,7844
120,51499,8090
121,53407,8330
122,55315,8570
123,57223,8780
124,59131,8995
125,61039,9219
126,62947,9425
127,64855,9626
128,66763,9833
129,68671,10040
130,70579,10247
131,72487,10459
132,74395,10643
133,76303,10832
134,78211,11017
135,80119,11173
136,82027,11365
137,83935,11539
138,85843,11693
139,87751,11877
140,89659,12050
141,91567,12227
142,93475,12405
143,95383,12593
144,97291,12778
145,99199,12957
146,101107,13137
147,103015,13323
148,104923,13508
149,106831,13699
150,108739,13877
151,110647,14042
152,112555,14196
153,114463,14360
154,116371,14523
155,118279,14667
156,120187,14826
157,122095,14957
158,124003,15130
159,125911,15277
160,127819,15447
161,129727,15601
162,131635,15755
163,133543,15890
164,135451,16032
165,137359,16178
166,139267,16340
167,141175,16481
168,143083,16634
169,144991,16765
170,146899,16888
171,148807,16998
172,150715,17128
173,152623,17251
174,154531,17386
175,156439,17509
176,158347,17664
177,160255,17798
178,162163,17915
179,164071,18054
180,165979,18175
181,167887,18286
182,169795,18397
183,171703,18501
184,173611,18627
185,175519,18760
186,177427,18875
187,179335,18988
188,181243,19098
189,183151,19211
190,185059,19331
191,186967,19453
192,188875,19556
193,190783,19678
194,192691,19797
195,194599,19898
196,196507,19984
197,198415,20074
198,200323,20167
199,202231,20264
200,204139,20367
201,206047,20466
202,207955,20564
203,209863,20654
204,211771,20766
205,213679,20864
206,215587,20964
207,217495,21065
208,219403,21155
209,221311,21253
210,223219,21354
211,225127,21445
212,227035,21541
213,228943,21638
214,230851,21725
215,232759,21813
216,234667,21903
217,236575,22006
218,238483,22105
219,240391,22193
220,242299,22287
221,244207,22369
222,246115,22452
223,248023,22552
224,249931,22654
225,251839,22749
