,nfe,improvements
0,100,64
1,200,96
2,300,131
3,400,160
4,500,181
5,600,207
6,700,237
7,800,254
8,900,274
9,1000,289
10,1100,305
11,1200,323
12,1300,352
13,1400,372
14,1500,390
15,1600,413
16,1700,432
17,1800,446
18,1900,470
19,2000,495
20,2100,517
21,2200,539
22,2300,557
23,2400,578
24,2500,603
25,2600,619
26,2700,639
27,2800,664
28,2900,686
29,3000,709
30,3100,729
31,3200,746
32,3300,766
33,3400,791
34,3500,809
35,3600,824
36,3700,842
37,3800,869
38,3900,896
39,4000,916
40,4100,933
41,4200,953
42,4300,971
43,4400,989
44,4500,1006
45,4600,1024
46,4700,1044
47,4800,1053
48,4900,1073
49,5000,1093
50,5100,1107
51,5200,1131
52,5300,1154
53,5400,1177
54,5500,1195
55,5600,1213
56,5700,1232
57,5800,1253
58,5900,1280
59,6000,1298
60,6100,1310
61,6200,1325
62,6300,1340
63,6400,1356
64,6500,1377
65,6600,1390
66,6700,1407
67,6800,1428
68,6900,1454
69,7000,1472
70,7100,1490
71,7200,1507
72,7300,1528
73,7400,1544
74,7500,1560
75,7600,1578
76,7700,1599
77,7800,1618
78,7900,1632
79,8000,1649
80,8100,1667
81,8200,1680
82,8300,1699
83,8400,1715
84,8500,1731
85,8600,1746
86,8700,1769
87,8800,1782
88,8900,1800
89,9000,1822
90,9100,1840
91,9200,1853
92,9300,1869
93,9400,1884
94,9500,1899
95,9600,1919
96,9700,1941
97,9800,1961
98,9900,1981
99,11197,2000
100,12793,2128
101,14389,2299
102,15985,2541
103,17581,2821
104,19177,3141
105,20773,3464
106,22369,3799
107,23965,4088
108,25561,4357
109,27157,4608
110,28753,4837
111,30349,5089
112,31945,5321
113,33541,5535
114,35137,5742
115,36733,5955
116,38329,6159
117,39925,6362
118,41521,6577
119,43117,6753
120,44713,6932
121,46309,7112
122,47905,7298
123,49501,7485
124,51097,7664
125,52693,7845
126,54289,8010
127,55885,8171
128,57481,8332
129,59077,8479
130,60673,8644
131,62269,8792
132,63865,8944
133,65461,9094
134,67057,9228
135,68653,9366
136,70249,9505
137,71845,9653
138,73441,9810
139,75037,9957
140,76633,10069
141,78229,10189
142,79825,10336
143,81421,10460
144,83017,10611
145,84613,10748
146,86209,10881
147,87805,10994
148,89401,11117
149,90997,11246
150,92593,11377
151,94189,11512
152,95785,11627
153,97381,11759
154,98977,11879
155,100573,12008
156,102169,12103
157,103765,12216
158,105361,12325
159,106957,12430
160,108553,12544
161,110149,12650
162,111745,12754
163,113341,12864
164,114937,12978
165,116533,13078
166,118129,13185
167,119725,13265
168,121321,13350
169,122917,13448
170,124513,13564
171,126109,13647
172,127705,13736
173,129301,13822
174,130897,13907
175,132493,13995
176,134089,14088
177,135685,14181
178,137281,14271
179,138877,14351
180,140473,14444
181,142069,14538
182,143665,14610
183,145261,14694
184,146857,14791
185,148453,14877
186,150049,14947
187,151645,15016
188,153241,15089
189,154837,15167
190,156433,15244
191,158029,15315
192,159625,15403
193,161221,15481
194,162817,15554
195,164413,15630
196,166009,15710
197,167605,15771
198,169201,15852
199,176674,15923
200,184510,16174
201,192346,16573
202,200182,17223
203,208018,18039
204,215854,18860
205,223690,19640
206,231526,20361
207,239362,20977
208,247198,21490
209,255034,21955
