hydropower revenue,atomic plant reliability,baltimore reliability,chester reliability,environment shortage,recreation reliability
77.68188536560025,0.9825545395743246,0.8608094916700938,0.9021861811011825,0.09215444237177306,1.0
63.46049830679323,0.7234457974964337,0.11763399373369461,0.1296771051775644,0.0748612638757307,1.0
68.03891063176744,0.9292743606373638,0.7524103183414081,0.5102812850424272,0.08557373708955916,1.0
67.23080323446756,0.8598550816422575,0.7464010072716569,0.8486462940400463,0.08607368828658761,1.0
67.17787299220016,0.9520824189096455,0.6234150258632887,0.5593765785667846,0.0838302517700034,1.0
61.16965259751283,0.6309230268129995,0.7439572374870164,0.8083538960423862,0.08566821723408674,1.0
65.06723018070997,0.7343852634613117,0.651615767049902,0.6739600780830304,0.08130748340431208,1.0
76.88707294046868,0.661932536863106,0.4202453319672968,0.8327385182330918,0.08378744481834781,1.0
74.00372166956812,0.8940859347554573,0.7679889758968634,0.8731606603957138,0.09082787692967308,1.0
67.32206302802597,0.8289034350564733,0.7390014126347254,0.8515447464515622,0.08699108108856725,1.0
77.30985481831853,0.7873296885405421,0.3062515114603045,0.4248232300716198,0.08108569555583381,1.0
73.71237186816109,0.910865229958596,0.3668389023526098,0.43344328189521475,0.07863459179046364,1.0
78.27127656439957,0.9824411226676444,0.8340475026700502,0.8971621497654422,0.0926452918174003,1.0
72.64537593351335,0.9541205097048356,0.8235831196246932,0.9315805798962021,0.0914219051304083,1.0
73.01287637265777,0.9608969193242649,0.7077234697569315,0.7982015340109636,0.08706989600196235,1.0
70.37581588015641,0.9574744530404006,0.47168252888792384,0.8789215256296786,0.08187200755288998,1.0
77.01291403787238,0.7218853478768454,0.03204245793005924,0.24074227525268005,0.07756688457369092,1.0
70.48091057817237,0.6785214895776135,0.326327324428362,0.49397740096875725,0.07689393081874106,1.0
70.8600429536842,0.6928210836219042,0.3726312105403942,0.40868698987494134,0.07436167211159046,1.0
71.34668691857284,0.9807124650402219,0.7193493260868797,0.7220174105866383,0.08617875108440694,1.0
71.53503239880023,0.967436416186225,0.6634127379032665,0.7261334819237045,0.08524281514011539,1.0
70.63546333956621,0.6726865596446334,0.8058131869511573,0.45245602186525286,0.08589161709801264,1.0
60.184951159974666,0.86946888378594,0.47033466331274854,0.7700606503784652,0.06629560942436838,1.0
64.57714723849081,0.5461595345210866,0.5088451053757734,0.5306243141957274,0.0776397707103029,1.0
51.680044487588866,0.686946409436815,0.7018030923176715,0.656792424955353,0.041835484699134846,1.0
68.0338092907125,0.910845135708584,0.6729084740761484,0.9515789299313389,0.09065146027453559,1.0
77.40800395120566,0.37245167120566086,0.21538274292237045,0.7764656144104274,0.07901132129428394,1.0
79.04994743383742,0.36287402639802707,0.11598631067020622,0.3393051547611513,0.0806514106542158,1.0
77.91683203066904,0.9900963172532173,0.891568337267522,0.9518532064835797,0.09538699794509033,1.0
74.57655511984488,0.9055699640652338,0.25616185673573666,0.615096521884381,0.07926799273149288,1.0
57.03004807560509,0.9504280656842159,0.8657973728152198,0.7092246008310139,0.05830617996684227,0.9642857142857143
65.64831164075088,0.7112215534330433,0.5085881962359008,0.45264411597438303,0.07757336504258333,1.0
63.36636266181735,0.9791105340280308,0.7579935367515276,0.5530605682428109,0.08683760007095528,1.0
74.71016174804446,0.30288263516707054,0.45279472308716706,0.6574959782957562,0.08192720230369449,1.0
