hydropower revenue,atomic plant reliability,baltimore reliability,chester reliability,environment reliability,recreation reliability
49.64531216676056,0.17434556368442222,0.2521521227830857,0.2901339826901633,-0.28272021447331047,0.8928571428571429
51.063610669594865,0.5126393767903595,0.283687515957773,0.34410686307917854,-0.2689566216203754,0.8928571428571429
52.50882761539691,0.1967950477510909,0.04461219976225611,0.2749933385849822,-0.24933793915456906,0.9285714285714286
79.87582932359457,0.9993576427195914,0.905181250371318,0.9301263288966827,-0.11401621262147489,1.0
54.528577105093895,0.3309332646723484,0.2271698759674743,0.26217371273220685,-0.22316272487799813,0.8928571428571429
20.671084472265207,0.9607528711830322,0.7030068545616077,0.911724509790168,-0.4191049336213224,0.9285714285714286
48.193538442516086,0.6301578651020292,0.5334696765046563,0.7202283787880481,-0.28842740336106204,0.9642857142857143
22.11381927570257,0.7807389774504317,0.7623614549907967,0.880314352933236,-0.4178881200287358,0.9642857142857143
32.01403820596438,0.9806984774837899,0.869659924747515,0.9374082486398284,-0.38856853268732205,0.9642857142857143
60.069930737484015,0.9778817760203198,0.8446426790711572,0.9228707382047009,-0.1337175278985181,1.0
51.186600936797475,0.19381864146547126,0.023439634013053375,0.23144283355671313,-0.26822773720255194,0.9642857142857143
19.7316663498768,0.7860445622132781,0.6924198471627031,0.9009292482209954,-0.4340051940364219,0.9285714285714286
19.768113289728024,0.9179132276208514,0.8073659754805071,0.8577765055062568,-0.43332710283238685,0.8214285714285714
51.04991221045305,0.5209500952052862,0.11718817530470411,0.4787755616141534,-0.26764074357977075,0.8571428571428572
30.683350416787817,0.9465598430225675,0.763646428040607,0.7670645023507032,-0.39888259005077153,0.9285714285714286
57.790297373464284,0.8379719211863332,0.9077183985470113,0.8559484960298392,-0.13600189750736974,0.9642857142857143
49.002486210363216,0.9303516216447083,0.6137246755144943,0.790141355629527,-0.28515901310745984,0.8214285714285714
21.067368936841298,0.8868149421424575,0.7712570563792717,0.734048436493981,-0.4215298807560766,0.9642857142857143
51.53151647699264,0.3353898631069482,0.13590267075925846,0.2446460322573104,-0.2612694511508061,0.8928571428571429
41.199629694790964,0.5468585965361646,0.7396775134449156,0.7668915714670796,-0.34440712771347304,0.9285714285714286
54.71815852275507,0.5792269581386172,0.45852207463094424,0.4889703844563872,-0.20740008218409495,0.9285714285714286
19.6421173828495,0.8024980310605104,0.30929176706130085,0.8607689287862409,-0.439538615691246,0.8928571428571429
36.323697655003414,0.8701296678320383,0.6880897256573193,0.8460764281782607,-0.37001270815035187,0.9642857142857143
29.00777307323502,0.9667911606971319,0.7677911892293701,0.8612918450350677,-0.39946190993466246,1.0
52.78683255887065,0.5399635858454005,0.44190879290640483,0.5337417244243482,-0.2341897462524034,1.0
54.532907570995434,0.3513109883949206,0.3093884798656757,0.359011175560238,-0.2100986730280163,0.9642857142857143
51.29242344384888,0.9379133312831847,0.8128535331655588,0.8560539899448607,-0.25055453881136447,0.8571428571428572
