,nfe,improvements
0,100,61
1,200,83
2,300,107
3,400,123
4,500,150
5,600,169
6,700,193
7,800,217
8,900,246
9,1000,277
10,1100,300
11,1200,319
12,1300,337
13,1400,352
14,1500,371
15,1600,389
16,1700,407
17,1800,427
18,1900,449
19,2000,478
20,2100,496
21,2200,522
22,2300,547
23,2400,570
24,2500,592
25,2600,619
26,2700,638
27,2800,652
28,2900,669
29,3000,683
30,3100,697
31,3200,718
32,3300,738
33,3400,762
34,3500,784
35,3600,803
36,3700,819
37,3800,839
38,3900,862
39,4000,887
40,4100,909
41,4200,927
42,4300,950
43,4400,969
44,4500,994
45,4600,1013
46,4700,1030
47,4800,1049
48,4900,1069
49,5000,1085
50,5100,1107
51,5200,1129
52,5300,1145
53,5400,1166
54,5500,1192
55,5600,1212
56,5700,1233
57,5800,1250
58,5900,1271
59,6000,1290
60,6100,1308
61,6200,1327
62,6300,1343
63,6400,1364
64,6500,1383
65,6600,1398
66,6700,1419
67,6800,1439
68,6900,1462
69,7000,1487
70,7100,1505
71,7200,1522
72,7300,1537
73,7400,1557
74,7500,1571
75,7600,1588
76,7700,1602
77,7800,1619
78,7900,1634
79,8000,1653
80,8100,1675
81,8200,1689
82,8300,1712
83,8400,1731
84,8500,1744
85,8600,1762
86,8700,1774
87,8800,1788
88,8900,1809
89,9000,1823
90,9100,1834
91,9200,1849
92,9300,1865
93,9400,1880
94,9500,1896
95,9600,1913
96,9700,1928
97,9800,1943
98,9900,1956
99,11350,1984
100,13150,2133
101,14950,2336
102,16750,2662
103,18550,3045
104,20350,3467
105,22150,3848
106,23950,4182
107,25750,4461
108,27550,4751
109,29350,4995
110,31150,5278
111,32950,5511
112,34750,5761
113,36550,6028
114,38350,6273
115,40150,6475
116,41950,6704
117,43750,6907
118,45550,7112
119,47350,7328
120,49150,7532
121,50950,7730
122,52750,7949
123,54550,8134
124,56350,8341
125,58150,8526
126,59950,8711
127,61750,8884
128,63550,9053
129,65350,9233
130,67150,9411
131,68950,9579
132,70750,9756
133,72550,9934
134,74350,10120
135,76150,10283
136,77950,10468
137,79750,10637
138,81550,10792
139,83350,10946
140,85150,11094
141,86950,11259
142,88750,11413
143,90550,11554
144,92350,11695
145,94150,11844
146,95950,11970
147,97750,12096
148,99550,12234
149,101350,12370
150,103150,12499
151,104950,12610
152,106750,12735
153,108550,12849
154,110350,12956
155,112150,13064
156,113950,13185
157,115750,13311
158,117550,13441
159,119350,13572
160,121150,13700
161,122950,13832
162,124750,13949
163,126550,14072
164,128350,14187
165,130150,14297
166,131950,14414
167,133750,14534
168,135550,14649
169,137350,14738
170,139150,14855
171,140950,14966
172,142750,15061
173,144550,15183
174,146350,15285
175,148150,15402
176,149950,15508
177,151750,15635
178,153550,15738
179,155350,15853
180,157150,15956
181,158950,16069
182,160750,16187
183,162550,16295
184,164350,16409
185,166150,16509
186,167950,16604
187,169750,16714
188,171550,16838
189,173350,16971
190,175150,17063
191,176950,17158
192,178750,17273
193,180550,17373
194,182350,17488
195,184150,17579
196,185950,17667
197,187750,17777
198,189550,17876
199,191350,17971
200,193150,18078
201,194950,18178
202,196750,18281
203,198550,18370
204,200350,18458
205,202150,18556
206,203950,18649
207,205750,18729
208,207550,18800
209,209350,18884
210,211150,18972
211,212950,19070
212,214750,19170
213,216550,19256
214,218350,19342
215,220150,19419
216,221950,19515
217,223750,19602
218,225550,19686
219,227350,19775
220,229150,19873
221,230950,19963
222,232750,20051
223,234550,20138
224,236350,20216
225,238150,20304
226,239950,20394
227,241750,20468
228,243550,20560
229,245350,20639
230,247150,20731
231,248950,20797
232,250750,20873
