,,0,1
100,0,8.442026966875043,-0.10712005872686033
100,1,2.8701529061785798,-0.29383441051325393
100,2,1.5724229618503964,-0.45011279666915
100,3,13.584148177794656,-0.08655441673107706
100,4,2.258269355977495,-0.3519881807717324
100,5,5.470873699798073,-0.17414766179200697
200,0,8.442026966875043,-0.10712005872686033
200,1,1.5724229618503964,-0.45011279666915
200,2,13.584148177794656,-0.08655441673107706
200,3,2.258269355977495,-0.3519881807717324
200,4,7.161061837204228,-0.15774099018694882
200,5,4.205182761224952,-0.2578248852494912
200,6,3.0243308244611327,-0.33278305980605205
300,0,1.5724229618503964,-0.45011279666915
300,1,7.161061837204228,-0.15774099018694882
300,2,4.205182761224952,-0.2578248852494912
300,3,13.635620500585244,-0.08792829333906466
300,4,3.267755058159203,-0.32526402452171665
300,5,12.015887415780643,-0.1014302652033396
300,6,2.3601778777549685,-0.3657828804833324
400,0,1.5724229618503964,-0.45011279666915
400,1,7.161061837204228,-0.15774099018694882
400,2,4.205182761224952,-0.2578248852494912
400,3,13.635620500585244,-0.08792829333906466
400,4,3.267755058159203,-0.32526402452171665
400,5,12.015887415780643,-0.1014302652033396
400,6,2.1301714302180206,-0.40281648975541584
400,7,2.64688062327599,-0.3647137681157086
500,0,1.5724229618503964,-0.45011279666915
500,1,7.161061837204228,-0.15774099018694882
500,2,13.635620500585244,-0.08792829333906466
500,3,2.1301714302180206,-0.40281648975541584
500,4,5.8068971612121185,-0.3052973706089394
500,5,12.80758766711033,-0.10227255248142063
500,6,2.6908000328168598,-0.3669975597541026
600,0,7.161061837204228,-0.15774099018694882
600,1,5.8068971612121185,-0.3052973706089394
600,2,12.80758766711033,-0.10227255248142063
600,3,14.568792185282277,-0.0878659847846821
600,4,3.785487356379542,-0.370738785723383
600,5,2.1784050987612344,-0.40895855840484296
600,6,1.572411571187416,-0.45025747400504884
700,0,12.80758766711033,-0.10227255248142063
700,1,14.568792185282277,-0.0878659847846821
700,2,1.572411571187416,-0.45025747400504884
700,3,6.16206884577534,-0.3012531275528284
700,4,4.646388244508537,-0.3521090382167879
700,5,7.528784208637745,-0.17236188516062434
700,6,2.224554329474187,-0.4091063673331179
800,0,14.568792185282277,-0.0878659847846821
800,1,6.16206884577534,-0.3012531275528284
800,2,4.646388244508537,-0.3521090382167879
800,3,7.813106790266661,-0.16393815500305448
800,4,13.676956825962757,-0.10166510937980051
800,5,2.741663527748863,-0.4075078162901804
800,6,1.5839370262666157,-0.4512987575285548
900,0,6.16206884577534,-0.3012531275528284
900,1,7.813106790266661,-0.16393815500305448
900,2,13.676956825962757,-0.10166510937980051
900,3,2.741663527748863,-0.4075078162901804
900,4,1.5839370262666157,-0.4512987575285548
900,5,14.644790016469614,-0.08886849542634334
900,6,6.657991285647583,-0.2192492105786842
900,7,5.325474802740774,-0.3660622669059418
1000,0,6.16206884577534,-0.3012531275528284
1000,1,7.813106790266661,-0.16393815500305448
1000,2,13.676956825962757,-0.10166510937980051
1000,3,2.741663527748863,-0.4075078162901804
1000,4,1.5839370262666157,-0.4512987575285548
1000,5,5.325474802740774,-0.3660622669059418
1000,6,15.553860167790825,-0.09314791129452278
1000,7,6.8400327683233995,-0.2578143690235088
