,,0,1
100,0,2.0301154579090914,-0.4068434616302909
100,1,4.1306337050867175,-0.2575122078226412
100,2,4.615443741649912,-0.15976072311018436
100,3,3.7865230217844816,-0.3838951746942904
100,4,1.529095003406257,-0.45205153276292465
100,5,8.529850767144895,-0.1190295465301441
100,6,13.170836901367696,-0.09369489295910068
200,0,4.1306337050867175,-0.2575122078226412
200,1,3.7865230217844816,-0.3838951746942904
200,2,13.170836901367696,-0.09369489295910068
200,3,10.004730096409588,-0.10101491578997647
200,4,2.0305282135097986,-0.4067843502712863
200,5,4.796008756076157,-0.16348282503514983
200,6,1.5291028755842229,-0.45198044727153813
300,0,13.170836901367696,-0.09369489295910068
300,1,10.004730096409588,-0.10101491578997647
300,2,5.670661024779369,-0.2713831314213609
300,3,4.439206810624174,-0.3592729685686555
300,4,2.094548337244202,-0.4013490745087994
300,5,1.5314251123894072,-0.451182336252576
400,0,5.670661024779369,-0.2713831314213609
400,1,4.439206810624174,-0.3592729685686555
400,2,14.43250710121481,-0.09700323951463696
400,3,11.764337694691084,-0.10322714186417574
400,4,2.520653737218062,-0.40046536796485754
400,5,1.5718497318269016,-0.4504539741667123
500,0,5.670661024779369,-0.2713831314213609
500,1,4.439206810624174,-0.3592729685686555
500,2,11.764337694691084,-0.10322714186417574
500,3,2.520653737218062,-0.40046536796485754
500,4,1.5718497318269016,-0.4504539741667123
500,5,14.63365018298596,-0.09354740538264787
600,0,5.670661024779369,-0.2713831314213609
600,1,4.439206810624174,-0.3592729685686555
600,2,2.520653737218062,-0.40046536796485754
600,3,1.5718497318269016,-0.4504539741667123
600,4,14.712292139243512,-0.09547142394269409
600,5,13.08080713077219,-0.10517890088511608
700,0,5.670661024779369,-0.2713831314213609
700,1,2.520653737218062,-0.40046536796485754
700,2,14.712292139243512,-0.09547142394269409
700,3,6.594582232465835,-0.15361465290590953
700,4,6.017178004471901,-0.24251213583231324
700,5,4.617975866474621,-0.37780457577289445
700,6,14.438595283430951,-0.1016524617499632
700,7,1.5719108460255935,-0.45044829679359694
800,0,6.594582232465835,-0.15361465290590953
800,1,6.017178004471901,-0.24251213583231324
800,2,4.617975866474621,-0.37780457577289445
800,3,14.438595283430951,-0.1016524617499632
800,4,1.5719108460255935,-0.45044829679359694
800,5,14.95896510409366,-0.09395831378066738
800,6,2.805934008642679,-0.40760833956876513
800,7,5.688856904499535,-0.2570781803418182
900,0,4.617975866474621,-0.37780457577289445
900,1,14.438595283430951,-0.1016524617499632
900,2,14.97821599810691,-0.09094798595236692
900,3,6.290733725705085,-0.2080199937840413
900,4,6.607457635897224,-0.15225969169464354
900,5,5.72144652740459,-0.2655068404384389
900,6,2.8678090896835977,-0.4094866634245628
900,7,1.572832578210567,-0.45108862406734934
1000,0,2.8678090896835977,-0.4094866634245628
1000,1,1.572832578210567,-0.45108862406734934
1000,2,6.943734871517141,-0.30249979574080443
1000,3,4.937959355920606,-0.3939289258970838
1000,4,14.823852297087075,-0.10103312557771334
