,,0,1
100,0,4.8385581736007355,-0.19497239096683144
100,1,1.5382584021499195,-0.451262552185924
100,2,2.18290318803727,-0.3731495957428851
100,3,12.143849336559898,-0.08348249972503967
100,4,3.1822638538061843,-0.29202668825199696
100,5,7.018317162887641,-0.11462149568865776
200,0,4.8385581736007355,-0.19497239096683144
200,1,1.5382584021499195,-0.451262552185924
200,2,2.18290318803727,-0.3731495957428851
200,3,12.143849336559898,-0.08348249972503967
200,4,7.018317162887641,-0.11462149568865776
200,5,3.189400119903028,-0.29731653340284464
200,6,3.680935607137922,-0.22204558901362806
300,0,4.8385581736007355,-0.19497239096683144
300,1,1.5382584021499195,-0.451262552185924
300,2,12.143849336559898,-0.08348249972503967
300,3,3.1050664523438796,-0.35775377637211003
300,4,3.910683996901482,-0.21220364013255016
300,5,7.865015439822753,-0.10312795765382131
400,0,1.5382584021499195,-0.451262552185924
400,1,3.1050664523438796,-0.35775377637211003
400,2,13.90517517843519,-0.1007570384281257
400,3,5.165068948077457,-0.22190146169936004
500,0,1.5382584021499195,-0.451262552185924
500,1,3.1050664523438796,-0.35775377637211003
500,2,13.90517517843519,-0.1007570384281257
500,3,5.165068948077457,-0.22190146169936004
500,4,4.807948513709673,-0.2736336324417788
500,5,6.874127051575821,-0.15296959180817957
600,0,1.5382584021499195,-0.451262552185924
600,1,13.90517517843519,-0.1007570384281257
600,2,6.874127051575821,-0.15296959180817957
600,3,5.404367291786405,-0.27984580061714226
600,4,3.518490840273393,-0.3459452583870249
600,5,3.123153007884082,-0.3577889900821792
700,0,1.5382584021499195,-0.451262552185924
700,1,13.90517517843519,-0.1007570384281257
700,2,6.874127051575821,-0.15296959180817957
700,3,5.404367291786405,-0.27984580061714226
700,4,14.891805372600356,-0.0940550088467143
700,5,4.464715666102267,-0.37867275548740253
800,0,13.90517517843519,-0.1007570384281257
800,1,6.874127051575821,-0.15296959180817957
800,2,5.404367291786405,-0.27984580061714226
800,3,4.464715666102267,-0.37867275548740253
800,4,1.546664704281168,-0.4530958458098276
800,5,14.93965650878896,-0.09367598472119029
800,6,2.190266089631354,-0.42571197212480194
900,0,13.90517517843519,-0.1007570384281257
900,1,5.404367291786405,-0.27984580061714226
900,2,4.464715666102267,-0.37867275548740253
900,3,14.93965650878896,-0.09367598472119029
900,4,2.190266089631354,-0.42571197212480194
900,5,1.5495840355953416,-0.453485281672454
900,6,6.8338373830282695,-0.21872465890820186
900,7,7.441695476404009,-0.16759118267588097
1000,0,13.90517517843519,-0.1007570384281257
1000,1,4.464715666102267,-0.37867275548740253
1000,2,1.5495840355953416,-0.453485281672454
1000,3,15.09329824778909,-0.0934136045299154
1000,4,5.6857650562720625,-0.33050800107820516
1000,5,7.275674480903566,-0.2220572743728387
1000,6,2.2848163447441947,-0.4035903436244774
