,,0,1
100,0,2.442015029151796,-0.4042427436178759
100,1,1.5378204159709525,-0.45154029465293344
100,2,3.6145190841179335,-0.36062399616232316
100,3,12.889238706841047,-0.08738006881701077
100,4,4.823835546919023,-0.15888538032996036
100,5,7.1137200981409965,-0.11808850533490309
200,0,1.5378204159709525,-0.45154029465293344
200,1,3.6145190841179335,-0.36062399616232316
200,2,12.889238706841047,-0.08738006881701077
200,3,4.823835546919023,-0.15888538032996036
200,4,7.46748817764834,-0.12041507306192321
200,5,2.454172631376363,-0.403879161977247
300,0,1.5378204159709525,-0.45154029465293344
300,1,12.889238706841047,-0.08738006881701077
300,2,2.454172631376363,-0.403879161977247
300,3,3.6635697037759827,-0.3500703735493802
300,4,6.2361310326957895,-0.1896192139620035
300,5,9.088551022387895,-0.12448378362783113
400,0,12.889238706841047,-0.08738006881701077
400,1,2.454172631376363,-0.403879161977247
400,2,3.6635697037759827,-0.3500703735493802
400,3,6.2361310326957895,-0.1896192139620035
400,4,4.654505108610584,-0.34761840832292057
400,5,9.762698467633992,-0.10314239816313153
400,6,1.537856201120317,-0.4515494674301531
500,0,12.889238706841047,-0.08738006881701077
500,1,2.454172631376363,-0.403879161977247
500,2,3.6635697037759827,-0.3500703735493802
500,3,6.2361310326957895,-0.1896192139620035
500,4,4.654505108610584,-0.34761840832292057
500,5,9.762698467633992,-0.10314239816313153
500,6,1.5928492991436858,-0.4507398811948024
600,0,2.454172631376363,-0.403879161977247
600,1,14.022619864670162,-0.0917272880881119
600,2,7.508865903839727,-0.1568131403743591
600,3,5.660890543130729,-0.31228726923823874
600,4,3.825333523699502,-0.3584415057024278
600,5,10.18247086838821,-0.10247557175531857
600,6,1.5928617866141477,-0.4506662600580942
700,0,7.508865903839727,-0.1568131403743591
700,1,5.660890543130729,-0.31228726923823874
700,2,3.825333523699502,-0.3584415057024278
700,3,10.18247086838821,-0.10247557175531857
700,4,14.088992652093983,-0.08803412600782655
700,5,1.7400665701798097,-0.45109470198424717
700,6,2.4705008348118125,-0.4049163285132502
800,0,10.18247086838821,-0.10247557175531857
800,1,14.088992652093983,-0.08803412600782655
800,2,1.7400665701798097,-0.45109470198424717
800,3,7.642130922260131,-0.1997832388789188
800,4,5.869865803061161,-0.3683744416956689
800,5,2.5904079694355926,-0.4018473777226191
900,0,14.088992652093983,-0.08803412600782655
900,1,1.7400665701798097,-0.45109470198424717
900,2,5.869865803061161,-0.3683744416956689
900,3,2.5904079694355926,-0.4018473777226191
900,4,10.365996446726953,-0.10338167042731859
900,5,7.684063668913536,-0.19692401161343087
1000,0,14.088992652093983,-0.08803412600782655
1000,1,1.7400665701798097,-0.45109470198424717
1000,2,5.869865803061161,-0.3683744416956689
1000,3,10.365996446726953,-0.10338167042731859
1000,4,7.684063668913536,-0.19692401161343087
1000,5,6.833318423322669,-0.3039511938468261
1000,6,2.7142337753034345,-0.4015301072493007
