,nfe,improvements
0,100,21
1,200,41
2,300,64
3,400,83
4,500,102
5,600,122
6,700,136
7,800,153
8,900,167
9,1000,172
10,1100,181
11,1200,186
12,1300,192
13,1400,194
14,1500,200
15,1600,207
16,1700,209
17,1800,211
18,1900,213
19,2000,217
20,2100,228
21,2200,232
22,2300,235
23,2400,243
24,2500,248
25,2600,253
26,2700,261
27,2800,263
28,2900,273
29,3000,278
30,3100,281
31,3200,285
32,3300,287
33,3400,291
34,3500,295
35,3600,300
36,3700,305
37,3800,308
38,3900,310
39,4000,314
40,4100,316
41,4200,320
42,4300,322
43,4400,325
44,4500,327
45,4600,330
46,4700,336
47,4800,339
48,4900,342
49,5000,346
50,5100,350
51,5200,354
52,5300,358
53,5400,361
54,5500,366
55,5600,369
56,5700,372
57,5800,379
58,5900,386
59,6000,391
60,6100,396
61,6200,400
62,6300,404
63,6400,411
64,6500,416
65,6600,423
66,6700,425
67,6800,431
68,6900,436
69,7000,439
70,7100,441
71,7200,443
72,7300,448
73,7400,453
74,7500,458
75,7600,462
76,7700,466
77,7800,470
78,7900,472
79,8000,476
80,8100,479
81,8200,479
82,8300,482
83,8400,484
84,8500,489
85,8600,489
86,8700,490
87,8800,492
88,8900,495
89,9000,496
90,9100,498
91,9200,499
92,9300,501
93,9400,502
94,9500,506
95,9600,506
96,9700,508
97,9800,509
98,9900,511
99,10402,514
100,10938,532
101,11474,564
102,12010,603
103,12546,638
104,13082,677
105,13618,707
106,14154,725
107,14690,751
108,15226,772
109,15762,787
110,16298,810
111,16834,830
112,17370,848
113,17906,873
114,18442,890
115,18978,912
116,19514,929
117,20050,949
118,20586,967
119,21122,986
120,21658,998
121,22194,1016
122,22730,1033
123,23266,1056
124,23802,1077
125,24338,1092
126,24874,1103
127,25410,1124
128,25946,1132
129,26482,1152
130,27018,1169
131,27554,1185
132,28090,1195
133,28626,1214
134,29162,1228
135,29698,1241
136,30234,1253
137,30770,1265
138,31306,1277
139,31842,1299
140,32378,1319
141,32914,1330
142,33450,1353
143,33986,1369
144,34522,1384
145,35058,1398
146,35594,1412
147,36130,1429
148,36666,1447
149,37202,1462
150,37738,1475
151,38274,1488
152,38810,1498
153,39346,1514
154,39882,1526
155,40418,1539
156,40954,1555
157,41490,1567
158,42026,1577
159,42562,1590
160,43098,1603
161,43634,1618
162,44170,1635
163,44706,1649
164,45242,1661
165,45778,1674
166,46314,1687
167,46850,1709
168,47386,1718
169,47922,1729
170,48458,1741
171,48994,1746
172,49530,1758
173,50066,1770
174,50602,1779
175,51138,1790
176,51674,1802
177,52210,1817
178,52746,1830
179,53282,1844
180,53818,1856
181,54354,1869
182,54890,1884
183,55426,1893
184,55962,1910
185,56498,1923
186,57034,1939
187,57570,1958
188,58106,1970
189,58642,1981
190,59178,1999
191,59714,2011
192,60250,2025
193,60786,2046
194,61322,2062
195,61858,2077
196,62394,2093
197,62930,2104
198,63466,2123
199,65541,2138
200,67593,2220
201,69645,2309
202,71697,2440
203,73749,2588
204,75801,2737
205,77853,2868
206,79905,2999
207,81957,3109
208,84009,3203
209,86061,3298
210,88113,3386
211,90165,3464
212,92217,3545
213,94269,3617
214,96321,3687
215,98373,3772
216,100425,3848
217,102477,3915
218,104529,3983
219,106581,4048
220,108633,4116
221,110685,4191
222,112737,4248
223,114789,4324
224,116841,4394
225,118893,4445
226,120945,4501
227,122997,4553
228,125049,4625
229,127101,4690
230,129153,4733
231,131205,4779
232,133257,4825
233,135309,4875
234,137361,4915
235,139413,4969
236,141465,5006
237,143517,5044
238,145569,5082
239,147621,5122
240,149673,5160
241,151725,5200
242,153777,5241
243,155829,5276
244,157881,5317
245,159933,5364
246,161985,5409
247,164037,5444
248,166089,5486
249,168141,5526
250,170193,5562
251,172245,5595
252,174297,5634
253,176349,5678
254,178401,5716
255,180453,5757
256,182505,5793
257,184557,5837
258,186609,5870
259,188661,5912
260,190713,5940
261,192765,5982
262,194817,6031
263,196869,6066
264,198921,6102
265,200973,6140
266,203025,6167
267,205077,6189
268,207129,6238
269,209181,6274
270,211233,6310
271,213285,6351
272,215337,6391
273,217389,6431
274,219441,6473
275,221493,6509
276,223545,6544
277,225597,6582
278,227649,6614
279,229701,6642
280,231753,6674
281,233805,6711
282,235857,6754
283,237909,6805
284,239961,6845
285,242013,6882
286,244065,6925
287,246117,6955
288,248169,6999
289,250221,7032
