,nfe,improvements
0,100,23
1,200,39
2,300,55
3,400,77
4,500,93
5,600,107
6,700,120
7,800,130
8,900,141
9,1000,147
10,1100,157
11,1200,166
12,1300,172
13,1400,180
14,1500,184
15,1600,192
16,1700,201
17,1800,210
18,1900,216
19,2000,220
20,2100,226
21,2200,235
22,2300,242
23,2400,247
24,2500,253
25,2600,257
26,2700,262
27,2800,264
28,2900,265
29,3000,270
30,3100,275
31,3200,279
32,3300,286
33,3400,289
34,3500,296
35,3600,302
36,3700,305
37,3800,312
38,3900,317
39,4000,319
40,4100,326
41,4200,332
42,4300,339
43,4400,345
44,4500,350
45,4600,353
46,4700,355
47,4800,359
48,4900,366
49,5000,368
50,5100,372
51,5200,377
52,5300,379
53,5400,382
54,5500,385
55,5600,388
56,5700,392
57,5800,396
58,5900,405
59,6000,409
60,6100,417
61,6200,422
62,6300,425
63,6400,428
64,6500,431
65,6600,433
66,6700,437
67,6800,442
68,6900,445
69,7000,448
70,7100,449
71,7200,455
72,7300,459
73,7400,464
74,7500,468
75,7600,470
76,7700,476
77,7800,478
78,7900,481
79,8000,485
80,8100,490
81,8200,495
82,8300,499
83,8400,503
84,8500,509
85,8600,512
86,8700,516
87,8800,521
88,8900,525
89,9000,532
90,9100,535
91,9200,540
92,9300,543
93,9400,545
94,9500,549
95,9600,554
96,9700,557
97,9800,561
98,9900,564
99,10639,568
100,11491,608
101,12343,652
102,13195,712
103,14047,783
104,14899,855
105,15751,908
106,16603,970
107,17455,1012
108,18307,1047
109,19159,1088
110,20011,1125
111,20863,1153
112,21715,1197
113,22567,1242
114,23419,1279
115,24271,1316
116,25123,1341
117,25975,1378
118,26827,1405
119,27679,1433
120,28531,1463
121,29383,1489
122,30235,1512
123,31087,1536
124,31939,1558
125,32791,1587
126,33643,1603
127,34495,1618
128,35347,1635
129,36199,1658
130,37051,1679
131,37903,1700
132,38755,1713
133,39607,1729
134,40459,1745
135,41311,1761
136,42163,1775
137,43015,1789
138,43867,1809
139,44719,1823
140,45571,1842
141,46423,1855
142,47275,1865
143,48127,1878
144,48979,1898
145,49831,1913
146,50683,1930
147,51535,1944
148,52387,1960
149,53239,1969
150,54091,1977
151,54943,1991
152,55795,1998
153,56647,2011
154,57499,2020
155,58351,2035
156,59203,2045
157,60055,2057
158,60907,2067
159,61759,2078
160,62611,2093
161,63463,2099
162,64315,2119
163,65167,2131
164,66019,2138
165,66871,2144
166,67723,2154
167,68575,2168
168,69427,2178
169,70279,2187
170,71131,2194
171,71983,2208
172,72835,2215
173,73687,2224
174,74539,2233
175,75391,2244
176,76243,2253
177,77095,2267
178,77947,2277
179,78799,2291
180,79651,2299
181,80503,2311
182,81355,2319
183,82207,2332
184,83059,2348
185,83911,2362
186,84763,2375
187,85615,2386
188,86467,2399
189,87319,2409
190,88171,2421
191,89023,2433
192,89875,2447
193,90727,2455
194,91579,2471
195,92431,2479
196,93283,2487
197,94135,2497
198,94987,2506
199,97564,2519
200,99864,2567
201,102164,2620
202,104464,2722
203,106764,2832
204,109064,2926
205,111364,3015
206,113664,3105
207,115964,3169
208,118264,3238
209,120564,3307
210,122864,3361
211,125164,3423
212,127464,3485
213,129764,3543
214,132064,3612
215,134364,3663
216,136664,3706
217,138964,3759
218,141264,3803
219,143564,3849
220,145864,3890
221,148164,3921
222,150464,3964
223,152764,3995
224,155064,4025
225,157364,4063
226,159664,4093
227,161964,4119
228,164264,4150
229,166564,4179
230,168864,4213
231,171164,4247
232,173464,4282
233,175764,4309
234,178064,4339
235,180364,4362
236,182664,4391
237,184964,4426
238,187264,4450
239,189564,4476
240,191864,4503
241,194164,4525
242,196464,4546
243,198764,4568
244,201064,4593
245,203364,4621
246,205664,4645
247,207964,4668
248,210264,4701
249,212564,4726
250,214864,4757
251,217164,4784
252,219464,4808
253,221764,4835
254,224064,4857
255,226364,4879
256,228664,4914
257,230964,4938
258,233264,4959
259,235564,4980
260,237864,4995
261,240164,5015
262,242464,5036
263,244764,5050
264,247064,5070
265,249364,5087
266,251664,5113
