0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,hydropower revenue,atomic plant reliability,baltimore reliability,chester reliability,environment reliability,recreation reliability,equity
0.3283934685709774,0.8966884318276118,0.8483917627958718,0.6779889363660925,0.661680998309488,0.9083037636926724,-0.1807629016588063,0.7320511550551113,0.2934032548459417,0.9042120739894568,0.8890765489150739,0.8635211179272835,0.5674412616296817,0.9928316379313946,0.9646040841606984,0.9472466421206456,0.2383158734910092,0.5806725756040271,0.902270065578557,0.8505564395574156,0.0693502500590061,0.1312678484275804,0.1169041644019703,6.406238019750557e-05,0.8903839611672961,0.1587458281265136,0.4742386437750721,0.8600044681631985,0.9387495246779906,0.9756194540832298,0.9212454842520604,0.0746565007781839,80.16095327599373,0.986481508282244,0.8392773406169382,0.8896265647787368,-0.0983223548570766,1.0,
0.3421923711506092,0.9870906508233436,0.8832068426801714,0.6226741283568417,-0.6332080376004603,0.7663860391757985,-0.1495641495794558,0.6544479681154997,0.2971015062804543,0.8486532857712568,0.8679669445080553,0.8740852448793042,0.5640661989719885,0.9840625071297578,0.860038368267476,0.7059703507748616,0.3713404332891908,0.0755737471985651,0.9015242085905902,0.9182555272764852,0.025113677238127,0.6842139590871245,0.0188276696616678,0.0013244032672412,0.932277234269021,0.1298346090678167,0.268331048906854,0.9263485445365374,0.7277518853673701,0.3534175225312793,0.7587753830097543,0.0003970914951837,80.62788195807299,0.9897444749548496,0.4121528019737047,0.9251602974366352,-0.0964157668547487,1.0,
0.5155475996373295,0.9905684369978054,0.8944337760303498,0.3978369521109643,-0.2774491940071149,0.6004473589043354,-0.3155546442634075,0.977200261761783,0.4985958900412583,0.9794990325010836,0.8819074654681593,0.8359853633334319,0.5200442946083698,0.9994066650081924,0.8785766930105068,0.9880064345913188,0.7218749163002187,0.5818699153605674,0.0538777156890483,9.970805819825752e-05,0.1248891183574281,0.5843569221063283,5.279995941817809e-05,0.0021600156489225,0.328319341139581,0.8710127271286277,0.0627764260307458,0.7751233306005479,0.9330003509145166,0.9550236706416242,0.9759001303203582,0.0002808783453172,79.74773782307484,0.9891823714047024,0.7524920140823657,0.953621901585988,-0.1046224067801267,1.0,
0.2759679114697833,0.9555155324569428,0.2915296676506769,0.8642296775724763,-0.6424958538335132,0.1840800830703521,-0.8191797528900513,0.6197379743970352,0.4147883926190271,0.9955715637402404,0.9070178237533956,0.9507230384711878,0.0540662965082131,0.9945563003760812,0.8767668817359666,0.1750135145197419,0.4353773002732832,0.1685832868319562,0.0315256270023776,0.0001590271673362,0.0034640477148466,0.1596212823313335,0.118889566700484,0.0012159685133306,0.1560169450386063,0.270982730001775,0.5734315262940922,0.6345065609881979,0.1726237201972721,0.1421900201159263,0.9745304781225972,4.962941027987196e-05,80.50022852044702,0.8638927940358377,0.6086679836525477,0.8033198589509135,-0.0951277309014896,1.0,
0.4794351839362982,0.997518402461289,0.8634597291361479,0.8642296775724763,-0.6424958538335132,0.1771165917191541,-0.5614313169170718,0.6198064258787925,0.412392288806068,0.9860249742600284,0.9070178237533956,0.5466926801716783,0.6663669647769992,0.9941630425201428,0.7014762972028435,0.1142581277506664,0.6850986925922853,0.1340670039570513,0.0315256270023776,0.0003851286334043,0.0117622623475808,0.1275575911794441,0.115015248648473,0.0012228339404737,0.1560169450386063,0.1247749129024979,0.0113874912434938,0.6345065609881979,0.2995282954411754,0.1422578248226992,0.91061305243483,7.202218645985557e-05,81.06368827201979,0.9142014439264304,0.4708517523173362,0.1117804874434517,-0.0971040385238285,1.0,
0.1702285438703694,0.9917363081278752,0.9281154099519152,0.9675092256878408,0.0518447096920326,0.2331649170892815,-0.8191797528900513,0.7337448873245882,0.4139801706365095,0.999348786071991,0.9084241405465164,0.8791928684584225,0.6129045352568567,0.4411621571498209,0.8699295625046303,0.1619467039875586,0.8692029865533062,0.1685832868319562,0.0006969152608558,0.0032413489725561,0.0075265811547667,0.2094940518523531,0.0944839797492105,0.0016798979340701,0.2701661788620926,0.1305183508966534,0.7414422821218496,0.8699351437269582,0.2758134869683304,0.9585419623453202,0.8607044447010538,0.0004944942365173,80.60203903698793,0.970433404590231,0.6189236811645775,0.7797324923937344,-0.100397210339213,1.0,
0.2766189751666028,0.997518402461289,0.2915296676506769,0.8642296775724763,-0.6424958538335132,0.1771165917191541,-0.8191797528900513,0.6198064258787925,0.412392288806068,0.9860249742600284,0.9070178237533956,0.552907218165663,0.5477417498922068,0.9941630425201428,0.7450066501259762,0.1368764272012377,0.7180572986187257,0.1264382805311137,0.0315256270023776,0.0003244934027151,0.0034640477148466,0.2219028231309928,0.115015248648473,0.0012228339404737,0.1560169450386063,0.1251007902328887,0.0113874912434938,0.6345065609881979,0.17949235143762,0.1421900201159263,0.91061305243483,4.962941027987196e-05,81.00375354005693,0.7924959582211675,0.3811962350797891,0.3435720775256763,-0.1018311840774757,1.0,
0.5555627845930767,0.6182434911192216,0.2915296676506769,0.8642296775724763,-0.6424958538335132,0.1840800830703521,-0.7641023393586728,0.6197379743970352,0.4147883926190271,0.9956699640853434,0.9102792261518609,0.9508631811854816,0.0540662965082131,0.9945563003760812,0.7504610546565673,0.6057781570895554,0.4353773002732832,0.9110128704425212,0.0315256270023776,0.0001590271673362,0.0037227405993547,0.1612398105117451,0.0006283874930955,0.0007566664494559,0.2662336753674496,0.272977079061764,0.5734315262940922,0.6716240626298206,0.1496730319574293,0.3723690226328234,0.9499762616251634,4.962941027987196e-05,80.58676505927741,0.901669338384808,0.5788345649473875,0.8367158940350495,-0.0950086477663684,1.0,
0.4434730851601293,0.997518402461289,0.703811334274857,0.8726152958711262,-0.6424958538335132,0.3316005841110714,-0.5864685134775449,0.8537283627323262,0.4088433611649279,0.9952043724458736,0.9080937508307948,0.8799844235806348,0.0559796981599098,0.9967157555485148,0.7014747392129541,0.1116898298799268,0.3085789375558667,0.1699396234370198,0.1344865473262505,0.0001965380434784,0.0034640477148466,0.1249234693326424,0.0271925940164391,0.0011654421542713,0.2662600596563239,0.1247749129024979,0.6204772138182847,0.9150830794045834,0.1919295419786419,0.9247738803123884,0.8634923742182812,7.293744082044256e-05,81.07190207884692,0.9038574849715524,0.2396824053075524,0.4730585204107588,-0.0912043471075246,1.0,
0.4474606739478999,0.973986855376512,0.7692157850980053,0.8642296775724763,0.1265703279852283,0.1839169784539445,-0.5375678548115843,0.6198064258787925,0.4123116162518785,0.9960556166409962,0.9046867160383878,0.7333618868815326,0.0783637173933824,0.9943552878459796,0.6962750274750575,0.0863825468639193,0.7119409370677976,0.7518070993141341,0.0315256270023776,0.0004059604862508,0.0051485474865211,0.1590223304537978,0.118889566700484,0.0011522450901093,0.1994952110341242,0.0930963812380422,0.0189122203938617,0.860600055974696,0.1678086525594157,0.9699831666788096,0.4001305646878279,4.962941027987196e-05,81.1028413111572,0.9524071979459088,0.3912446909219519,0.091656349077665,-0.0967848696825819,1.0,
