hydropower revenue,atomic plant reliability,baltimore reliability,chester reliability,environment shortage,recreation reliability,equity
70.11131895285337,0.7039863182902637,0.5674806891768496,0.6083701193542149,0.0799040097338335,1.0,0.26478829510107493
57.11963473229353,0.566204209617396,0.4490691869901897,0.3548229213335778,0.0391479230116179,1.0,0.5248717345838992
77.41600642715146,0.9246914580976372,0.6763643013659608,0.8133801687999167,0.0897125754791938,1.0,0.13397532556924152
75.21442086738548,0.9436152722266752,0.2494401145947093,0.5489314511781286,0.0782295623602807,1.0,0.5085063903024728
73.76532016880931,0.7628568084539928,0.266768397961205,0.7669355541948015,0.0799027606157714,1.0,0.4146842991892862
73.50843849796527,0.6721335118709904,0.3123628517024532,0.8449701525318826,0.0795846782807497,1.0,0.4114117725268147
76.89355609833474,0.979347902125728,0.7007454183115663,0.7031010135822436,0.0892345520399089,1.0,0.16019800522020677
76.5591608256541,0.7666081320952932,0.3503110719770969,0.6112084528902999,0.0797404706880965,1.0,0.4253327486785513
78.00967921689809,0.915237765442011,0.5031198216845494,0.4088816788433715,0.0894807221494785,1.0,0.40488410422698895
57.26645931590551,0.719630139535299,0.5500687200621784,0.801224634404347,0.0479580881930926,1.0,0.25844056605785914
58.0848520775392,0.9041580451094848,0.5312438411243638,0.7227537805577038,0.0599902929766538,0.9642857142857144,0.26009483259136124
71.8395617409787,0.8280694746457851,0.8037678499173581,0.877672337212606,0.0891309795118598,1.0,0.04912474104616171
56.132579750756136,0.7519594779234814,0.4371669705798631,0.5861895942261295,0.0387715307676852,1.0,0.38551796558828955
58.991486339601735,0.9522496767504924,0.6006708269864536,0.6890510564164568,0.0585636252915092,1.0,0.2542322687962387
60.00854868176723,0.860438097632099,0.6709299855116476,0.7184709686582157,0.0799913564114584,1.0,0.16042127103216397
79.67057500270946,0.98234169506293,0.1013935088502427,0.8639327915106283,0.0889884774900786,1.0,0.47170659419153516
77.76931937098911,0.997393318750911,0.4597200498922259,0.9331005172040412,0.0887484325205312,1.0,0.22896012939781185
60.505914276882855,0.697964663710877,0.7364231927640001,0.4754513408067866,0.0724283125037742,1.0,0.2699803973900542
79.29844849095645,0.9288668557210316,0.4095750668137974,0.6969805295800859,0.0894351728418967,1.0,0.3322485631161608
59.90940436991455,0.9395354205369982,0.760422515621493,0.4241775283169817,0.0757593886095365,1.0,0.33083952746581513
60.11305871915922,0.8586390394393378,0.6468196119617233,0.6731861629606083,0.0654332514545366,1.0,0.2025122441941145
79.3194763908057,0.8960676465801923,0.2904892654987248,0.9355998859980637,0.0898412448919465,1.0,0.3367557072838524
58.19787923300242,0.9106909267980544,0.6555632158283123,0.6755986076974759,0.056731452356352,0.9642857142857144,0.19891364145527868
55.64645230077194,0.9046078695648584,0.4210331837080676,0.5979861679612838,0.0399192179916188,1.0,0.42330427226842127
72.52120551170972,0.9350085327876868,0.3447180891010626,0.929659739258495,0.0792551784459773,1.0,0.30955375141176034
66.61158996933754,0.7769628294296151,0.433103599569247,0.9010705513902544,0.0788517423918092,1.0,0.2938939461123006
59.70720720176658,0.7160116509414913,0.7357552633185934,0.5281070389236768,0.0677613467401648,1.0,0.2326112249906631
56.77697265635799,0.8576938297082122,0.5397862502219557,0.8022578963679227,0.0467874642703447,1.0,0.27585078910019667
78.4884037661598,0.5816604107610521,0.0751315173213963,0.9166383774878332,0.079706288781132,1.0,0.6313873350931763
77.77505809401983,0.9751492954644282,0.0970645935753621,0.7963184459296918,0.0792059228881086,1.0,0.5132356053258474
57.11996903360148,0.8966533879622727,0.8259123296400377,0.7863991576629856,0.0566278855388279,1.0,0.1470681785062362
