hydropower revenue,atomic power plant reliability,baltimore reliability,chester reliability,environment shortage,recreation reliability
78.04669988160192,0.8413034005137857,0.0049935641935773,0.6073407415337376,0.0798971655054887,1.0
80.55797966264412,0.9762651408863176,0.5990203557757026,0.8703552574031194,0.0926434677670529,1.0
78.53684120163103,0.7477539710932388,0.1026827868115735,0.6492023530424492,0.0794083113935989,1.0
78.61572003137212,0.8416986783159208,0.0095154270273722,0.4154912951363561,0.0799798918508539,1.0
77.00722031661238,0.9743223810046494,0.3140063236947906,0.7967063846470288,0.0793432624652128,1.0
75.56633141457786,0.5679345661127047,0.2396993484196886,0.9140352212940036,0.077835946445982,1.0
64.9129890515964,0.968612501291086,0.402962095554519,0.9158461775958132,0.0793718328544413,1.0
80.49264797067102,0.987968738960594,0.5238861447668419,0.9119761781729676,0.0880905217401194,1.0
78.5889315983496,0.8472248794733489,0.7073088170501034,0.9041357391188556,0.0896215650286634,1.0
67.49673752094237,0.5664052835916754,0.5627020568359151,0.9014984187061011,0.0799504206891099,1.0
77.13503238140348,0.8815535456432654,0.0646187155272767,0.803185946246974,0.0799451274524727,1.0
79.31729473525031,0.9064487172636844,0.8064412073124705,0.879756155783323,0.0891810391133836,1.0
72.6822003975893,0.9346180406996384,0.2618636143158893,0.926651546889934,0.0786160891066521,1.0
80.5666060311688,0.5856047837598203,0.3530313894228299,0.913651403623106,0.0873635196450627,1.0
75.21865518324012,0.9173689399634553,0.5088992844491554,0.834333372644429,0.0789815931878339,1.0
53.59983421375856,0.9755396488473422,0.3346619971526779,0.8060096356671448,0.0379021831051532,1.0
77.21553452024155,0.4537658777946308,0.2014606058990204,0.9287247386275302,0.078868587536219,1.0
80.53799459774923,0.9107610536642082,0.3551356088134303,0.8548444095955079,0.0890206905660807,1.0
75.30461719273916,0.7486638239433938,0.4267611565418423,0.9074333378430944,0.0795808382779259,1.0
51.244776812256646,0.6507847797049866,0.4139073072207145,0.9085540016575842,0.0389963393433411,1.0
54.57774953186557,0.6093524523046596,0.3382361722062512,0.934449147613383,0.0393233074599549,1.0
55.82853663143581,0.9143980303062444,0.3793456017983325,0.9184888111559332,0.0413461970163469,0.9642857142857144
58.65368621160919,0.8377370667776727,0.9013649201235472,0.7047600025721131,0.0818613169979045,1.0
76.34030127419871,0.9588372653776192,0.1230234852203453,0.889178453999603,0.0794480608373769,1.0
55.94783621678353,0.9270891203462376,0.2936220188412187,0.9004614127146477,0.0396491486384349,1.0
54.71502460529094,0.8035010509331839,0.5071252999207038,0.9262596370750582,0.0410627894690644,1.0
78.12877938766859,0.9876096898529504,0.3420169769460908,0.5582509983381606,0.0787245755261411,1.0
78.2467488895743,0.0434468394289245,0.0976476594109667,0.9330856185001364,0.0792076743350278,1.0
74.09673963423131,0.9098357250806282,0.1665405694891084,0.9031440110254588,0.077864177928209,1.0
77.17449514953981,0.926825623508828,0.7024668832135494,0.9310534118049384,0.0888781109410666,1.0
71.08716543818751,0.7788755437608029,0.6014466628529082,0.7177487960228607,0.0797263289607571,1.0
65.76190009649771,0.6734642193105403,0.9010448020900615,0.5463682899820771,0.0894467120923992,1.0
80.51849892899209,0.975724046385015,0.1519372251554838,0.9050201109974224,0.0925171422955271,1.0
68.42086309843761,0.8390962105165425,0.446381330409086,0.9263920117505928,0.0780129515076746,1.0
60.19222510840027,0.7127018637129746,0.908978568135528,0.8980060637717018,0.0898319019855199,1.0
71.76465155028701,0.8596708747850628,0.34198966082434,0.9237191692734282,0.0777814496132667,1.0
80.69148520493331,0.8544587211756927,0.1458989860967024,0.9250993618498528,0.083645466355229,1.0
81.0816332859888,0.915275643672198,0.0320840554111589,0.908305676038671,0.084839867991077,1.0
56.59551761550041,0.7496425665503665,0.2701279284432084,0.9094287421888888,0.0483785934447318,0.9642857142857144
53.52679301014391,0.5627102126367449,0.4775818571225043,0.9059717679582624,0.0399701619429669,0.9642857142857144
59.034555339111634,0.6089062102217836,0.5104190848774895,0.90186202188748,0.0565845984627107,1.0
80.59766514164694,0.8748781448576749,0.5041403063214629,0.7288618280247675,0.0893357081467609,1.0
81.05432351942176,0.7687986161196934,0.2623262730058519,0.6488522975479543,0.0911078541574112,1.0
59.24945420396645,0.8913061879356998,0.4326189677328491,0.9050958318236956,0.0557402968118358,1.0
70.57708874359427,0.9082376603721868,0.3952945266827001,0.930343628967854,0.0798444246692986,1.0
79.98791152096747,0.9742741200101828,0.6085231335647241,0.9387184150899288,0.0880457363686317,1.0
80.00453476543312,0.8489326259508923,0.6405983605362966,0.6143637898311163,0.0869890112377666,1.0
57.02635467184702,0.2999286253944491,0.2411565646099006,0.8168995209650044,0.0395925353072639,1.0
59.03931815449822,0.3734534256256568,0.7082608537448399,0.9125592302165636,0.0692419253136972,1.0
