hydropower,atomicpowerplant,baltimore,chester,environment,recreation,equity
63.321684346551166,0.7521700498078424,0.602587025362098,0.7004779547940801,0.0772918782855716,1.0,0.0185761003168797
77.2337200005815,0.967034285285551,0.5039486368397285,0.8029445516348658,0.0897134411111682,1.0,0.0182897291384729
55.3675643990998,0.8414152691010447,0.5740902102668439,0.813449287645956,0.0647020027411182,1.0,0.0155578247038751
79.24928260395791,0.9910144494622136,0.8870168452011431,0.9288884438327156,0.0978455686148094,1.0,0.0173913282098319
75.71152403813579,0.9962479554342056,0.5744788820003879,0.9199616294156548,0.0868448798732902,1.0,0.0135376140598111
55.51550742687733,0.9701505711029949,0.5974389859056204,0.8690487233073009,0.0701263120569194,1.0,0.0133267905589162
66.64102358296263,0.7976716485350113,0.5064335627161456,0.6760084114274365,0.0788338371617448,1.0,0.0169452747380711
52.37750621764305,0.9055803742455616,0.5581114943637447,0.7528571184675028,0.0562941517162793,1.0,0.0154442904887252
61.61225659508156,0.8277919720942873,0.510057539494392,0.6376111736676173,0.0791467795920258,1.0,0.0105836286261466
66.18431458820379,0.961258610540953,0.4116156098369433,0.9184685047530314,0.079866686310557,1.0,0.0145211802450948
76.11438503550576,0.9526245445366118,0.6679087958498054,0.8136554630526804,0.088436771619729,1.0,0.0124498509920463
55.51376645140409,0.9295433637282594,0.396510065802009,0.657943691315453,0.0575196017724929,1.0,0.0095603782302273
79.54215241915345,0.8942001273991579,0.533361513240346,0.7514810534322605,0.0899606557528965,1.0,0.0253054246181432
68.90020624957694,0.97136613549159,0.1125833841925894,0.8206306343845315,0.0796473885523868,1.0,0.0089922825795414
55.528027864212426,0.8550789665098503,0.7121508728340186,0.769881030516411,0.0711123905496027,1.0,0.0177119299552848
54.16914022524705,0.7051002483278507,0.6317077681860906,0.5749535910752914,0.0435941329444156,1.0,0.0160481327489545
54.922780286762126,0.973964122494746,0.6141691275177611,0.7243589872555076,0.0686921631197336,1.0,0.0097166882528179
54.1829785859782,0.969075719188888,0.4873883516731346,0.8109921052741093,0.0679351957320117,1.0,0.0170666972439704
74.57285180713941,0.9794266038325018,0.7477582142116818,0.9185709769798218,0.0881907073771035,1.0,0.0154162183811205
53.45869499583804,0.9031002456082688,0.6365008999411056,0.8407433739227954,0.0724092580040648,1.0,0.0162424604305825
76.85360859288984,0.9186931371905778,0.3094698966397464,0.8714573917470932,0.0798075600340767,1.0,0.0182828266286718
55.55398341482682,0.8370201108451418,0.6095587511216213,0.907507894966108,0.0705531816547252,1.0,0.0083396677733606
58.57846713179655,0.663053307681342,0.8555226559770848,0.7451942860146036,0.0869271760825003,1.0,0.0139962895633589
79.51773296529961,0.7773046242038872,0.335507923201004,0.8790802547658848,0.0826210421828942,1.0,0.0199032247367439
43.68708705465878,0.9756094454374756,0.5480359432464623,0.8955401762236992,0.0476882211106288,0.9285714285714286,0.01760029842767
53.27642791326956,0.9248767539744804,0.3719862440199507,0.7811514982671073,0.0497231536992869,1.0,0.0065551289858278
65.70184892053103,0.9493415523405306,0.8330850975853015,0.8410376079331846,0.089323970604981,1.0,0.025232290811405
42.32190260593494,0.7451376326741853,0.568576250868546,0.9031669746534844,0.0669739783330335,0.9642857142857144,0.012960951547133
60.47804193844004,0.703722031419673,0.3187481244028257,0.8003032654140851,0.0778654504027461,1.0,0.0080972127989384
35.28520296863596,0.9007705332654624,0.854055343601735,0.3917682454597659,0.0668557393214766,0.9285714285714286,0.0098777907681689
43.44616341060647,0.6759411349643996,0.8622389026431384,0.6350758898535219,0.0524283596482754,1.0,0.0076896605007111
47.6930154902412,0.6369726069873924,0.5026956636001252,0.8015138263833586,0.0491964897976406,0.9642857142857144,0.0084676446890372
56.92429969912844,0.9113167184106216,0.6210342136287863,0.7363026316341282,0.0686856058473153,1.0,0.0111458695952333
46.86146621308331,0.9465186594756064,0.8884787048133798,0.6535598340050107,0.0872674948787393,0.9642857142857144,0.0193534166117397
65.995857290857,0.3428476851600894,0.8844420156038816,0.5530529173119414,0.0916934337320385,1.0,0.0099556824179187
54.10147162307746,0.95778429858186,0.7728542461401355,0.3220089023088357,0.0696955078617874,1.0,0.015799475690772
53.07839384767264,0.8296766751566584,0.3760154380329839,0.549948245001141,0.0397294820192004,1.0,0.0150824052879327
79.5303166076428,0.9976154180761468,0.9022100626230294,0.935381962802048,0.1029998775561928,1.0,0.0223252104126885
