Hydropower revenue,Atomic PP,Baltimore,Chester,Environment,Recreation,Equity,Deviation,principle
79.56196904814249,0.2738633560844184,0.091781411235155,0.9020194316895492,0.9226851362208832,1.0,0.8019894693643284,0.36630323907083356,CombinedTraditionalGiniMean
80.10141669786172,0.8974605858029354,0.4356158887432612,0.9212855930326244,0.911918209392759,1.0,0.8800319663993978,0.19274027883658693,CombinedTraditionalGiniMean
78.26410098412681,0.8419526646369385,0.1162796109106177,0.8127435905543245,0.9201371090478745,1.0,0.8435101437520568,0.3011588615115584,CombinedTraditionalGiniMean
81.02724678120364,0.9772399476705372,0.0263427280051615,0.8574365547257157,0.9133104813913044,1.0,0.8371194247845025,0.3467522951016535,CombinedTraditionalGiniMean
74.6402497635608,0.9838600655430512,0.0579821041896089,0.91659820005031,0.9200350460438549,1.0,0.8434749674470173,0.3330242138714507,CombinedTraditionalGiniMean
80.00059490541722,0.9808159360494544,0.0773053662922245,0.1154798216171018,0.9204586652210074,1.0,0.7891102093544529,0.4128237350428113,CombinedTraditionalGiniMean
80.63659797451133,0.5520349867459567,0.3092227769008326,0.8472079196423697,0.9138588124476873,1.0,0.8480741483758909,0.253361505108662,CombinedTraditionalGiniMean
64.51866357161391,0.9576337299541708,0.4501438642778084,0.9142062419315584,0.9310910669533279,1.0,0.8736794749475626,0.1867786209747671,CombinedTraditionalGiniMean
80.98634580089852,0.765353438507922,0.0444778007691452,0.8781194893613967,0.9200909129958563,1.0,0.8311138899036855,0.3315706281597808,CombinedTraditionalGiniMean
65.14107637875351,0.8231289309078877,0.3008551510297442,0.7330217354906395,0.9400549128509773,1.0,0.8577256484239884,0.22583868075952993,CombinedTraditionalGiniMean
75.0099930190788,0.657452773785385,0.0305978423512975,0.9055746117903254,0.9236696498264391,1.0,0.8230496147562698,0.3341411855637447,CombinedTraditionalGiniMean
71.54480796113626,0.569506248384805,0.1079887307239396,0.9300943034882008,0.9310702246670238,1.0,0.8253998279691622,0.3118318535891804,CombinedTraditionalGiniMean
81.10670457918853,0.8592903483862558,0.0935273185159152,0.9032572984984746,0.9082535913361344,1.0,0.8461659781402906,0.3159431294899749,CombinedTraditionalGiniMean
67.84500407405552,0.8641432386319206,0.3064921996473808,0.9388294199960484,0.9320318131589128,1.0,0.8621957588372584,0.23240884160906383,CombinedTraditionalGiniMean
63.23690444454213,0.8701820772620465,0.810589178884175,0.942650582145086,0.9216885574562873,1.0,0.9028258545392764,0.08009709331842872,CombinedTraditionalGiniMean
63.56597684626183,0.964100109807355,0.5704420096143074,0.9087511457472944,0.9318706619850234,1.0,0.8835402706567118,0.14730992399172285,CombinedTraditionalGiniMean
64.6528483564487,0.745547330636143,0.4219770453596461,0.755256927449962,0.9400397505498826,1.0,0.8719794101890367,0.1842721047631933,CombinedTraditionalGiniMean
65.05333615682842,0.8828706249837825,0.406662736841444,0.5518464143678004,0.9402878378818492,1.0,0.8561245644998599,0.21367399620232747,CombinedTraditionalGiniMean
64.60951239070019,0.7566638973110513,0.903747724597214,0.8569469434774412,0.9266499148498017,1.0,0.9016238850525035,0.08471262158920753,CombinedTraditionalGiniMean
77.60473713816783,0.1724797899489235,0.1304214386828764,0.9022763102685396,0.9207144942536415,1.0,0.7992754053797169,0.37441121054290794,CombinedTraditionalGiniMean
77.95266190089274,0.9630276060452428,0.112293136822646,0.4641022030670729,0.9220628555506156,1.0,0.8213655413737027,0.3329428138278237,CombinedTraditionalGiniMean
80.54123573083479,0.9384933510603236,0.4758291834742,0.6305278183756874,0.9119145511257812,1.0,0.8706454233773879,0.19821320860429167,CombinedTraditionalGiniMean
66.17212501937858,0.961236996918611,0.0593606830014206,0.90149679686329,0.938534705245596,1.0,0.8345459514628347,0.3267722916539536,CombinedTraditionalGiniMean
60.75803887690584,0.8926674621427395,0.3834980779473653,0.8650717937398764,0.9403594410786524,1.0,0.8651789259107621,0.20437428511658998,CombinedTraditionalGiniMean
74.83433201996596,0.2034285721415396,0.2116089204680213,0.9036583202240808,0.9220432977246971,1.0,0.8128746494099577,0.34433622643870904,CombinedTraditionalGiniMean
70.57119035030377,0.941856788773585,0.1443011863493172,0.3405983105203799,0.932186478312008,1.0,0.8115333847645538,0.3323176035849454,CombinedTraditionalGiniMean
71.17515268099969,0.8185710877144092,0.1224853947973639,0.9161750980182954,0.9303024108864455,1.0,0.8442701784229407,0.29693483739961685,CombinedTraditionalGiniMean
66.01610468706355,0.2309305759055008,0.3697865311346363,0.7987827944385425,0.9400926987777815,1.0,0.8251489308342197,0.2872093546333334,CombinedTraditionalGiniMean
62.14233058789988,0.9276795025277368,0.1679408470460316,0.8045438808525092,0.9412234105879465,1.0,0.841581134609524,0.28021978955140764,CombinedTraditionalGiniMean
64.51827715825875,0.9263273804429234,0.8053369624610236,0.8227448331140143,0.9313602052676986,1.0,0.902821655178836,0.08065057877476098,CombinedTraditionalGiniMean
65.4903761916374,0.7439699771866388,0.3224883603022669,0.8036737484882123,0.9419894096633663,1.0,0.8610007504308441,0.21785207261837544,CombinedTraditionalGiniMean
65.80223647468792,0.943750475567398,0.1243857901357028,0.4858142739424652,0.9416132220733668,1.0,0.8170835586913191,0.314155795963574,CombinedTraditionalGiniMean
80.63628736440988,0.9868705354040302,0.2423474666104025,0.9282020750347072,0.910232382494354,1.0,0.8653022023195871,0.2703118302746247,CombinedTraditionalGiniMean
79.36718783942808,0.7542192646422168,0.620529460504548,0.9087995374103224,0.9117279779270117,1.0,0.8893545858711289,0.13273324510046422,CombinedTraditionalGiniMean
