hydropower revenue,atomic power plant reliability,baltimore reliability,chester reliability,environment shortage,recreation reliability,equity
79.56196904814249,0.2738633560844184,0.091781411235155,0.9020194316895492,0.0773148637791168,1.0,0.1980105306356716
78.26410098412681,0.8419526646369385,0.1162796109106177,0.8127435905543245,0.0798628909521255,1.0,0.1564898562479432
81.02724678120364,0.9772399476705372,0.0263427280051615,0.8574365547257157,0.0866895186086956,1.0,0.1628805752154975
74.6402497635608,0.9838600655430512,0.0579821041896089,0.91659820005031,0.0799649539561451,1.0,0.1565250325529827
80.00059490541722,0.9808159360494544,0.0773053662922245,0.1154798216171018,0.0795413347789926,1.0,0.2108897906455472
80.98634580089852,0.765353438507922,0.0444778007691452,0.8781194893613967,0.0799090870041437,1.0,0.1688861100963145
65.14107637875351,0.8231289309078877,0.3008551510297442,0.7330217354906395,0.0599450871490227,1.0,0.1422743515760116
71.54480796113626,0.569506248384805,0.1079887307239396,0.9300943034882008,0.0689297753329762,1.0,0.1746001720308378
81.10670457918853,0.8592903483862558,0.0935273185159152,0.9032572984984746,0.0917464086638656,1.0,0.1538340218597094
71.17515268099969,0.8185710877144092,0.1224853947973639,0.9161750980182954,0.0696975891135545,1.0,0.1557298215770593
65.80223647468792,0.943750475567398,0.1243857901357028,0.4858142739424652,0.0583867779266332,1.0,0.1829164413086809
80.63628736440988,0.9868705354040302,0.2423474666104025,0.9282020750347072,0.089767617505646,1.0,0.1346977976804129
80.25985917802544,0.5742600601807578,0.2054907031866139,0.4703811112686709,0.0788432651251111,1.0,0.1771782111468872
70.46065514956867,0.9618133321223076,0.2955694986392168,0.7853483477247738,0.0689881562839578,1.0,0.1413679062394433
79.77402082063347,0.907654382546957,0.5263084338590851,0.9171190764158534,0.0888909682348188,1.0,0.1115464623656891
73.90654289576827,0.4911291720163315,0.4761707338803449,0.9359522815125312,0.0797737802873106,1.0,0.1370613634761185
61.58673183406855,0.6539215930917256,0.2551208534217335,0.9086135622130336,0.0583472644579891,1.0,0.1556735544375194
66.05595282369147,0.8990850383894775,0.24819754505303,0.8001782099657857,0.0595526119734841,1.0,0.145962990855866
69.47191653025695,0.7224762670521077,0.3726035901790424,0.9066940252750222,0.0651124369706384,1.0,0.1364432795587987
64.81938713240137,0.8374632612636622,0.354372890852163,0.7310277106798876,0.0598654796237465,1.0,0.1373132188879924
80.71435346835862,0.4451576423916558,0.3722125549526802,0.9318662943261962,0.0876916255729573,1.0,0.1501653043388931
64.12187995786448,0.9933567666015876,0.2198981182709335,0.7152007236217779,0.057558510012165,1.0,0.1571939893430517
69.64188724974139,0.7329076538923129,0.3052902699656662,0.9082022755751796,0.0680080980087625,1.0,0.1421848194376953
63.56156259639458,0.2756824229713642,0.2743749087821783,0.9012953955868503,0.0583146010681508,1.0,0.1800538247362172
81.15342096223746,0.7784620888209951,0.2227006069958701,0.9263262320748716,0.0876963331643181,1.0,0.1458105051472225
65.7456622806166,0.90677114416673,0.0709595438583984,0.6524851811790892,0.0578895009461363,1.0,0.1761686485709683
69.168926806206,0.4493019928911336,0.4397474478904984,0.9257709593388692,0.0699195208714385,1.0,0.1455333981384634
65.275090321686,0.9139229734551174,0.1964729989723759,0.4554858548081043,0.0576273273510254,1.0,0.1758756007543504
69.18771215723602,0.9754697014049843,0.4901633276493474,0.7000597785718568,0.0698597320872833,1.0,0.1277913733366553
60.49658135255898,0.8072897114543741,0.2059259149432483,0.9068703472774168,0.0578326418694875,1.0,0.1550523106174637
78.09621270159188,0.991939564895093,0.0332150485280697,0.8682161970442502,0.0795635237226052,1.0,0.1624962427750668
65.60170231965063,0.6209326555110324,0.0756807002196651,0.9193542237994262,0.0584308728611577,1.0,0.1781972369632437
65.38778525254709,0.9699537133375694,0.2590477064385897,0.2257903200311603,0.058673612573236,1.0,0.1884915189925688
70.13238807319175,0.8123882112572418,0.2878892994637415,0.9077855401050868,0.0690565780618101,1.0,0.1391431912138349
65.18179912510406,0.1273222154564265,0.2759532765929514,0.9367726147356704,0.0587657245339356,1.0,0.2001126261357832
63.7520608566013,0.9126788251008175,0.4261310809433502,0.2459877036599416,0.0592304865555576,1.0,0.1721635000517096
70.50499855678086,0.4670250381699053,0.3846615192172228,0.9168770362944512,0.0694619299172465,1.0,0.1498468353735773
62.957195813766745,0.3894304610339775,0.2311917207186233,0.9067235599605008,0.0581452996036673,1.0,0.1770338529534889
67.75808766502105,0.6633711437992303,0.6414797135338569,0.9023732910781236,0.0692732708609294,1.0,0.1138283246921652
66.31640570427759,0.102424854563987,0.0913400468648472,0.9029368223003252,0.0592114794409082,1.0,0.2209303967997106
80.03679583604695,0.9989813823378292,0.384980655791099,0.9381908473120902,0.0859047283749229,1.0,0.1225826818142825
78.9419266834709,0.962929971720798,0.7477310388393714,0.9183829071687886,0.0897234908307687,1.0,0.0935139036544915
70.0767508516681,0.8370429009195567,0.3757348592045864,0.6455352860466474,0.0688296278037063,1.0,0.1382621224074725
74.68850204779305,0.8383823409715498,0.1351759728021189,0.911408157498659,0.0785055119899692,1.0,0.1507808750045901
56.58027187133028,0.5523293245879637,0.5061338942211759,0.7352537203356918,0.0395137578149389,1.0,0.133068563334876
55.570818142422894,0.905887537764532,0.3671272019599175,0.9046969859670698,0.0396502480383907,1.0,0.1420608495778159
55.52597147784704,0.6639642569619572,0.5958146042353415,0.711018918965812,0.0398209271458448,1.0,0.116557362259286
56.537252188081375,0.7624965959578002,0.7328786920671966,0.8532885207004379,0.049295467847369,1.0,0.1071910989452616
56.7226894548352,0.846274335476604,0.432735130517226,0.9002701319230771,0.045913198444503,0.9642857142857144,0.1318143701178193
54.07690886387432,0.9639514059117684,0.7376140937047635,0.9140858687675908,0.0587296311454107,1.0,0.1109095352142065
56.20982866469161,0.7487091413841354,0.50656657972756,0.8237329877229881,0.0395805195315127,0.9285714285714286,0.1216461580502367
54.79434856264525,0.9150836544005944,0.6608530049191067,0.9337517865815396,0.0483698236502578,1.0,0.1145752291889087
70.85691957764801,0.962942232830062,0.4098094649024249,0.9053127132756283,0.0797554921392743,1.0,0.1242350024511464
55.70195795532032,0.8034536016042798,0.4308925163540856,0.884790150425765,0.0386148402700204,1.0,0.1364095215482136
55.902661831543526,0.650723188603101,0.6156887573372717,0.6233905217317895,0.0395625204713778,1.0,0.1161413446228745
54.824512955250206,0.8962796565931022,0.8105951663214762,0.906479486289578,0.0482681455245115,1.0,0.1067046263010691
52.91461754585576,0.5583805074101236,0.9022271904243754,0.902352174411873,0.0596886487970981,1.0,0.1226280383998607
56.21986941932424,0.8040106016442443,0.4532080297183981,0.6373866998542224,0.0385111708427341,1.0,0.1360040646678065
55.70744704981821,0.9203345809983948,0.5366936782003392,0.7851212630897813,0.03995384355664,0.9642857142857144,0.1246062238378508
56.59185803536256,0.4930559781994243,0.7466509847963719,0.9179835091430092,0.0575381729119131,1.0,0.1288916367348296
57.23417602669196,0.7669842047541926,0.6200897944052061,0.9019775422257644,0.0522288827203306,0.9642857142857144,0.1137844655393397
56.53480637388382,0.9287239256481292,0.4490787714852642,0.8715433385839253,0.0423877470425151,1.0,0.1340011368471772
55.74198453707304,0.5229333254820505,0.8187552371096756,0.8893308578539206,0.0490998109074298,1.0,0.1258713064921754
57.06267899279491,0.7720398078369929,0.3768711332263594,0.7068042329145741,0.0369678512450648,1.0,0.1393602888432723
55.80231686277325,0.4359111535500061,0.7606020593958647,0.9053471481281192,0.0475684343892342,1.0,0.1357546175582152
47.537798883411554,0.9811553558200105,0.9005558969130991,0.8537036176956947,0.0681150359223027,1.0,0.1124026277784329
56.96661484657008,0.902785710080034,0.3724670563274863,0.8162006286012933,0.0385884121440251,1.0,0.1419032840462981
77.48325101724815,0.9425782198665564,0.3372755740237929,0.8697759561909477,0.0794859710415055,1.0,0.1297117812665834
57.04357562374819,0.6370010143479361,0.6653800240405605,0.7916868556668062,0.0490727931472584,1.0,0.1139246707746385
57.27285327754713,0.8294134420958745,0.4012309934306996,0.5093992089684765,0.0396179029604559,1.0,0.150294323171286
51.84631483605969,0.5651585001396237,0.9061206264730104,0.5669990936742708,0.0493677979762876,1.0,0.1307674298693483
56.45456763595043,0.5099239612611759,0.2788090524518134,0.906084727841557,0.0389556718506539,1.0,0.1671243901519308
55.685504893440495,0.5106830578626572,0.4607535551382921,0.9003961559536607,0.0399342491849451,1.0,0.1458524554459563
53.59041327111112,0.909325994810852,0.809935428181752,0.9056397442743332,0.0582927482470562,1.0,0.1064663166772881
