hydropower,atomicpowerplant,baltimore,chester,environment,recreation
80.16095327599373,0.986481508282244,0.8392773406169382,0.8896265647787368,0.0983223548570766,1.0
80.62788195807299,0.9897444749548496,0.4121528019737047,0.9251602974366352,0.0964157668547487,1.0
79.74773782307484,0.9891823714047024,0.7524920140823657,0.953621901585988,0.1046224067801267,1.0
80.62223531912592,0.5717423275308973,0.4662442054352474,0.4034136211405864,0.0889526904508021,1.0
80.03818819354157,0.9996712470636118,0.9165963748454132,0.9451361017483062,0.0992080996426835,1.0
81.01999500369568,0.2465097999838147,0.0288365294559942,0.8112896426104932,0.081481847256733,1.0
80.50022852044702,0.8638927940358377,0.6086679836525477,0.8033198589509135,0.0951277309014896,1.0
81.06368827201979,0.9142014439264304,0.4708517523173362,0.1117804874434517,0.0971040385238285,1.0
80.60203903698793,0.970433404590231,0.6189236811645775,0.7797324923937344,0.100397210339213,1.0
81.00375354005693,0.7924959582211675,0.3811962350797891,0.3435720775256763,0.1018311840774757,1.0
80.58676505927741,0.901669338384808,0.5788345649473875,0.8367158940350495,0.0950086477663684,1.0
81.07190207884692,0.9038574849715524,0.2396824053075524,0.4730585204107588,0.0912043471075246,1.0
81.1028413111572,0.9524071979459088,0.3912446909219519,0.091656349077665,0.0967848696825819,1.0
81.02102729609796,0.8251998808191235,0.2804846420527255,0.3793102534866213,0.0990163814131122,1.0
81.17172398708854,0.979315309961111,0.3449726060737519,0.1910294486655015,0.0897296747633824,1.0
80.5892101459526,0.988696018919912,0.4845897724423135,0.9059120314873302,0.0988799428296419,1.0
81.62459537936498,0.6205588069012635,0.1558268976497945,0.2516840302602042,0.0863488070747252,1.0
81.25893599503405,0.9085316782083304,0.2716647972456793,0.2869575990829364,0.0938258963654447,1.0
80.64841260560942,0.9877426962461804,0.6914528242331986,0.4218865238566075,0.0982739495643961,1.0
80.54293811419606,0.8210293456798889,0.6592040194214062,0.9233089340591948,0.0900752859152646,1.0
81.6817196378836,0.806204096807528,0.0727438805101276,0.1177477325344908,0.0910394290621996,1.0
80.17676822637806,0.9416470594228956,0.1623115905070724,0.9518558038860364,0.0880727955490352,1.0
79.6363295000221,0.999678323163896,0.9209687230140656,0.9504391762258746,0.1075278647324848,1.0
81.04054351747145,0.4740586495685505,0.3850818905703477,0.711311959817558,0.0888974162421569,1.0
80.59996530298815,0.9681954855547196,0.3992582153630377,0.8907723759814806,0.0922829289281656,1.0
80.52154253588382,0.9251183148220844,0.4552299811010706,0.9051200131561912,0.0964961081199217,1.0
81.13383193899249,0.7940398614144119,0.2789736715426382,0.9155455394756122,0.0868779142017363,1.0
80.30588385976144,0.9476185136197612,0.2656527856991704,0.9106272488417724,0.0920560105825379,1.0
