hydropower revenue,atomic power plant reliability,baltimore reliability,chester reliability,environment shortage,recreation reliability,equity
75.56633141457786,0.5679345661127047,0.2396993484196886,0.9140352212940036,0.077835946445982,1.0,
80.49264797067102,0.987968738960594,0.5238861447668419,0.9119761781729676,0.0880905217401194,1.0,
79.31729473525031,0.9064487172636844,0.8064412073124705,0.879756155783323,0.0891810391133836,1.0,
75.21865518324012,0.9173689399634553,0.5088992844491554,0.834333372644429,0.0789815931878339,1.0,
77.21553452024155,0.4537658777946308,0.2014606058990204,0.9287247386275302,0.078868587536219,1.0,
75.30461719273916,0.7486638239433938,0.4267611565418423,0.9074333378430944,0.0795808382779259,1.0,
51.244776812256646,0.6507847797049866,0.4139073072207145,0.9085540016575842,0.0389963393433411,1.0,
81.0816332859888,0.915275643672198,0.0320840554111589,0.908305676038671,0.084839867991077,1.0,
59.034555339111634,0.6089062102217836,0.5104190848774895,0.90186202188748,0.0565845984627107,1.0,
59.24945420396645,0.8913061879356998,0.4326189677328491,0.9050958318236956,0.0557402968118358,1.0,
79.98791152096747,0.9742741200101828,0.6085231335647241,0.9387184150899288,0.0880457363686317,1.0,
58.22991863241671,0.434191101133295,0.4770849142537009,0.905271011728791,0.0467806111205956,0.9642857142857144,
57.6505843994307,0.3241625645005662,0.3016311675309394,0.7696318547480449,0.0389320111948594,1.0,
60.6409217663355,0.268314347673653,0.210679258053014,0.0864300695901047,0.0490379778678491,1.0,
54.31125317727294,0.9158883312107824,0.8241548374257519,0.9091348719759949,0.0486203489077798,1.0,
58.20623680614587,0.915859900101245,0.7109918866308153,0.6672291468847878,0.0479935850789124,1.0,
58.78711012756703,0.8143861291825053,0.6533491417369132,0.7320373397847715,0.0489018423076491,1.0,
59.85010897818431,0.8039292161000082,0.4716240972491251,0.7123467954905655,0.0489265802586647,1.0,
77.98533532003648,0.7754808005500438,0.2821200690708391,0.808949500286816,0.079601440905908,1.0,
57.025725273813606,0.639751373758672,0.5365039328147521,0.699948358047549,0.0395745328967762,1.0,
44.02514677559182,0.9235913754072944,0.9095122883799208,0.911074463318804,0.0570670854709544,1.0,
59.118137042637,0.9271030884122032,0.1197824449522401,0.7696214092677612,0.0450757099404109,1.0,
57.23703131890103,0.8737041829061751,0.7615877156890454,0.8666106209344212,0.0479573298645529,1.0,
59.091891600298965,0.7985086351592663,0.6605295201731701,0.7193979559426966,0.0492676460159074,1.0,
56.96259542471352,0.9350535945848936,0.8161817720427502,0.7006716030415758,0.0470744561390653,1.0,
57.415423221084986,0.9344821326476732,0.792614530377179,0.7000157055946044,0.0463228651643918,0.9642857142857144,
56.98824593446553,0.3522999202857649,0.7025965833306801,0.926394966443419,0.0498983523028147,1.0,
56.55796419788472,0.7336083087321844,0.5013537377542602,0.5709856326426589,0.0390305519578209,1.0,
59.21355899201199,0.8076292871457796,0.5497669958201286,0.8299501601388961,0.0488209577556793,1.0,
58.74274320936009,0.8198672361072401,0.8062797881511518,0.8065677228913398,0.0574732158200824,1.0,
59.01214646235189,0.8341549902710861,0.6556967284004321,0.4338679447157126,0.0490332467951457,1.0,
59.00276814221546,0.9226357573550622,0.8158218344152546,0.5010528516287692,0.0594222473545716,1.0,
58.07014209637208,0.3491232429719058,0.7267936206359383,0.8567193754989489,0.0487513701429708,1.0,
57.906230633394685,0.7728627363310528,0.7255334508349042,0.8567022707280108,0.0490039254285519,1.0,
56.78410634841121,0.7009730030712709,0.6184362292442176,0.2697068627847889,0.0395719029729696,1.0,
59.693808004993606,0.7036150595168851,0.5035177333049693,0.5332937694113202,0.0458527850244026,1.0,
58.79905082110157,0.908328418424868,0.6077261594407857,0.6772941776940384,0.0470707209428131,0.9642857142857144,
55.02389514022372,0.8963409322375587,0.6168681128840902,0.7457869791132988,0.039398042745029,1.0,
59.08430397675037,0.9208163679102872,0.698801706057115,0.7116557848388017,0.057961889264871,1.0,
57.80964914455727,0.9338254396280532,0.3252869503994456,0.6925200614804198,0.0386554463823022,0.9642857142857144,
57.04197359277901,0.810682929186785,0.5202581205504807,0.3323397982731125,0.0399497183404544,1.0,
56.4320857900851,0.9726562784165994,0.8001986245962164,0.811240812817931,0.0438177956710435,0.9642857142857144,
59.8242847232354,0.9103644215283728,0.2302747520428576,0.1252189328353778,0.0477357606639146,1.0,
58.56794181693438,0.5884567830729139,0.2712368666879245,0.6173113663463925,0.0398394973089449,1.0,
59.30802101825317,0.929688626154354,0.5348565690770589,0.8474824459744137,0.0513398529342021,1.0,
57.15643531399097,0.9470012656946104,0.8290249137866089,0.3766221856064946,0.0481488212672181,1.0,
