Hydropower revenue,Atomic PP,Baltimore,Chester,Environment,Recreation
25.55295304420037,0.2083342436168788,0.1929080418917842,0.2041501358648263,0.4002713614882534,0.8571428571428572
24.551020975393136,0.2202472642112927,0.1915552215346896,0.20901999425838,0.4054154767054999,0.8928571428571429
25.60121660499857,0.2305756907831448,0.2098375395794044,0.2255823344542148,0.3993402171050363,0.9285714285714286
41.3447075256052,0.5016306302860931,0.4611817960372713,0.4333757447193701,0.3292756377875539,0.8214285714285714
40.5124646069019,0.5424164709794144,0.4651615060604819,0.6528890585984506,0.3160814878966071,0.7857142857142857
41.59934596382297,0.467259687385227,0.4509401828810574,0.5053020581810782,0.3287870623767097,0.8571428571428572
37.0139384517451,0.6312072453216326,0.8391928493092385,0.6629451498423441,0.3460638705553643,0.9285714285714286
38.98653457316038,0.9510996653262374,0.7634839959092312,0.6827528117625997,0.3419635106149151,0.9285714285714286
25.45826296165848,0.2216470565331516,0.2049529375707992,0.216845486435082,0.4002662304352682,0.8571428571428572
38.83092958994649,0.9693484844400466,0.7296231265330778,0.7517731045920175,0.3408450238265452,0.9642857142857144
42.17938322141095,0.4282735354103019,0.4780967742054035,0.4120323578395545,0.3230242837996554,0.9285714285714286
39.04946724440589,0.6896911799740638,0.7665059700975004,0.6563382735613893,0.3434643296167203,0.9642857142857144
41.38988380967885,0.5062655561727405,0.4916806281077894,0.5502382614589427,0.3303120227633148,0.75
37.02629360957156,0.6104946896366008,0.859312674300839,0.6424394672075566,0.3459140626155894,0.9642857142857144
40.551245621506254,0.6099550356296913,0.5031155120216128,0.5270442291061864,0.3182270615797766,0.8214285714285714
38.54629102938811,0.9456621857893888,0.7509576917122657,0.8079084592209168,0.3416586195865067,0.9642857142857144
44.26434309296498,0.5010427179317312,0.3961212437891256,0.3845752300177393,0.2900743744431326,0.8928571428571429
40.87808350980112,0.4188662198195402,0.5053247081335445,0.5487420455794144,0.3341423710103094,0.8214285714285714
37.141510360164126,0.7426360389882105,0.8557728826578324,0.6630356495025898,0.3446352817118652,0.9285714285714286
41.05081230937808,0.4761176228770899,0.4509088888600518,0.5177685740664713,0.3290528273098355,0.8214285714285714
41.46920955395166,0.5055991659575946,0.4752754171100034,0.3984153570908454,0.3249630937243142,0.8571428571428572
36.21330901724159,0.4859845658724193,0.5029844162983738,0.4701101719670082,0.3502934629889124,0.9285714285714286
40.193930509507496,0.6544419651461998,0.6677046781561938,0.6759792529983275,0.2889123342303865,0.9642857142857144
