Hydropower revenue,Atomic PP,Baltimore,Chester,Environment,Recreation,Equity,gini_yearly_mean_coeff,eucli_yearly_mean_coeff,gini_monthly_std_coeff,eucli_monthly_std_coeff,gini_ratio,eucli_ratio,principle
79.44031196667133,0.8923094425204996,0.739153815443199,0.6382715188868743,0.9106044254495675,1.0,0.9965688705141632,0.10027909526758268,5.344063775555707,0.0015697635444508892,0.09480701265780783,0.01565394602197162,0.017740621489486106,CombinedTraditionalGiniStd
80.72007187172571,0.9944527030978166,0.6757081707590855,0.7608232299994714,0.9070365524173171,1.0,0.9978017186807129,0.1465010093889309,6.439691116459866,0.0033348194362204067,0.15915143840190654,0.022763115763708684,0.024714141644948635,CombinedTraditionalGiniStd
70.70647449484836,0.8082766766291377,0.6972208512083795,0.8943484958131988,0.9210818951845878,1.0,0.9975801383172092,0.11795498912456978,5.91496097583691,0.003252269270219625,0.17402119658930185,0.027572121318115435,0.029420514742226095,CombinedTraditionalGiniStd
60.61531404675553,0.5110684599986569,0.6035036205026755,0.5379704366852831,0.9400266819562434,1.0,0.9971780021126532,0.20946706676018959,7.264694833434323,0.0016028884053120313,0.12037926389274299,0.007652221564486382,0.01657045019134475,CombinedTraditionalGiniStd
69.77412592948544,0.8373582682578572,0.3679468025431557,0.6019921742559761,0.9300147400891586,1.0,0.9980082374361383,0.1426919094480626,6.894592070567646,0.0027765926659024213,0.17648847411170468,0.01945865520086164,0.025598102441059145,CombinedTraditionalGiniStd
69.73967667433472,0.6886500568125877,0.6123164880103087,0.1691785235878095,0.9317869280814337,1.0,0.9983681148340459,0.08242352588634369,4.851038095757468,0.0023348743035629593,0.14208857553363308,0.028327765385608335,0.029290344196203758,CombinedTraditionalGiniStd
66.54237565624567,0.5617365101122597,0.474588538047232,0.5949756271695713,0.9402402415062826,1.0,0.9977944574302477,0.12707763215202847,6.124893624978399,0.0043395119278956,0.2141286043026701,0.03414851106687331,0.03496037930020789,CombinedTraditionalGiniStd
64.68483857331158,0.9463975220823236,0.309052777770632,0.5970015757564554,0.9401183958873759,1.0,0.9989524779241162,0.14280957502671737,6.6691086786207014,0.003796207068402324,0.19018494348881163,0.02658230071542552,0.028517295586813783,CombinedTraditionalGiniStd
57.16657994781168,0.7460001706419057,0.3443249724167892,0.90391324787074,0.9412306457521041,1.0,0.9961873018109795,0.10575389759303945,5.4848705196689655,0.002032947770675216,0.09434624425426053,0.019223383884141795,0.01720117984844512,CombinedTraditionalGiniStd
69.21203753483702,0.8154323095460524,0.3840306661903249,0.7511197091792156,0.9316541346079037,1.0,0.9986250201828089,0.1291165805763367,6.420926411840908,0.0032357543718075214,0.15495144923895,0.025060719214868524,0.024132257450140242,CombinedTraditionalGiniStd
69.37751553157437,0.9301757034568549,0.8328295006181302,0.8113899597560287,0.920331466892856,1.0,0.9976496970980443,0.13818157713467288,5.972705755435225,0.0009157853425932581,0.12397546817252789,0.006627405487641282,0.02075700247910403,CombinedTraditionalGiniStd
63.016385050797545,0.4211495052854283,0.5522919908862848,0.4342185663804647,0.9405472730536482,1.0,0.9976832787130407,0.15011433071147337,6.395650854489526,0.0017371651890000252,0.11003460832675621,0.011572280812675615,0.01720459900488716,CombinedTraditionalGiniStd
71.57849275369139,0.9085866663183706,0.5194120369839214,0.7351036106878291,0.9204245808256226,1.0,0.9979863063203492,0.1406604554397729,6.7905578169281835,0.0027952034638879333,0.14925093690449454,0.01987199213274811,0.021979186530512534,CombinedTraditionalGiniStd
69.7228528977744,0.8553570875485098,0.4164223001317612,0.5189435313286248,0.9335484852196627,1.0,0.99716589710914,0.13561289849511243,6.008044045679461,0.0013150590561626229,0.0935365447179267,0.00969715322624727,0.015568551762730707,CombinedTraditionalGiniStd
68.71434791143585,0.978237914534376,0.9091851780890572,0.7208098450452919,0.9113781580031121,1.0,0.9968534622564204,0.12279967468523179,5.898576036511004,0.001895829171835973,0.070485891832649,0.015438389203354873,0.011949645371417687,CombinedTraditionalGiniStd
68.56321860171555,0.8384528788004089,0.5370018117526525,0.7920618680486673,0.9312423187652538,1.0,0.9985146296115155,0.13063369103399688,5.8480028517486105,0.0012233598284732727,0.08344879349134006,0.00936481101307088,0.014269622571471224,CombinedTraditionalGiniStd
64.17951307212296,0.890051785780882,0.3935177944120117,0.6802271880151541,0.9407460991214879,1.0,0.9975986860210302,0.13549744867282978,6.3770215009509545,0.002142035000283257,0.1286928881271408,0.015808674047106112,0.0201807204363275,CombinedTraditionalGiniStd
62.85980652555256,0.674040974160935,0.5406126401019847,0.561086876146152,0.9401381076378605,1.0,0.9967670614355496,0.12028028313525005,5.331966417102117,0.0023836115041479676,0.18078261192923017,0.019817142444432875,0.033905429589611735,CombinedTraditionalGiniStd
68.609493199734,0.568895769263531,0.1489334664273117,0.1444489441249947,0.9403977677452297,1.0,0.9974177125672532,0.12696267832820846,6.214385277560853,0.002387382137038703,0.1260535445828732,0.01880381044630402,0.020284153452479414,CombinedTraditionalGiniStd
68.27780653490487,0.8056653382149791,0.4108164929967267,0.8107291669821902,0.9345452170760109,1.0,0.9976003828499993,0.1050706014928512,5.05413053710341,0.0009516729570329568,0.060300907835321375,0.009057461778190227,0.011931015115783027,CombinedTraditionalGiniStd
62.418193870754656,0.7250183377167182,0.5002033335392073,0.3895353548986082,0.9401689924010996,1.0,0.9979517506647306,0.20258965506413837,7.273234806529932,0.0018918847338157143,0.1543843491803406,0.009338506120743223,0.021226366711237465,CombinedTraditionalGiniStd
