Hydropower revenue,Atomic PP,Baltimore,Chester,Environment,Recreation,Equity,gini_yearly_mean_coeff,eucli_yearly_mean_coeff,gini_monthly_std_coeff,eucli_monthly_std_coeff,gini_ratio,eucli_ratio,principle
78.04669988160192,0.8413034005137857,0.0049935641935773,0.6073407415337376,0.9201028344945112,1.0,1.0,0.1870173867475768,7.813252936789728,0.0025696880357636872,0.10245263799407618,0.013740369708149517,0.013112673917372426,TraditionalPrinciple
80.55797966264412,0.9762651408863176,0.5990203557757026,0.8703552574031194,0.9073565322329471,1.0,1.0,0.10660376009997981,5.7758013200724845,0.002264108304072571,0.11390229119759887,0.02123854076018656,0.01972060410072579,TraditionalPrinciple
78.53684120163103,0.7477539710932388,0.1026827868115735,0.6492023530424492,0.9205916886064011,1.0,1.0,0.17125256413049844,7.271524009669012,0.0018386275997842208,0.12044496057375621,0.01073635077594017,0.016563922557857123,TraditionalPrinciple
78.61572003137212,0.8416986783159208,0.0095154270273722,0.4154912951363561,0.9200201081491461,1.0,1.0,0.2020221985666564,8.006160924805778,0.0028496531721809806,0.1537055987038104,0.014105643797558956,0.019198414839199495,TraditionalPrinciple
77.00722031661238,0.9743223810046494,0.3140063236947906,0.7967063846470288,0.9206567375347872,1.0,1.0,0.13655189331071033,6.7306538592970835,0.0027062049230396987,0.07666481832714964,0.01981814281316479,0.011390396821737038,TraditionalPrinciple
75.56633141457786,0.5679345661127047,0.2396993484196886,0.9140352212940036,0.922164053554018,1.0,1.0,0.15689276406101743,7.011082646974652,0.0031990366909692065,0.12176051474094463,0.020389956860757858,0.017366863417804017,TraditionalPrinciple
64.9129890515964,0.968612501291086,0.402962095554519,0.9158461775958132,0.9206281671455587,1.0,1.0,0.12851649541094026,6.4199036044387245,0.0027819028738403436,0.07994747805254623,0.021646270892658716,0.012453065182671981,TraditionalPrinciple
80.49264797067102,0.987968738960594,0.5238861447668419,0.9119761781729676,0.9119094782598806,1.0,1.0,0.11167166499876927,6.020920707938456,0.0024835792361582805,0.14811115033404387,0.02224001259572562,0.0245994188461513,TraditionalPrinciple
78.5889315983496,0.8472248794733489,0.7073088170501034,0.9041357391188556,0.9103784349713366,1.0,1.0,0.09928460965340356,5.374125947708276,0.0029279008656812747,0.17236025052699433,0.02948997710624432,0.03207223876107613,TraditionalPrinciple
67.49673752094237,0.5664052835916754,0.5627020568359151,0.9014984187061011,0.92004957931089,1.0,1.0,0.12435713149705185,5.879818406482913,0.0018429221693738226,0.07608011117616843,0.014819593755405277,0.012939194022095098,TraditionalPrinciple
77.13503238140348,0.8815535456432654,0.0646187155272767,0.803185946246974,0.9200548725475273,1.0,1.0,0.16221360553132158,7.3404188305073825,0.002147078296950239,0.12084725003608993,0.01323611721666382,0.01646326358570152,TraditionalPrinciple
79.31729473525031,0.9064487172636844,0.8064412073124705,0.879756155783323,0.9108189608866164,1.0,1.0,0.09095821102566383,5.080893230272802,0.002803428140135539,0.16793176532283377,0.03082105626884584,0.03305162256161349,TraditionalPrinciple
72.6822003975893,0.9346180406996384,0.2618636143158893,0.926651546889934,0.9213839108933479,1.0,1.0,0.13568477967794362,6.661995262206468,0.0026876472556750467,0.07320728807887115,0.019808023140505126,0.010988793176449173,TraditionalPrinciple
80.5666060311688,0.5856047837598203,0.3530313894228299,0.913651403623106,0.9126364803549373,1.0,1.0,0.14405748483490108,6.780927563372443,0.003438038325616572,0.18945060276033865,0.02386573894134539,0.027938744513901992,TraditionalPrinciple
75.21865518324012,0.9173689399634553,0.5088992844491554,0.834333372644429,0.9210184068121661,1.0,1.0,0.115861827355225,5.923009011920033,0.002319551067917064,0.10868465000226245,0.020019976560575622,0.01834956688121443,TraditionalPrinciple
53.59983421375856,0.9755396488473422,0.3346619971526779,0.8060096356671448,0.9620978168948469,1.0,1.0,0.1505309077828915,6.88289877232185,0.002879901720832639,0.10437934136626874,0.019131630595002315,0.015165026367380065,TraditionalPrinciple
77.21553452024155,0.4537658777946308,0.2014606058990204,0.9287247386275302,0.921131412463781,1.0,1.0,0.1689688156601366,7.323804510354602,0.0029649448709521686,0.1118475484231644,0.017547290364606984,0.01527178234550515,TraditionalPrinciple
80.53799459774923,0.9107610536642082,0.3551356088134303,0.8548444095955079,0.9109793094339194,1.0,1.0,0.12905054229639154,6.49137159604443,0.002702137393355401,0.16183285313459478,0.02093859774063853,0.024930455873641396,TraditionalPrinciple
75.30461719273916,0.7486638239433938,0.4267611565418423,0.9074333378430944,0.920419161722074,1.0,1.0,0.12743641600830546,6.245548914295842,0.0020884938102926167,0.10201120748904377,0.016388516530129838,0.01633342543447922,TraditionalPrinciple
51.244776812256646,0.6507847797049866,0.4139073072207145,0.9085540016575842,0.9610036606566589,1.0,1.0,0.1442604519542916,6.308071803679584,0.002453366838960573,0.08117303225622814,0.017006510139992582,0.012868121160079187,TraditionalPrinciple
54.57774953186557,0.6093524523046596,0.3382361722062512,0.934449147613383,0.9606766925400451,1.0,1.0,0.15432198727376578,6.6549686499548075,0.0022842963473266,0.08841223066963713,0.014802144449282392,0.013285146079574322,TraditionalPrinciple
55.82853663143581,0.9143980303062444,0.3793456017983325,0.9184888111559332,0.9586538029836531,0.9642857142857144,1.0,0.13805667242015754,6.463133396080558,0.0017786927345349209,0.06748784638202346,0.012883786805477252,0.01044197020951945,TraditionalPrinciple
58.65368621160919,0.8377370667776727,0.9013649201235472,0.7047600025721131,0.9181386830020954,1.0,1.0,0.10414946527313514,5.301815566590812,0.0019064255482562332,0.060882202060023344,0.018304707981520348,0.011483274228486976,TraditionalPrinciple
