,nfe,improvements
0,100,27
1,200,47
2,300,66
3,400,81
4,500,95
5,600,107
6,700,122
7,800,131
8,900,145
9,1000,158
10,1100,168
11,1200,174
12,1300,180
13,1400,189
14,1500,196
15,1600,201
16,1700,213
17,1800,220
18,1900,232
19,2000,237
20,2100,241
21,2200,245
22,2300,248
23,2400,253
24,2500,269
25,2600,276
26,2700,283
27,2800,295
28,2900,302
29,3000,309
30,3100,315
31,3200,324
32,3300,333
33,3400,344
34,3500,350
35,3600,356
36,3700,362
37,3800,369
38,3900,374
39,4000,378
40,4100,386
41,4200,395
42,4300,399
43,4400,407
44,4500,413
45,4600,418
46,4700,422
47,4800,430
48,4900,436
49,5000,438
50,5100,441
51,5200,443
52,5300,448
53,5400,455
54,5500,459
55,5600,462
56,5700,464
57,5800,473
58,5900,479
59,6000,485
60,6100,493
61,6200,496
62,6300,502
63,6400,507
64,6500,513
65,6600,520
66,6700,526
67,6800,530
68,6900,537
69,7000,544
70,7100,549
71,7200,554
72,7300,557
73,7400,562
74,7500,566
75,7600,568
76,7700,570
77,7800,575
78,7900,580
79,8000,585
80,8100,591
81,8200,593
82,8300,602
83,8400,604
84,8500,612
85,8600,617
86,8700,621
87,8800,627
88,8900,633
89,9000,637
90,9100,643
91,9200,645
92,9300,647
93,9400,651
94,9500,655
95,9600,663
96,9700,663
97,9800,667
98,9900,671
99,10672,678
100,11568,720
101,12464,755
102,13360,817
103,14256,889
104,15152,953
105,16048,1004
106,16944,1058
107,17840,1096
108,18736,1134
109,19632,1166
110,20528,1208
111,21424,1237
112,22320,1266
113,23216,1288
114,24112,1314
115,25008,1337
116,25904,1356
117,26800,1394
118,27696,1420
119,28592,1441
120,29488,1463
121,30384,1487
122,31280,1511
123,32176,1526
124,33072,1562
125,33968,1582
126,34864,1603
127,35760,1637
128,36656,1653
129,37552,1674
130,38448,1705
131,39344,1730
132,40240,1752
133,41136,1773
134,42032,1801
135,42928,1821
136,43824,1848
137,44720,1873
138,45616,1904
139,46512,1928
140,47408,1952
141,48304,1971
142,49200,1990
143,50096,2011
144,50992,2034
145,51888,2060
146,52784,2084
147,53680,2111
148,54576,2128
149,55472,2151
150,56368,2177
151,57264,2191
152,58160,2212
153,59056,2233
154,59952,2256
155,60848,2281
156,61744,2301
157,62640,2325
158,63536,2342
159,64432,2372
160,65328,2388
161,66224,2400
162,67120,2426
163,68016,2445
164,68912,2473
165,69808,2491
166,70704,2520
167,71600,2541
168,72496,2557
169,73392,2582
170,74288,2599
171,75184,2614
172,76080,2631
173,76976,2647
174,77872,2677
175,78768,2696
176,79664,2720
177,80560,2740
178,81456,2758
179,82352,2780
180,83248,2807
181,84144,2835
182,85040,2867
183,85936,2889
184,86832,2913
185,87728,2934
186,88624,2956
187,89520,2984
188,90416,3017
189,91312,3045
190,92208,3069
191,93104,3094
192,94000,3120
193,94896,3141
194,95792,3170
195,96688,3195
196,97584,3225
197,98480,3260
198,99376,3286
199,103371,3315
200,107503,3455
201,111635,3625
202,115767,3883
203,119899,4143
204,124031,4467
205,128163,4774
206,132295,5038
207,136427,5299
208,140559,5541
209,144691,5767
210,148823,5967
211,152955,6149
212,157087,6338
213,161219,6529
214,165351,6712
215,169483,6883
216,173615,7049
217,177747,7202
218,181879,7368
219,186011,7546
220,190143,7716
221,194275,7858
222,198407,7989
223,202539,8120
224,206671,8236
225,210803,8369
226,214935,8490
227,219067,8630
228,223199,8757
229,227331,8868
230,231463,8974
231,235595,9099
232,239727,9208
233,243859,9315
234,247991,9422
235,252123,9506
