,nfe,improvements
0,100,15
1,200,24
2,300,35
3,400,51
4,500,70
5,600,85
6,700,104
7,800,119
8,900,138
9,1000,159
10,1100,182
11,1200,200
12,1300,214
13,1400,229
14,1500,243
15,1600,257
16,1700,272
17,1800,280
18,1900,287
19,2000,293
20,2100,307
21,2200,314
22,2300,323
23,2400,333
24,2500,340
25,2600,346
26,2700,353
27,2800,359
28,2900,365
29,3000,379
30,3100,387
31,3200,392
32,3300,398
33,3400,399
34,3500,403
35,3600,409
36,3700,413
37,3800,419
38,3900,427
39,4000,433
40,4100,442
41,4200,448
42,4300,451
43,4400,455
44,4500,460
45,4600,463
46,4700,469
47,4800,474
48,4900,484
49,5000,490
50,5100,498
51,5200,501
52,5300,509
53,5400,511
54,5500,516
55,5600,523
56,5700,528
57,5800,532
58,5900,539
59,6000,544
60,6100,554
61,6200,559
62,6300,562
63,6400,564
64,6500,571
65,6600,575
66,6700,580
67,6800,587
68,6900,594
69,7000,597
70,7100,602
71,7200,608
72,7300,613
73,7400,621
74,7500,630
75,7600,635
76,7700,641
77,7800,648
78,7900,656
79,8000,666
80,8100,676
81,8200,681
82,8300,687
83,8400,696
84,8500,704
85,8600,713
86,8700,719
87,8800,727
88,8900,735
89,9000,741
90,9100,747
91,9200,754
92,9300,760
93,9400,765
94,9500,772
95,9600,777
96,9700,785
97,9800,796
98,9900,802
99,10528,809
100,11232,835
101,11936,856
102,12640,898
103,13344,937
104,14048,986
105,14752,1037
106,15456,1105
107,16160,1171
108,16864,1232
109,17568,1296
110,18272,1355
111,18976,1399
112,19680,1453
113,20384,1501
114,21088,1555
115,21792,1604
116,22496,1665
117,23200,1720
118,23904,1773
119,24608,1825
120,25312,1873
121,26016,1922
122,26720,1962
123,27424,1996
124,28128,2034
125,28832,2069
126,29536,2103
127,30240,2134
128,30944,2175
129,31648,2206
130,32352,2249
131,33056,2282
132,33760,2314
133,34464,2353
134,35168,2403
135,35872,2439
136,36576,2493
137,37280,2528
138,37984,2568
139,38688,2608
140,39392,2644
141,40096,2689
142,40800,2730
143,41504,2766
144,42208,2802
145,42912,2834
146,43616,2880
147,44320,2919
148,45024,2952
149,45728,2991
150,46432,3031
151,47136,3071
152,47840,3101
153,48544,3138
154,49248,3180
155,49952,3212
156,50656,3246
157,51360,3279
158,52064,3302
159,52768,3346
160,53472,3384
161,54176,3419
162,54880,3458
163,55584,3497
164,56288,3538
165,56992,3576
166,57696,3608
167,58400,3642
168,59104,3672
169,59808,3699
170,60512,3727
171,61216,3755
172,61920,3780
173,62624,3800
174,63328,3825
175,64032,3845
176,64736,3867
177,65440,3886
178,66144,3906
179,66848,3931
180,67552,3955
181,68256,3987
182,68960,4013
183,69664,4029
184,70368,4053
185,71072,4075
186,71776,4101
187,72480,4117
188,73184,4144
189,73888,4176
190,74592,4203
191,75296,4225
192,76000,4247
193,76704,4273
194,77408,4287
195,78112,4310
196,78816,4340
197,79520,4362
198,80224,4382
199,83610,4402
200,87186,4546
201,90762,4688
202,94338,4862
203,97914,5139
204,101490,5384
205,105066,5629
206,108642,5877
207,112218,6151
208,115794,6406
209,119370,6618
210,122946,6829
211,126522,6999
212,130098,7131
213,133674,7298
214,137250,7459
215,140826,7619
216,144402,7743
217,147978,7872
218,151554,7995
219,155130,8124
220,158706,8226
221,162282,8317
222,165858,8411
223,169434,8503
224,173010,8579
225,176586,8665
226,180162,8743
227,183738,8840
228,187314,8928
229,190890,9020
230,194466,9099
231,198042,9179
232,201618,9259
233,205194,9343
234,208770,9423
235,212346,9504
236,215922,9588
237,219498,9658
238,223074,9726
239,226650,9792
240,230226,9854
241,233802,9916
242,237378,9980
243,240954,10052
244,244530,10114
245,248106,10179
246,251682,10250
