,nfe,improvements
0,100,16
1,200,23
2,300,39
3,400,51
4,500,65
5,600,88
6,700,105
7,800,123
8,900,140
9,1000,154
10,1100,166
11,1200,182
12,1300,194
13,1400,204
14,1500,214
15,1600,227
16,1700,240
17,1800,252
18,1900,262
19,2000,269
20,2100,275
21,2200,284
22,2300,295
23,2400,301
24,2500,310
25,2600,326
26,2700,332
27,2800,338
28,2900,345
29,3000,350
30,3100,356
31,3200,364
32,3300,372
33,3400,380
34,3500,390
35,3600,398
36,3700,409
37,3800,415
38,3900,422
39,4000,426
40,4100,432
41,4200,442
42,4300,447
43,4400,450
44,4500,460
45,4600,467
46,4700,474
47,4800,484
48,4900,491
49,5000,501
50,5100,504
51,5200,510
52,5300,515
53,5400,520
54,5500,524
55,5600,528
56,5700,533
57,5800,540
58,5900,547
59,6000,554
60,6100,559
61,6200,563
62,6300,569
63,6400,577
64,6500,583
65,6600,588
66,6700,595
67,6800,600
68,6900,604
69,7000,609
70,7100,611
71,7200,613
72,7300,618
73,7400,621
74,7500,625
75,7600,632
76,7700,633
77,7800,640
78,7900,646
79,8000,651
80,8100,655
81,8200,659
82,8300,662
83,8400,665
84,8500,667
85,8600,670
86,8700,674
87,8800,677
88,8900,683
89,9000,688
90,9100,695
91,9200,700
92,9300,705
93,9400,712
94,9500,715
95,9600,720
96,9700,727
97,9800,732
98,9900,736
99,10579,739
100,11351,764
101,12123,788
102,12895,843
103,13667,899
104,14439,947
105,15211,1009
106,15983,1071
107,16755,1120
108,17527,1178
109,18299,1227
110,19071,1265
111,19843,1313
112,20615,1349
113,21387,1379
114,22159,1414
115,22931,1452
116,23703,1494
117,24475,1531
118,25247,1565
119,26019,1594
120,26791,1623
121,27563,1663
122,28335,1694
123,29107,1713
124,29879,1740
125,30651,1765
126,31423,1783
127,32195,1803
128,32967,1828
129,33739,1857
130,34511,1897
131,35283,1936
132,36055,1966
133,36827,1996
134,37599,2026
135,38371,2043
136,39143,2069
137,39915,2097
138,40687,2120
139,41459,2154
140,42231,2175
141,43003,2198
142,43775,2223
143,44547,2253
144,45319,2276
145,46091,2298
146,46863,2317
147,47635,2345
148,48407,2369
149,49179,2392
150,49951,2414
151,50723,2441
152,51495,2463
153,52267,2489
154,53039,2509
155,53811,2536
156,54583,2562
157,55355,2582
158,56127,2601
159,56899,2622
160,57671,2645
161,58443,2662
162,59215,2677
163,59987,2697
164,60759,2718
165,61531,2741
166,62303,2764
167,63075,2780
168,63847,2801
169,64619,2815
170,65391,2833
171,66163,2848
172,66935,2860
173,67707,2886
174,68479,2900
175,69251,2925
176,70023,2943
177,70795,2957
178,71567,2970
179,72339,2982
180,73111,2998
181,73883,3019
182,74655,3038
183,75427,3061
184,76199,3085
185,76971,3102
186,77743,3120
187,78515,3141
188,79287,3156
189,80059,3173
190,80831,3187
191,81603,3204
192,82375,3214
193,83147,3231
194,83919,3245
195,84691,3257
196,85463,3280
197,86235,3297
198,87007,3325
199,90245,3339
200,93533,3434
201,96821,3537
202,100109,3666
203,103397,3828
204,106685,4011
205,109973,4168
206,113261,4337
207,116549,4503
208,119837,4652
209,123125,4779
210,126413,4907
211,129701,5025
212,132989,5133
213,136277,5235
214,139565,5332
215,142853,5440
216,146141,5543
217,149429,5638
218,152717,5735
219,156005,5833
220,159293,5935
221,162581,6032
222,165869,6122
223,169157,6203
224,172445,6300
225,175733,6404
226,179021,6522
227,182309,6628
228,185597,6731
229,188885,6851
230,192173,6964
231,195461,7085
232,198749,7209
233,202037,7347
234,205325,7489
235,208613,7637
236,211901,7795
237,215189,7945
238,218477,8102
239,221765,8267
240,225053,8411
241,228341,8549
242,231629,8688
243,234917,8844
244,238205,8983
245,241493,9113
246,244781,9273
247,248069,9431
248,251357,9571
