hydropower revenue,atomic plant reliability,baltimore reliability,chester reliability,environment shortage,recreation reliability,equity
75.7814848451618,0.9685130130816846,0.77200323275273,0.7807664569152523,0.08947375819316973,1.0,0.09714052326325315
70.0027184274516,0.9064338075481658,0.6243561939199784,0.657010242183094,0.08185712989267949,1.0,0.11383238263402046
74.98103297721616,0.9756700929877749,0.6535262117971251,0.8701056947303806,0.08395425727391669,1.0,0.10358255468850446
72.04673861390269,0.9091884107706137,0.39440400049088425,0.6826602709037344,0.07684492453004775,1.0,0.13438354048000092
70.8806793278943,0.8942406857882377,0.675864246884917,0.6743831722768524,0.08297341524362077,1.0,0.10798492611015655
78.1194856248334,0.9924121709405261,0.6744788528634931,0.8763929198956811,0.087297159316897,1.0,0.10170439499296811
73.14514730188016,0.8510211193138537,0.41604612990681433,0.871996814946342,0.0825462935167737,1.0,0.12243031699609927
79.43705109494097,0.9007988151607302,0.6914090984049176,0.901712021705062,0.0902136882228359,1.0,0.09854227619243908
78.50679711272352,0.9992275935765619,0.9125317240922626,0.9460931325672938,0.09691366609888218,1.0,0.08120944975004943
71.59348745893675,0.7915016748175122,0.40359048455515906,0.6983306708249446,0.0759524535686784,1.0,0.13284553932219215
75.79681892401322,0.628077897048641,0.511515110890791,0.662451101278516,0.08083972392473136,1.0,0.12865840131107237
75.1549087084128,0.7885643086091718,0.45666730404366623,0.7686303986112771,0.079283856592948,1.0,0.1249608557189678
69.58847117676854,0.8163385072697965,0.5695872974363021,0.6249213143708054,0.07887023349147063,1.0,0.11937399971896447
73.026728183968,0.8279941528567446,0.5057307082671226,0.8721513284758577,0.08287192625221028,1.0,0.11538379295470025
73.00392038567931,0.8325393253464793,0.41236042651443566,0.5973216215953525,0.07636186770682504,1.0,0.13777373482224303
53.93577860370402,0.9635410656299718,0.7623992439251855,0.7393968778535263,0.07643362270123934,0.9285714285714286,0.10659043238730047
72.73864713608869,0.772609675632902,0.708194723111314,0.6327281110894001,0.08684224278119564,1.0,0.1099519350750583
61.08180567524329,0.9808420366450151,0.8081135492536627,0.7535745107057968,0.08952704400781515,1.0,0.10121162452582384
72.58888738765445,0.9365149736120485,0.3774833092115662,0.6308951064338048,0.07620601591580922,1.0,0.13973986931899038
73.75850473440073,0.9727319598189194,0.7556908923346234,0.8593781167297609,0.08961884764600829,1.0,0.09545702234753538
76.09377034202032,0.8147945414729216,0.5335250867842745,0.7146288217052641,0.08355835190140007,1.0,0.12002431482629715
77.8258276374418,0.9480340798726554,0.552836911307997,0.8014699995676682,0.08546381550832881,1.0,0.11361439640493888
77.13148482983327,0.827380554297914,0.5574691533595557,0.6390559415152091,0.08261848771592253,1.0,0.12210741756098253
80.1010052346422,0.9036397437777552,0.429680970301248,0.9096023014186674,0.09104489562037996,1.0,0.1197432537165902
75.294611157174,0.8141611559940243,0.5178291801184693,0.6153905878139012,0.08046078218619092,1.0,0.1266058017065806
53.64749731956892,0.9503265008855508,0.7117058185233341,0.7171210951814908,0.07619400997493782,1.0,0.11195180631489882
79.1321183348581,0.916453676287001,0.18081306645042414,0.6459228968718427,0.0838444861850083,1.0,0.1583605496353313
47.894188219402984,0.7500391052793833,0.307421804849044,0.6079580794347443,0.042518034857368076,0.9642857142857143,0.15249477139520254
53.303436180695,0.8758086684548451,0.4288627114093165,0.7183567306855954,0.05978390196259582,0.9285714285714286,0.1311887554747069
73.56016586090979,0.8085575241333778,0.8139417204997997,0.7673077899371349,0.0875300277551012,1.0,0.09459662743676554
76.36120385637454,0.7065753193107421,0.4568902436073604,0.8310424976185591,0.08303794187960631,1.0,0.12761792837904912
70.16186974423672,0.8163105415367214,0.5236660308463229,0.6253429258059865,0.0777991716463969,1.0,0.12404471413826389
77.16625342495622,0.9667122702830965,0.7371627124674779,0.8309388094148358,0.08877226061092403,1.0,0.09775263388603424
79.82965990678004,0.9996348217388031,0.9189327223246389,0.9493521448384583,0.09747881227605754,1.0,0.08063064754273119
53.63367666325521,0.9565494878739927,0.6017204720970065,0.7138742508275826,0.06514850194714272,0.9642857142857143,0.11845249048817375
45.51873969640325,0.5464479657749924,0.5504295453176097,0.5458127934600053,0.04032117783095583,1.0,0.12426326423713903
56.45929991468834,0.988463517272965,0.6664166877034314,0.6893077087040308,0.07768817101676576,0.9642857142857143,0.11136444886960857
61.0738814583171,0.8562644445712332,0.4447373267356809,0.5913351395374863,0.06099234379719704,1.0,0.1370389146346132
69.62550005228776,0.9172779493619736,0.5244734689734679,0.6366145647187199,0.07816487219021859,1.0,0.1247272096894796
49.56071090655955,0.6496613952211588,0.41356372380921874,0.4796095013585193,0.03690805200988091,1.0,0.14781936112644742
55.31518493951822,0.9539784619308238,0.5906040275189878,0.5903291876981123,0.07187993780902154,0.9642857142857143,0.12212148189679875
70.9183105074401,0.9010535528786193,0.4603857227424579,0.7203547672698275,0.07892154064736932,1.0,0.12565349146250576
62.478446414785616,0.9641243729855521,0.3563448679564354,0.7872091295989122,0.07774081221836286,1.0,0.13658848012886593
53.24695860667478,0.9668836373939005,0.6136615370288457,0.7504047555825739,0.065133410986996,0.9285714285714286,0.11633095553447464
56.06666005274008,0.9809255961142037,0.8007913034967823,0.6468242697984039,0.08491164044760444,1.0,0.11316300850833257
56.10440907188767,0.6999995204061716,0.3017996848725637,0.52800025105258,0.050846907063098884,1.0,0.15557436484464474
55.51129688705187,0.8669369364980429,0.4400424238489215,0.6649745539067257,0.059933269425155936,1.0,0.13465015892256724
55.43883710801528,0.9548344197303182,0.3481157172263871,0.6147377101469632,0.06845310099157739,0.9642857142857143,0.14620429687213207
55.460812625479335,0.8574884053801328,0.5505950382703427,0.5596161302017576,0.058013829325188455,1.0,0.12936865023879116
55.59533174798368,0.9644505188125089,0.6619250527967161,0.7338582305600144,0.0784071679293402,1.0,0.11279896585862446
77.91933072423993,0.9277698621011313,0.18112009337272958,0.5099199924002173,0.08083790906325652,1.0,0.1671895504951587
52.61973963986136,0.5504868667893241,0.34205818422401096,0.5725654596379391,0.042324151415097384,1.0,0.1509616730870461
49.339398616506706,0.7219851919250678,0.5957414704811875,0.4599386071037424,0.047249270174349975,1.0,0.13512541180496754
58.676379083168804,0.9695951894195176,0.7519609765153524,0.5870610704939213,0.08524439997146749,1.0,0.11690075583848228
70.8495391567292,0.965594341018403,0.5404932306922648,0.7870252600870464,0.07972240812225614,1.0,0.11706164352931274
59.058868794983965,0.8256029206038958,0.4218059858299388,0.6639900525637842,0.05969930857764335,1.0,0.1347523483741
57.34935769972608,0.9639413526670583,0.4041434270981017,0.7640256451762754,0.0728848912305062,1.0,0.13615506992530851
59.77372144284506,0.8321042934128255,0.2178612922525145,0.47102122624778353,0.05604251967623617,1.0,0.17182682502868218
78.39776110588085,0.9994745476845126,0.9178412498991887,0.9501516924070029,0.09734297987431358,1.0,0.08068058277305447
54.61142249395869,0.7585581260708538,0.13725954395167658,0.6496633886309544,0.048580348228198254,1.0,0.16955047441287327
