,nfe,improvements
0,100,23
1,200,39
2,300,63
3,400,88
4,500,108
5,600,127
6,700,150
7,800,176
8,900,190
9,1000,209
10,1100,222
11,1200,239
12,1300,249
13,1400,259
14,1500,269
15,1600,278
16,1700,289
17,1800,298
18,1900,305
19,2000,314
20,2100,323
21,2200,336
22,2300,346
23,2400,356
24,2500,364
25,2600,373
26,2700,381
27,2800,390
28,2900,394
29,3000,404
30,3100,409
31,3200,417
32,3300,428
33,3400,432
34,3500,437
35,3600,447
36,3700,455
37,3800,462
38,3900,469
39,4000,477
40,4100,483
41,4200,486
42,4300,493
43,4400,496
44,4500,503
45,4600,508
46,4700,514
47,4800,522
48,4900,531
49,5000,535
50,5100,540
51,5200,544
52,5300,552
53,5400,557
54,5500,566
55,5600,573
56,5700,578
57,5800,583
58,5900,585
59,6000,588
60,6100,595
61,6200,600
62,6300,607
63,6400,611
64,6500,623
65,6600,628
66,6700,638
67,6800,639
68,6900,644
69,7000,650
70,7100,655
71,7200,662
72,7300,665
73,7400,669
74,7500,677
75,7600,686
76,7700,690
77,7800,695
78,7900,701
79,8000,704
80,8100,711
81,8200,716
82,8300,721
83,8400,725
84,8500,730
85,8600,736
86,8700,742
87,8800,748
88,8900,752
89,9000,762
90,9100,768
91,9200,774
92,9300,780
93,9400,789
94,9500,792
95,9600,801
96,9700,809
97,9800,812
98,9900,819
99,10591,829
100,11379,853
101,12167,881
102,12955,932
103,13743,989
104,14531,1033
105,15319,1069
106,16107,1114
107,16895,1158
108,17683,1194
109,18471,1249
110,19259,1293
111,20047,1340
112,20835,1398
113,21623,1445
114,22411,1496
115,23199,1541
116,23987,1591
117,24775,1639
118,25563,1683
119,26351,1724
120,27139,1747
121,27927,1779
122,28715,1822
123,29503,1858
124,30291,1904
125,31079,1939
126,31867,1972
127,32655,2014
128,33443,2049
129,34231,2081
130,35019,2133
131,35807,2165
132,36595,2201
133,37383,2232
134,38171,2263
135,38959,2291
136,39747,2318
137,40535,2335
138,41323,2353
139,42111,2389
140,42899,2415
141,43687,2439
142,44475,2468
143,45263,2494
144,46051,2525
145,46839,2550
146,47627,2571
147,48415,2598
148,49203,2623
149,49991,2643
150,50779,2674
151,51567,2695
152,52355,2718
153,53143,2735
154,53931,2753
155,54719,2774
156,55507,2799
157,56295,2823
158,57083,2847
159,57871,2868
160,58659,2895
161,59447,2928
162,60235,2954
163,61023,2975
164,61811,2999
165,62599,3034
166,63387,3060
167,64175,3090
168,64963,3110
169,65751,3131
170,66539,3156
171,67327,3183
172,68115,3210
173,68903,3221
174,69691,3249
175,70479,3275
176,71267,3291
177,72055,3309
178,72843,3337
179,73631,3358
180,74419,3379
181,75207,3411
182,75995,3434
183,76783,3454
184,77571,3470
185,78359,3501
186,79147,3523
187,79935,3546
188,80723,3563
189,81511,3586
190,82299,3614
191,83087,3627
192,83875,3657
193,84663,3672
194,85451,3691
195,86239,3714
196,87027,3735
197,87815,3755
198,88603,3783
199,91611,3809
200,94571,3868
201,97531,3946
202,100491,4085
203,103451,4280
204,106411,4450
205,109371,4635
206,112331,4829
207,115291,5025
208,118251,5203
209,121211,5360
210,124171,5478
211,127131,5593
212,130091,5700
213,133051,5809
214,136011,5913
215,138971,6026
216,141931,6100
217,144891,6190
218,147851,6253
219,150811,6324
220,153771,6405
221,156731,6485
222,159691,6570
223,162651,6642
224,165611,6718
225,168571,6784
226,171531,6852
227,174491,6916
228,177451,6981
229,180411,7041
230,183371,7099
231,186331,7164
232,189291,7221
233,192251,7270
234,195211,7327
235,198171,7374
236,201131,7425
237,204091,7474
238,207051,7529
239,210011,7593
240,212971,7645
241,215931,7690
242,218891,7734
243,221851,7780
244,224811,7829
245,227771,7881
246,230731,7930
247,233691,7975
248,236651,8017
249,239611,8066
250,242571,8118
251,245531,8184
252,248491,8241
253,251451,8292
