hydropower reliability,atomicpowerplant reliability,baltimore reliability,chester reliability,environment reliability,recreation reliability,recreation allocation
13.655670605984586,0.1581008125615296,0.22138453594632998,0.20650043330036633,-0.13493231348895304,0.9285714285714286,-0.7999929455723819
7.173484516399161,0.058964268287154245,0.017759705093380016,0.04527602507988698,-0.42888458198185103,0.8571428571428572,-0.7999922523550951
16.625091011598307,0.5892712403682149,0.5997855078250843,0.2899571361712654,-0.11600005984606564,1.0,-0.7999927308517034
10.608747157710496,0.04334515753436684,0.023407696432703913,0.01346455957706086,-0.3846257085430532,0.8928571428571429,-0.7999927121552078
19.22431246339279,0.1318239764885792,0.0893861567112073,0.06045912232867178,-0.33174795329334605,0.9285714285714286,-0.7999927615159976
73.9593311187543,0.9628850138293366,0.8111256371950897,0.8145719302364618,-0.10623949779934609,1.0,-0.7999914935885041
8.57809052925945,0.22347099408690854,0.015095598698541015,0.06954106645097256,-0.3309385983598493,0.7142857142857143,-0.7999928147568413
47.31510975694115,0.37782345026714204,0.25840249423701395,0.288398994275734,-0.10736011050752695,1.0,-0.7999921302122766
24.050495015538267,0.15747288205032614,0.068972516050318,0.1217011205714264,-0.28384544465654815,0.9285714285714286,-0.7999928974611207
6.932958284796669,0.11193742392512143,0.023837837010420658,0.07851169619875932,-0.42562402105914554,0.8214285714285714,-0.7999927427963254
10.057676923087763,0.29256879106403877,0.02111744997088148,0.08442497350481042,-0.30971222631586665,0.7857142857142857,-0.7999923515953309
6.913412109107644,0.005501545995275199,0.0018378122729348655,0.002729581482166981,-0.44581065226987754,0.8928571428571429,-0.7999926214118189
23.50453141316813,0.19487873698447764,0.1015105440213117,0.11435638988500581,-0.2728312277779764,0.7857142857142857,-0.7999928239709934
