hydropower reliability,atomicpowerplant reliability,baltimore reliability,chester reliability,environment reliability,recreation reliability,recreation allocation
8.073009342084584,0.03250969092504144,0.02181188726209727,0.029344529262084054,-0.41725106263149675,0.8214285714285714,-0.799992641920158
8.486411113317008,0.02240163665599139,0.012607593008188561,0.012657989759432295,-0.40805150095060455,0.8928571428571429,-0.7999927026072554
9.165300816022206,0.011622169990919909,0.006243837718150222,0.003124751528466204,-0.4068434616302909,0.9642857142857143,-0.7999926432441784
17.881625811124756,0.024446869292619765,0.08195709167393525,0.08744247968823887,-0.3838951746942904,0.8571428571428572,-0.7999925936407478
7.064958934073199,0.0019946198801872547,0.0016627398085488894,0.0017894693149811416,-0.43234666735518307,0.8571428571428572,-0.799992698378151
7.407968279928742,0.013573366741351641,0.0065781206217612725,0.010621224268074762,-0.42054739490209037,0.9285714285714286,-0.7999926324763305
11.264884655840335,0.006491358332457556,0.011967169809349322,0.004275769923751956,-0.3536520608463438,0.9285714285714286,-0.7999925157721399
9.681289609150511,0.023831640252674167,0.024179189100148275,0.00890483978525962,-0.3720926165010564,0.9642857142857143,-0.7999926289725224
7.179100620758025,0.027882948188337496,0.028776280416595777,0.09757943587831387,-0.40785889280994264,0.8928571428571429,-0.79999253603827
6.890840687630236,0.06389690056707822,0.024130601138520273,0.03628153680090282,-0.43280678534626776,0.9285714285714286,-0.7999923522637248
27.538510184707683,0.2632697410697183,0.1012768831387293,0.214208232301338,-0.17510678432105883,1.0,-0.7999932541873914
13.180456051644688,0.10372254228063271,0.06679538576845986,0.1866892608439593,-0.31050386762131865,0.8571428571428572,-0.7999928743165977
6.831299785837484,0.03591444121296942,0.015122978623350615,0.021660656332317386,-0.43708337375579764,0.9642857142857143,-0.7999925812037143
20.06027846449249,0.1473925821076913,0.4041837942720985,0.5212564770936572,-0.11800048252109076,0.8571428571428572,-0.7999927184081413
15.117123356281839,0.06501254501391363,0.05304560967714678,0.053028496444222445,-0.3737002543539796,0.8214285714285714,-0.7999925128745414
14.699718587077728,0.15815592997594494,0.23832970932112096,0.2418031628995562,-0.12823655827853256,1.0,-0.7999927251323434
12.238849501673624,0.01280590557717414,0.0886033099135911,0.1627601990491064,-0.2639200821458596,0.9285714285714286,-0.7999926298815807
14.834968582443363,0.18912902559217148,0.043557694753476865,0.28611137421912514,-0.13751496732234159,0.9642857142857143,-0.7999926575506104
6.817687603261137,0.0031246372929181862,0.0015900097738699096,0.0013251281356807616,-0.4485099251641588,0.7857142857142857,-0.7999927018755215
21.24491773160202,0.15959481370492223,0.2345435045334349,0.1016137037787636,-0.31292853788000147,0.9642857142857143,-0.799992727542351
30.606814285958418,0.1475654971551631,0.37382658371673233,0.25354239724395183,-0.11140345085676721,1.0,-0.7999930090929338
20.20119620090269,0.18659503482472792,0.3980492402211504,0.512107404211387,-0.1185158174536207,0.8928571428571429,-0.7999928673825673
35.42477151990883,0.30027011671636866,0.11662052426360311,0.19906373266561186,-0.15081139334537205,0.8928571428571429,-0.7999930986438866
13.639716747743444,0.05799310645819397,0.059948376641397565,0.04225010082192744,-0.39150454917565514,0.8214285714285714,-0.7999926232673114
8.132976869934408,0.05001500499358512,0.04126709788578354,0.039245107105726935,-0.36224072198904694,0.9285714285714286,-0.7999927933947929
45.12833603327323,0.29110902401448135,0.15410521800648094,0.27286156616251356,-0.13089330512017788,0.9642857142857143,-0.7999926364055875
40.20423575461305,0.3852762182811564,0.2797832333795421,0.18521849030223742,-0.10980847494010407,1.0,-0.7999923818231623
13.211716226149651,0.053774352156013484,0.06771114084666345,0.03631315430811948,-0.38196752802522993,0.8571428571428572,-0.7999925347283887
7.800542550278296,0.0543633836379874,0.022156508171059935,0.03322910845939296,-0.38925797679832896,0.8928571428571429,-0.7999925480400188
6.713114242819766,0.004097898413829767,0.0017949436188483704,0.0012238055056002916,-0.4467675584976701,0.8214285714285714,-0.7999925629313719
6.8954803370072035,6.355631266930062e-05,3.222482576894985e-05,2.0901724889515863e-05,-0.4520267208002483,0.75,-0.7999926017061275
14.971350379247424,0.12159605571579425,0.08493220489719674,0.06619388067439319,-0.33899463787290185,0.9642857142857143,-0.799992984363239
9.695699894895665,0.26550842963686044,0.018222959290137127,0.07388131911948777,-0.3226992399997126,0.8928571428571429,-0.7999925133431521
16.547585551494194,0.07126719147112048,0.051437990539802636,0.05157609776625235,-0.371592608289762,0.7857142857142857,-0.7999929642669931
45.09464355416769,0.3787590196850389,0.2425859893026476,0.35033515620224026,-0.11533849993671863,0.9642857142857143,-0.7999922867357269
28.85978731102706,0.2522728447947526,0.24896637121935378,0.15257130494392526,-0.2571014356982508,0.9285714285714286,-0.7999929939268252
29.538107640470525,0.11990046450487031,0.01541776036676127,0.08387633507405053,-0.3068643557822983,0.8571428571428572,-0.7999928546351863
