,nfe,improvements
0,100,45
1,200,77
2,300,113
3,400,143
4,500,176
5,600,203
6,700,223
7,800,249
8,900,271
9,1000,296
10,1100,318
11,1200,340
12,1300,357
13,1400,374
14,1500,389
15,1600,410
16,1700,424
17,1800,437
18,1900,456
19,2000,472
20,2100,481
21,2200,490
22,2300,504
23,2400,518
24,2500,536
25,2600,549
26,2700,560
27,2800,573
28,2900,590
29,3000,604
30,3100,618
31,3200,638
32,3300,655
33,3400,668
34,3500,684
35,3600,690
36,3700,701
37,3800,705
38,3900,717
39,4000,733
40,4100,746
41,4200,755
42,4300,771
43,4400,781
44,4500,793
45,4600,803
46,4700,815
47,4800,826
48,4900,835
49,5000,846
50,5100,854
51,5200,868
52,5300,876
53,5400,885
54,5500,893
55,5600,906
56,5700,915
57,5800,925
58,5900,937
59,6000,950
60,6100,962
61,6200,973
62,6300,982
63,6400,992
64,6500,1009
65,6600,1016
66,6700,1027
67,6800,1037
68,6900,1044
69,7000,1050
70,7100,1057
71,7200,1067
72,7300,1076
73,7400,1086
74,7500,1098
75,7600,1107
76,7700,1116
77,7800,1119
78,7900,1132
79,8000,1141
80,8100,1149
81,8200,1158
82,8300,1170
83,8400,1181
84,8500,1187
85,8600,1200
86,8700,1210
87,8800,1220
88,8900,1229
89,9000,1235
90,9100,1243
91,9200,1253
92,9300,1262
93,9400,1266
94,9500,1274
95,9600,1278
96,9700,1287
97,9800,1300
98,9900,1304
99,11491,1312
100,13479,1406
101,15467,1534
102,17455,1710
103,19443,1912
104,21431,2122
105,23419,2371
106,25407,2608
107,27395,2840
108,29383,3035
109,31371,3210
110,33359,3384
111,35347,3559
112,37335,3726
113,39323,3889
114,41311,4042
115,43299,4163
116,45287,4299
117,47275,4418
118,49263,4531
119,51251,4638
120,53239,4755
121,55227,4886
122,57215,5004
123,59203,5111
124,61191,5236
125,63179,5347
126,65167,5429
127,67155,5518
128,69143,5616
129,71131,5719
130,73119,5808
131,75107,5896
132,77095,5979
133,79083,6072
134,81071,6166
135,83059,6247
136,85047,6326
137,87035,6412
138,89023,6488
139,91011,6583
140,92999,6664
141,94987,6755
142,96975,6846
143,98963,6928
144,100951,7002
145,102939,7078
146,104927,7146
147,106915,7216
148,108903,7293
149,110891,7372
150,112879,7447
151,114867,7520
152,116855,7589
153,118843,7668
154,120831,7743
155,122819,7802
156,124807,7864
157,126795,7934
158,128783,8003
159,130771,8082
160,132759,8156
161,134747,8222
162,136735,8278
163,138723,8326
164,140711,8394
165,142699,8463
166,144687,8533
167,146675,8590
168,148663,8640
169,150651,8712
170,152639,8758
171,154627,8811
172,156615,8870
173,158603,8927
174,160591,8983
175,162579,9027
176,164567,9098
177,166555,9165
178,168543,9227
179,170531,9283
180,172519,9355
181,174507,9417
182,176495,9482
183,178483,9534
184,180471,9596
185,182459,9667
186,184447,9723
187,186435,9776
188,188423,9823
189,190411,9869
190,192399,9915
191,194387,9963
192,196375,10017
193,198363,10084
194,200351,10140
195,202339,10187
196,204327,10226
197,206315,10280
198,208303,10338
199,216870,10385
200,225642,10543
201,234414,10781
202,243186,11131
203,251958,11617
