,nfe,improvements
0,100,37
1,200,66
2,300,104
3,400,130
4,500,160
5,600,182
6,700,208
7,800,243
8,900,272
9,1000,303
10,1100,321
11,1200,345
12,1300,366
13,1400,387
14,1500,413
15,1600,430
16,1700,448
17,1800,466
18,1900,480
19,2000,495
20,2100,509
21,2200,524
22,2300,538
23,2400,546
24,2500,562
25,2600,576
26,2700,588
27,2800,597
28,2900,610
29,3000,620
30,3100,632
31,3200,641
32,3300,652
33,3400,662
34,3500,677
35,3600,686
36,3700,699
37,3800,709
38,3900,715
39,4000,725
40,4100,735
41,4200,744
42,4300,753
43,4400,765
44,4500,775
45,4600,783
46,4700,790
47,4800,800
48,4900,810
49,5000,819
50,5100,830
51,5200,835
52,5300,848
53,5400,859
54,5500,867
55,5600,872
56,5700,885
57,5800,892
58,5900,900
59,6000,910
60,6100,917
61,6200,930
62,6300,936
63,6400,943
64,6500,948
65,6600,956
66,6700,964
67,6800,974
68,6900,982
69,7000,986
70,7100,998
71,7200,1003
72,7300,1016
73,7400,1024
74,7500,1032
75,7600,1041
76,7700,1049
77,7800,1059
78,7900,1064
79,8000,1074
80,8100,1081
81,8200,1092
82,8300,1097
83,8400,1103
84,8500,1112
85,8600,1124
86,8700,1129
87,8800,1137
88,8900,1149
89,9000,1157
90,9100,1167
91,9200,1175
92,9300,1178
93,9400,1186
94,9500,1191
95,9600,1197
96,9700,1206
97,9800,1217
98,9900,1228
99,11383,1249
100,13227,1338
101,15071,1477
102,16915,1660
103,18759,1862
104,20603,2080
105,22447,2295
106,24291,2517
107,26135,2718
108,27979,2900
109,29823,3070
110,31667,3244
111,33511,3424
112,35355,3602
113,37199,3795
114,39043,3937
115,40887,4086
116,42731,4221
117,44575,4360
118,46419,4507
119,48263,4641
120,50107,4771
121,51951,4902
122,53795,5029
123,55639,5155
124,57483,5294
125,59327,5412
126,61171,5535
127,63015,5660
128,64859,5779
129,66703,5898
130,68547,6029
131,70391,6147
132,72235,6300
133,74079,6435
134,75923,6561
135,77767,6678
136,79611,6774
137,81455,6904
138,83299,7013
139,85143,7114
140,86987,7227
141,88831,7339
142,90675,7432
143,92519,7525
144,94363,7645
145,96207,7748
146,98051,7837
147,99895,7963
148,101739,8061
149,103583,8140
150,105427,8253
151,107271,8346
152,109115,8455
153,110959,8551
154,112803,8651
155,114647,8743
156,116491,8825
157,118335,8920
158,120179,9007
159,122023,9088
160,123867,9165
161,125711,9245
162,127555,9322
163,129399,9409
164,131243,9479
165,133087,9565
166,134931,9643
167,136775,9721
168,138619,9805
169,140463,9903
170,142307,10000
171,144151,10098
172,145995,10181
173,147839,10266
174,149683,10349
175,151527,10417
176,153371,10495
177,155215,10570
178,157059,10646
179,158903,10706
180,160747,10794
181,162591,10861
182,164435,10948
183,166279,11005
184,168123,11080
185,169967,11153
186,171811,11218
187,173655,11285
188,175499,11355
189,177343,11417
190,179187,11486
191,181031,11533
192,182875,11596
193,184719,11644
194,186563,11704
195,188407,11768
196,190251,11828
197,192095,11888
198,193939,11953
199,195783,12009
200,197627,12061
201,199471,12117
202,201315,12173
203,203159,12244
204,205003,12297
205,206847,12352
206,208691,12400
207,210535,12459
208,212379,12524
209,214223,12575
210,216067,12621
211,217911,12670
212,219755,12718
213,221599,12778
214,223443,12828
215,225287,12877
216,227131,12924
217,228975,12981
218,230819,13020
219,232663,13068
220,234507,13122
221,236351,13173
222,238195,13227
223,240039,13289
224,241883,13350
225,243727,13389
226,245571,13440
227,247415,13498
228,249259,13543
229,251103,13592
