,nfe,improvements
0,100,45
1,200,62
2,300,98
3,400,131
4,500,161
5,600,193
6,700,214
7,800,236
8,900,258
9,1000,277
10,1100,301
11,1200,324
12,1300,345
13,1400,363
14,1500,383
15,1600,403
16,1700,419
17,1800,433
18,1900,452
19,2000,471
20,2100,493
21,2200,506
22,2300,526
23,2400,545
24,2500,569
25,2600,588
26,2700,602
27,2800,621
28,2900,638
29,3000,658
30,3100,678
31,3200,698
32,3300,715
33,3400,730
34,3500,745
35,3600,755
36,3700,768
37,3800,783
38,3900,798
39,4000,809
40,4100,822
41,4200,834
42,4300,849
43,4400,859
44,4500,869
45,4600,884
46,4700,896
47,4800,909
48,4900,921
49,5000,938
50,5100,948
51,5200,966
52,5300,981
53,5400,998
54,5500,1009
55,5600,1016
56,5700,1029
57,5800,1036
58,5900,1047
59,6000,1059
60,6100,1073
61,6200,1085
62,6300,1095
63,6400,1110
64,6500,1127
65,6600,1139
66,6700,1152
67,6800,1163
68,6900,1172
69,7000,1183
70,7100,1196
71,7200,1201
72,7300,1210
73,7400,1219
74,7500,1231
75,7600,1242
76,7700,1248
77,7800,1256
78,7900,1263
79,8000,1273
80,8100,1280
81,8200,1286
82,8300,1297
83,8400,1304
84,8500,1310
85,8600,1317
86,8700,1329
87,8800,1340
88,8900,1348
89,9000,1355
90,9100,1365
91,9200,1378
92,9300,1390
93,9400,1402
94,9500,1416
95,9600,1425
96,9700,1434
97,9800,1445
98,9900,1454
99,11308,1467
100,13052,1542
101,14796,1647
102,16540,1788
103,18284,1973
104,20028,2155
105,21772,2330
106,23516,2519
107,25260,2674
108,27004,2859
109,28748,3031
110,30492,3170
111,32236,3291
112,33980,3408
113,35724,3527
114,37468,3646
115,39212,3751
116,40956,3875
117,42700,3982
118,44444,4069
119,46188,4167
120,47932,4263
121,49676,4376
122,51420,4471
123,53164,4555
124,54908,4668
125,56652,4755
126,58396,4862
127,60140,4936
128,61884,5033
129,63628,5105
130,65372,5189
131,67116,5260
132,68860,5341
133,70604,5435
134,72348,5503
135,74092,5577
136,75836,5648
137,77580,5721
138,79324,5786
139,81068,5861
140,82812,5933
141,84556,6004
142,86300,6073
143,88044,6137
144,89788,6218
145,91532,6285
146,93276,6365
147,95020,6427
148,96764,6485
149,98508,6560
150,100252,6632
151,101996,6692
152,103740,6754
153,105484,6821
154,107228,6881
155,108972,6945
156,110716,7008
157,112460,7054
158,114204,7119
159,115948,7174
160,117692,7227
161,119436,7285
162,121180,7345
163,122924,7398
164,124668,7456
165,126412,7527
166,128156,7583
167,129900,7643
168,131644,7703
169,133388,7754
170,135132,7824
171,136876,7889
172,138620,7944
173,140364,8001
174,142108,8070
175,143852,8142
176,145596,8190
177,147340,8249
178,149084,8310
179,150828,8371
180,152572,8417
181,154316,8458
182,156060,8500
183,157804,8560
184,159548,8612
185,161292,8660
186,163036,8702
187,164780,8745
188,166524,8809
189,168268,8864
190,170012,8906
191,171756,8958
192,173500,9007
193,175244,9045
194,176988,9084
195,178732,9126
196,180476,9161
197,182220,9196
198,183964,9236
199,191273,9284
200,198693,9391
201,206113,9574
202,213533,9855
203,220953,10256
204,228373,10699
205,235793,11159
206,243213,11548
207,250633,11861
