10,20,30,40,50
100.0,100.0,100.0,100.0,100.0
600.0,600.0,600.0,600.0,600.0
1100.0,1100.0,1100.0,1100.0,1100.0
1600.0,1600.0,1600.0,1600.0,1600.0
2100.0,2100.0,2100.0,2100.0,2100.0
2600.0,2600.0,2600.0,2600.0,2600.0
3100.0,3100.0,3100.0,3100.0,3100.0
3600.0,3600.0,3600.0,3600.0,3600.0
4100.0,4100.0,4100.0,4100.0,4100.0
4600.0,4600.0,4600.0,4600.0,4600.0
5100.0,5100.0,5100.0,5100.0,5100.0
5600.0,5600.0,5600.0,5600.0,5600.0
6100.0,6100.0,6100.0,6100.0,6100.0
6600.0,6600.0,6600.0,6600.0,6600.0
7100.0,7100.0,7100.0,7100.0,7100.0
7600.0,7600.0,7600.0,7600.0,7600.0
8100.0,8100.0,8100.0,8100.0,8100.0
8600.0,8600.0,8600.0,8600.0,8600.0
9100.0,9100.0,9100.0,9100.0,9100.0
9600.0,9600.0,9600.0,9600.0,9600.0
11519.0,11911.0,11617.0,11645.0,11169.0
15859.0,17371.0,16237.0,16345.0,14509.0
20199.0,22831.0,20857.0,21045.0,17849.0
24539.0,28291.0,25477.0,25745.0,21189.0
28879.0,33751.0,30097.0,30445.0,24529.0
33219.0,39211.0,34717.0,35145.0,27869.0
37559.0,44671.0,39337.0,39845.0,31209.0
41899.0,50131.0,43957.0,44545.0,34549.0
46239.0,55591.0,48577.0,49245.0,37889.0
50579.0,61051.0,53197.0,53945.0,41229.0
54919.0,66511.0,57817.0,58645.0,44569.0
59259.0,71971.0,62437.0,63345.0,47909.0
63599.0,77431.0,67057.0,68045.0,51249.0
67939.0,82891.0,71677.0,72745.0,54589.0
72279.0,88351.0,76297.0,77445.0,57929.0
76619.0,93811.0,80917.0,82145.0,61269.0
80959.0,99271.0,85537.0,86845.0,64609.0
85299.0,104731.0,90157.0,91545.0,67949.0
89639.0,110191.0,94777.0,96245.0,71289.0
93979.0,115651.0,99397.0,100945.0,74629.0
104038.0,126088.0,110492.0,113336.0,81508.0
122858.0,143428.0,131632.0,137996.0,93528.0
141678.0,160768.0,152772.0,162656.0,105548.0
160498.0,178108.0,173912.0,187316.0,117568.0
179318.0,195448.0,195052.0,211976.0,129588.0
198138.0,212788.0,216192.0,236636.0,141608.0
216958.0,230128.0,237332.0,251432.0,153628.0
235778.0,247468.0,250016.0,,165648.0
250834.0,250936.0,,,177668.0
,,,,189688.0
,,,,201708.0
,,,,213728.0
,,,,225748.0
,,,,237768.0
,,,,249788.0
,,,,252192.0
