hydropower,atomicpowerplant,baltimore,chester,environment,recreation
30.865391996234134,0.1294112961429295,0.1449542227929683,0.32984640475899774,-0.11153315895521977,0.9642857142857143,-1.2715009097503407
7.4915164683410636,0.21818752428327562,0.06223583599132318,0.1445681534541031,-0.3729861787119588,0.8928571428571429,-0.9865729951577722
19.474077887458034,0.6913180892690658,0.3452765615124301,0.5807545917041573,-0.11396554479641623,0.9285714285714286,-1.8629144886311164
7.192768817611417,0.0047899742254901055,0.005131127541126388,0.0009288993353624774,-0.40521850435183926,0.9642857142857143,-0.967900196471752
21.260618212311606,0.11268431260740452,0.06579544158740958,0.09326432464945997,-0.25798055456966,0.9642857142857143,-0.9453791437182997
20.78898934862085,0.1268902375899117,0.06654635791287415,0.1392117739012591,-0.2754411102309553,0.8928571428571429,-0.8866546646213063
7.27624703334769,0.14217570067354102,0.07543520803097792,0.1769511552987029,-0.38030907865711966,0.8571428571428572,-0.8484481417544424
7.826433813410889,0.008244385294952054,0.0034431042603868607,0.0035197836581257447,-0.427955669286364,0.75,-0.7513581767741784
14.326058332841901,0.11232752507123664,0.0745346436088349,0.0746099694066052,-0.26517486726514916,0.9285714285714286,-0.8918296664249954
11.1755336374733,0.03436064509423866,0.04228238128608162,0.05434930555569923,-0.35082453773119865,0.9642857142857143,-0.9299250691914758
9.69346150199562,0.09615240759673309,0.13782400826723815,0.1287405908095982,-0.23457332338281575,1.0,-0.9220144273185468
10.2129930841707,0.15595241964224343,0.09047825069843682,0.10802790611554558,-0.3470850546961155,0.8214285714285714,-0.7964244896739412
24.62590842360748,0.1328924097968724,0.20426245682742938,0.05865391067997506,-0.11690005168438561,0.9285714285714286,-1.0868961110694648
7.410489626233397,0.22350985500860798,0.1392976852890579,0.1485659451318434,-0.37610952130228903,0.7857142857142857,-0.7306287701447779
17.462945694445267,0.06674943689093081,0.060147075786292734,0.017455370971889712,-0.33665961540117717,0.8571428571428572,-0.8889815520900086
21.52511740553151,0.19353424529530222,0.06378438429586357,0.017658466045990917,-0.27311461134577975,0.8571428571428572,-1.0153601703461776
23.686937446226548,0.157587821333165,0.13615717526208726,0.10886918307942614,-0.13017426624167067,1.0,-0.9398494551743126
21.05570995395729,0.12780929788153428,0.057369071706690596,0.13868455926651557,-0.25988703287124854,0.8928571428571429,-0.905928297325296
7.006629567047469,0.0023909403619596613,0.0023650208391958437,0.003497274994875542,-0.4392626731323204,0.8928571428571429,-0.8905180415407108
7.629760027239862,0.008263452912772282,0.009272126042630495,0.009648107442849285,-0.42631534129799964,0.8571428571428572,-0.8488794042300849
7.278838331040015,0.16834811844739772,0.055330491799051904,0.059133454885487775,-0.27563532592956574,0.9642857142857143,-1.0219728491350082
6.637235605676685,0.022149112535458253,0.010759907200214204,0.02459378671763784,-0.44606587683324506,0.8571428571428572,-0.857772155277887
22.606118796128513,0.5117107295682124,0.24121683597443347,0.5298493141098259,-0.14462352501732548,0.9285714285714286,-1.728300064375775
7.907160617759076,0.14574253903849793,0.16700515982479364,0.057155048539224346,-0.3879941425946546,0.9285714285714286,-1.0025291121040691
29.268497163840458,0.025504061953536154,0.11428891113220933,0.3087362918180469,-0.11522598028509679,0.9285714285714286,-1.2900879896837927
16.988262258858448,0.1274315607167526,0.08149289250731269,0.02751361395689934,-0.2036011157078165,0.9285714285714286,-1.0009757613743826
12.718962560882982,0.05478466860253246,0.12732934943466245,0.06153369629009673,-0.3636959692780085,0.7142857142857143,-0.7910923519723132
18.244649097059614,0.11270788624950057,0.06024080096885436,0.09710791941622596,-0.28570602884928653,0.8571428571428572,-0.849369141454649
24.091721199866456,0.10418343278133373,0.058407798546612585,0.0840448068570289,-0.26494648746414273,0.8571428571428572,-0.8445106928309658
7.559372300233493,0.1467743122637547,0.04326001953425607,0.05035248220541804,-0.39079459553829937,0.8571428571428572,-0.9173971303380998
24.565517285849275,0.3571692816960881,0.11057852137845295,0.04861519170097559,-0.11838591923129138,1.0,-1.2599388982941369
23.667152969208907,0.08384775168279857,0.13411138763372893,0.10862799843988549,-0.13568806713528672,0.9642857142857143,-0.9314047409906027
30.597503016582863,0.34376496008761,0.1550972967363062,0.3171095320778661,-0.11156507457373313,0.9285714285714286,-1.3732307101946921
28.973776737105002,0.2625940982789495,0.2135704766316125,0.31017575175140577,-0.2021274092492946,0.7857142857142857,-0.8372641157342325
27.598105426611742,0.24149038783158827,0.1165714888404372,0.016649828174609676,-0.11874568884216284,1.0,-1.208190731482369
25.22467216676657,0.18181947619807398,0.08893824679251652,0.09452618985870655,-0.15970372013396716,1.0,-1.003942982613041
15.210483653835903,0.15398051897876097,0.10344985545151206,0.17072594618360365,-0.25578290229843903,0.8214285714285714,-0.7685093795043083
17.668021900756745,0.11294923679989448,0.07080468934927699,0.09333645258020765,-0.29383769749256533,0.8214285714285714,-0.7927684295299118
7.133828407877928,0.005756864649048685,0.005159559434480137,0.013454324825068078,-0.4463140723610214,0.7142857142857143,-0.7097234600658027
49.879989156338986,0.24228561402671625,0.23613430317648068,0.17574488578549158,-0.1114988211399127,0.9285714285714286,-0.9478594003183194
10.075597170681347,0.029962789882988866,0.09091147770962883,0.04112788951049104,-0.313277589198706,0.9642857142857143,-1.033890100801001
9.683713665954723,0.049522509835865654,0.03799952084594489,0.020634334681817135,-0.40722506788447405,0.8571428571428572,-0.8653966976150886
21.518975789043246,0.29014830265031705,0.2837307373095066,0.37079401913647775,-0.1998032356847158,0.8928571428571429,-0.9575255377919707
18.506259650884644,0.39059336205580664,0.22476668882512973,0.24419385624146162,-0.1726594966256046,0.75,-0.8341287036372613
13.97637041796664,0.07572827379228222,0.1443018421065891,0.05225616071758725,-0.19356964365123136,0.9642857142857143,-1.0726488032714356
13.354234079527185,0.031103781974965702,0.16063201385882392,0.09453608265663375,-0.24077081107595885,0.8928571428571429,-0.9939452232865575
