hydropower reliability,atomicpowerplant reliability,baltimore reliability,chester reliability,environment reliability,recreation reliability
6.892881932975861,0.0006107415088746049,0.0006317518621582488,0.0006909934170232903,-0.4527090569675406,0.7857142857142857
8.506447968679002,0.27202326426146556,0.11688791506381882,0.03446289489738285,-0.35744314830089996,0.8214285714285714
15.983461365293419,0.43626831216119305,0.26695875561954335,0.19245631516952014,-0.1231692543732305,0.9285714285714286
6.957322581289308,0.0005422080336610381,0.00039530296372212103,0.0005820363554760028,-0.44628891572997265,0.9285714285714286
20.360926967711737,0.04634994575278415,0.039191381211781784,0.058290851870359435,-0.3038808262602951,0.9285714285714286
22.408678713203436,0.5805400224838104,0.15952051490258512,0.29375542879895783,-0.10694847929079195,1.0
7.027147165813409,0.0004486158647808969,0.000381341831209679,8.199041985984525e-05,-0.4455957722176842,0.9285714285714286
7.620523226878779,0.00968319374663956,0.007226827186451169,0.00797382906985644,-0.3930906352757762,1.0
36.23738520343994,0.2027163746973785,0.19609570133024967,0.18781555182451634,-0.13918770587322046,0.9642857142857143
30.853265214307147,0.3278274477127907,0.2593926426798756,0.37329241839978905,-0.1079807574287495,1.0
7.040695904263803,0.0005742478750361968,9.78155680725932e-05,8.23526530948993e-05,-0.44355674999595196,0.9642857142857143
23.499957072311265,0.05645994664665826,0.0477493166967026,0.07073008763190922,-0.29397644349078667,0.9642857142857143
23.333324096763917,0.4655283376212499,0.20101850139959843,0.2936820074478515,-0.10563039211816999,1.0
9.075212602971842,0.07754483660707409,0.024436984168507328,0.016517820182606585,-0.40985692737454277,0.8928571428571429
13.428030279357046,0.2946099888813463,0.1344495203840713,0.3509459037803555,-0.1630237530124162,0.9285714285714286
9.075826945397234,0.03373462427017535,0.004710088852619943,0.0139761873687398,-0.40324812765411916,0.9285714285714286
35.41752480533806,0.13551629224789444,0.1312954114685365,0.2815991843517216,-0.12162722593354723,1.0
8.550652394173525,0.08499208464661101,0.05815850316705076,0.061279043021661206,-0.3688233803226161,0.9285714285714286
7.125519195484442,0.09444892004507302,0.06515578736469681,0.0600655131742374,-0.41867506048524783,0.7857142857142857
7.938667900027573,0.2117704202981255,0.0426186053835719,0.06697994767202063,-0.38121956679440644,0.9285714285714286
7.337495435612649,0.28164246315922736,0.0038852337376740287,0.13619329674148223,-0.3949919454999719,0.8571428571428572
15.39037831025914,0.29579239511155886,0.2257122408627689,0.21857743885788905,-0.13674175463132313,0.8571428571428572
34.69202747799217,0.2214151217416522,0.2003355186844444,0.16628418711424803,-0.1308237629385664,1.0
29.677723232601398,0.18408049181593894,0.15425896474213116,0.11523255365689192,-0.23992525125077413,0.8928571428571429
38.03820671579161,0.21689793381573713,0.19261318880908723,0.1907145517000912,-0.12865372549760432,1.0
