,,0,1
100,0,7.632963876321634,-0.2518098000202647
100,1,12.665096500338908,-0.08402504851690704
100,2,1.538198518350314,-0.4513770143512682
100,3,2.9175601489684526,-0.35028412479243387
100,4,3.3342345299568543,-0.32552878693734105
200,0,7.632963876321634,-0.2518098000202647
200,1,1.538198518350314,-0.4513770143512682
200,2,2.9175601489684526,-0.35028412479243387
200,3,3.3342345299568543,-0.32552878693734105
200,4,12.681141059877413,-0.08193551154679696
300,0,7.632963876321634,-0.2518098000202647
300,1,1.538198518350314,-0.4513770143512682
300,2,13.338266294746395,-0.09071382023193798
300,3,3.0806575734259054,-0.37727041906712033
