,,0,1
100,0,5.7954339532336485,-0.1002906028433562
100,1,12.95600835100755,-0.08433865651968228
100,2,1.5728857060615227,-0.4507892266733419
100,3,4.884242726445313,-0.3623210372912344
200,0,1.5728857060615227,-0.4507892266733419
200,1,4.884242726445313,-0.3623210372912344
200,2,13.788988430927002,-0.08764233123886131
200,3,6.606307630135008,-0.1710628284845152
200,4,7.892701559444639,-0.10337997443276221
300,0,1.5728857060615227,-0.4507892266733419
300,1,6.606307630135008,-0.1710628284845152
300,2,13.903064557988847,-0.08711492500976221
300,3,10.062826001068206,-0.12496908784181736
300,4,5.504865315339539,-0.36953536552845934
