,nfe,improvements
0,100,25
1,200,37
2,300,53
3,400,72
4,500,89
5,600,102
6,700,117
7,800,137
8,900,151
9,1000,166
10,1100,190
11,1200,205
12,1300,219
13,1400,230
14,1500,240
15,1600,247
16,1700,253
17,1800,263
18,1900,272
19,2000,275
20,2100,285
21,2200,292
22,2300,301
23,2400,306
24,2500,310
25,2600,313
26,2700,316
27,2800,319
28,2900,326
29,3000,334
30,3100,340
31,3200,349
32,3300,354
33,3400,360
34,3500,366
35,3600,371
36,3700,375
37,3800,382
38,3900,385
39,4000,391
40,4100,397
41,4200,401
42,4300,403
43,4400,411
44,4500,415
45,4600,419
46,4700,424
47,4800,432
48,4900,439
49,5000,444
50,5100,448
51,5200,454
52,5300,458
53,5400,465
54,5500,467
55,5600,472
56,5700,475
57,5800,479
58,5900,483
59,6000,492
60,6100,499
61,6200,503
62,6300,512
63,6400,514
64,6500,517
65,6600,521
66,6700,528
67,6800,530
68,6900,535
69,7000,541
70,7100,544
71,7200,546
72,7300,547
73,7400,552
74,7500,555
75,7600,560
76,7700,566
77,7800,572
78,7900,575
79,8000,579
80,8100,581
81,8200,586
82,8300,588
83,8400,588
84,8500,593
85,8600,593
86,8700,593
87,8800,597
88,8900,600
89,9000,605
90,9100,608
91,9200,612
92,9300,614
93,9400,620
94,9500,625
95,9600,629
96,9700,632
97,9800,635
98,9900,638
99,10507,641
100,11183,658
101,11859,688
102,12535,734
103,13211,789
104,13887,850
105,14563,893
106,15239,946
107,15915,994
108,16591,1042
109,17267,1071
110,17943,1107
111,18619,1133
112,19295,1172
113,19971,1203
114,20647,1238
115,21323,1274
116,21999,1302
117,22675,1333
118,23351,1356
119,24027,1381
120,24703,1410
121,25379,1443
122,26055,1471
123,26731,1490
124,27407,1510
125,28083,1524
126,28759,1546
127,29435,1566
128,30111,1588
129,30787,1614
130,31463,1632
131,32139,1656
132,32815,1683
133,33491,1702
134,34167,1727
135,34843,1752
136,35519,1774
137,36195,1802
138,36871,1822
139,37547,1845
140,38223,1867
141,38899,1888
142,39575,1904
143,40251,1930
144,40927,1951
145,41603,1974
146,42279,1984
147,42955,1996
148,43631,2011
149,44307,2032
150,44983,2050
151,45659,2065
152,46335,2085
153,47011,2101
154,47687,2123
155,48363,2146
156,49039,2165
157,49715,2186
158,50391,2204
159,51067,2217
160,51743,2231
161,52419,2249
162,53095,2270
163,53771,2286
164,54447,2298
165,55123,2315
166,55799,2334
167,56475,2356
168,57151,2368
169,57827,2378
170,58503,2391
171,59179,2404
172,59855,2420
173,60531,2439
174,61207,2451
175,61883,2462
176,62559,2473
177,63235,2489
178,63911,2506
179,64587,2517
180,65263,2529
181,65939,2542
182,66615,2555
183,67291,2571
184,67967,2579
185,68643,2592
186,69319,2604
187,69995,2619
188,70671,2635
189,71347,2652
190,72023,2670
191,72699,2684
192,73375,2710
193,74051,2720
194,74727,2733
195,75403,2745
196,76079,2755
197,76755,2773
198,77431,2789
199,80552,2802
200,83812,2889
201,87072,3007
202,90332,3172
203,93592,3377
204,96852,3564
205,100112,3791
206,103372,3973
207,106632,4127
208,109892,4258
209,113152,4376
210,116412,4498
211,119672,4608
212,122932,4720
213,126192,4809
214,129452,4892
215,132712,4969
216,135972,5066
217,139232,5150
218,142492,5244
219,145752,5306
220,149012,5387
221,152272,5469
222,155532,5523
223,158792,5600
224,162052,5666
225,165312,5735
226,168572,5784
227,171832,5833
228,175092,5892
229,178352,5944
230,181612,5997
231,184872,6043
232,188132,6098
233,191392,6142
234,194652,6205
235,197912,6258
236,201172,6301
237,204432,6342
238,207692,6402
239,210952,6446
240,214212,6491
241,217472,6552
242,220732,6586
243,223992,6629
244,227252,6664
245,230512,6707
246,233772,6733
247,237032,6775
248,240292,6808
249,243552,6852
250,246812,6884
251,250072,6923
