,,0,1,2,3,4,5,6,7
100,0,8.073009342084584,0.03250969092504144,0.02181188726209727,0.029344529262084054,-0.41725106263149675,0.8214285714285714,-0.6010954138013228,-0.799992641920158
100,1,8.486411113317008,0.02240163665599139,0.012607593008188561,0.012657989759432295,-0.40805150095060455,0.8928571428571429,-0.6394575699206977,-0.7999927026072554
100,2,44.992592230637165,0.5508129285217577,0.4338605826490821,0.3187334677060486,-0.0848477016462197,1.0,-0.34542112687438153,-0.7999926254670134
100,3,9.165300816022206,0.011622169990919909,0.006243837718150222,0.003124751528466204,-0.4068434616302909,0.9642857142857143,-0.6674486847774173,-0.7999926432441784
100,4,16.54194223534527,0.17370211388761433,0.1651868719428552,0.06772678625732825,-0.11171335885570438,0.9285714285714286,-0.493103144630225,-0.7999928701847878
100,5,27.861346877291137,0.03315246269325647,0.030819548222157402,0.193965309739792,-0.09574255243879883,1.0,-0.6202866105423571,-0.7999924109092985
100,6,35.43681773524985,0.2870492064634775,0.10564616455467056,0.06293646420499571,-0.08473423219229513,1.0,-0.5392074234263617,-0.799992600509539
100,7,24.006211936204515,0.055683259986731314,0.09797266454899425,0.09807292531476587,-0.10108061408416025,0.8928571428571429,-0.5386531857336255,-0.799992601319402
100,8,38.199469718720856,0.3795507941874362,0.22433989385380615,0.17670829202097688,-0.10988881885278713,1.0,-0.4195879741935411,-0.7999925005511511
100,9,19.51277792362735,0.1371699634332645,0.019027470973460348,0.05562173882808638,-0.2575122078226412,0.9285714285714286,-0.5782886679302194,-0.7999931724842142
100,10,17.656910223913705,0.024072245191585146,0.09476697245939647,0.12090236608504956,-0.20048636911312692,0.8928571428571429,-0.5530897308571968,-0.7999925757103785
100,11,10.621400278244714,0.07693030914716874,0.051381360581608616,0.04309112165466093,-0.29955518731620673,0.8214285714285714,-0.5586095664964517,-0.7999924893314381
100,12,25.994218745292745,0.2892613873686653,0.0795053380244468,0.15830352050291813,-0.13113644962104484,1.0,-0.48223524054107064,-0.7999927816590278
100,13,20.879311074660126,0.12935141225836086,0.030514763002678632,0.15986921765827236,-0.13689102454589092,1.0,-0.540835523997107,-0.7999928188289833
100,14,18.444597751999794,0.023506441738741068,0.051958361192511814,0.1209664444743666,-0.09829545142753741,0.9642857142857143,-0.6197132317524294,-0.7999926865131081
100,15,60.084563397145594,0.5451793014655983,0.3713658111911843,0.3213808892655154,-0.08608451964546768,1.0,-0.35311877530143526,-0.7999921371958437
100,16,41.37549734655073,0.3652145504127735,0.3621584088896026,0.2955473444426251,-0.09861353795407089,1.0,-0.3530351660216604,-0.7999920442219579
100,17,21.77129143808102,0.11362442164407843,0.20687570385515267,0.16399857324073672,-0.15976072311018436,0.8214285714285714,-0.39919090202597973,-0.7999930629407122
100,18,17.881625811124756,0.024446869292619765,0.08195709167393525,0.08744247968823887,-0.3838951746942904,0.8571428571428572,-0.5484288377040413,-0.7999925936407478
100,19,6.794286712592209,0.00041838469987695267,0.0009400055540879733,0.0009133843040051877,-0.44885885293519134,0.7857142857142857,-0.6528020608260201,-0.7999925393230479
100,20,26.133618309229266,0.2083169715276431,0.06534455779268225,0.06374175626761089,-0.08758016787600474,0.9285714285714286,-0.5533966249012909,-0.7999929167117025
100,21,15.592366226773837,0.15324090439970636,0.05827016631932059,0.08188889289496372,-0.2963896151609784,0.8571428571428572,-0.5009898344737939,-0.7999927014971537
100,22,16.816423203266844,0.1560665604142613,0.07154721932832074,0.08226202373836863,-0.2610764509721252,0.8928571428571429,-0.4977244380691434,-0.7999929172731559
100,23,7.064958934073199,0.0019946198801872547,0.0016627398085488894,0.0017894693149811416,-0.43234666735518307,0.8571428571428572,-0.6615050776565946,-0.799992698378151
100,24,25.603995040432373,0.15328203188065284,0.164558430214776,0.19740474756972273,-0.1262969181510497,0.8928571428571429,-0.41116890375191867,-0.7999929151194233
100,25,7.110743115351645,0.06337301082467911,0.034567902726618034,0.04397886097668067,-0.4246653346476098,0.8214285714285714,-0.5632243654037021,-0.7999925153912489
100,26,39.53697745693939,0.14623475493528054,0.14154057503884618,0.08914887224520597,-0.10066235105761909,1.0,-0.5054931381843067,-0.7999928496801567
100,27,6.895473312731188,5.356403200203301e-08,7.763677057799721e-07,8.743683593085762e-07,-0.45205153276292465,0.75,-0.649572111809824,-0.7999926018723109
100,28,7.407968279928742,0.013573366741351641,0.0065781206217612725,0.010621224268074762,-0.42054739490209037,0.9285714285714286,-0.6533594066470805,-0.7999926324763305
100,29,41.171393709659455,0.2647397116728648,0.1059079320889677,0.21435533944603571,-0.1190295465301441,0.8928571428571429,-0.4307394846844947,-0.7999933497629671
100,30,32.97714194036987,0.14244805242653524,0.10216090404073083,0.13365840475285715,-0.0798507347580294,1.0,-0.5158939276748192,-0.7999932529661257
100,31,48.581954855061774,0.41351330993093455,0.13871679370372544,0.391313292935934,-0.08646210726056348,1.0,-0.414160907000359,-0.7999925852218657
100,32,11.264884655840335,0.006491358332457556,0.011967169809349322,0.004275769923751956,-0.3536520608463438,0.9285714285714286,-0.673049209980606,-0.7999925157721399
100,33,9.681289609150511,0.023831640252674167,0.024179189100148275,0.00890483978525962,-0.3720926165010564,0.9642857142857143,-0.6485415785530209,-0.7999926289725224
100,34,18.196713247030463,0.1389700745683645,0.1167988194230632,0.14452802996510228,-0.14095162283060814,1.0,-0.4598765903771747,-0.7999925456948223
