hydropower reliability,atomicpowerplant reliability,baltimore reliability,chester reliability,environment reliability,recreation reliability,reliability based equity
19.474077887458034,0.6913180892690658,0.3452765615124301,0.5807545917041573,-0.11396554479641623,0.9285714285714286,-0.7429081188796861
6.9032641817985745,0.00024821771304914535,0.00012071719200844487,0.0001648426713698677,-0.4514871583977815,0.7857142857142857,-0.7641077535038128
8.725155467352648,0.014164975336664668,0.028448586444875846,0.046248513633248556,-0.4029273857062734,0.7857142857142857,-0.7695191755350677
21.260618212311606,0.11268431260740452,0.06579544158740958,0.09326432464945997,-0.25798055456966,0.9642857142857143,-0.7964128702996962
20.78898934862085,0.1268902375899117,0.06654635791287415,0.1392117739012591,-0.2754411102309553,0.8928571428571429,-0.7929314313501828
23.40217184618844,0.15142097904071916,0.1362390909429483,0.09654283576209656,-0.13391024975203958,0.9642857142857143,-0.797244034549685
7.826433813410889,0.008244385294952054,0.0034431042603868607,0.0035197836581257447,-0.427955669286364,0.75,-0.7719137674936184
7.55566747044559,0.010762797345427738,0.005373630764774018,0.009327156469054142,-0.37778289385224245,0.9642857142857143,-0.7654833564083976
8.37333388928769,0.01371273735293419,0.011392419747214097,0.007689776500626103,-0.40969860425838234,0.8571428571428572,-0.7712463429447098
7.08383924092375,0.007677051673515403,0.005198187608037737,0.012997114285466165,-0.44649570456465315,0.7142857142857143,-0.7646970538008393
17.183512788797643,0.06671923135934356,0.054801281897208065,0.017362983628665802,-0.33575888099896595,0.8214285714285714,-0.7972732845507061
8.024816115885942,0.4147667660003669,0.08832901131337008,0.2446226999534309,-0.3477948181558186,1.0,-0.6919330004531439
11.545706221438369,0.06904533334398265,0.07307084153935466,0.017692067929434382,-0.34463460430942405,0.8928571428571429,-0.7775508122884558
20.091014674239368,0.18011988025281825,0.2354935441536553,0.09693595063789778,-0.13185485062954658,1.0,-0.786965913429202
10.753735492158784,0.08682102454329378,0.05109948190648711,0.022991801823456493,-0.3626508370531827,0.8928571428571429,-0.7731319996498629
7.666742668746703,0.009185848511042833,0.005271720284941424,0.0071847370865769904,-0.3838412542069826,0.9285714285714286,-0.7674536524428481
15.029097631265486,0.15210918631243636,0.12071938009987691,0.07733218339547893,-0.2715322987788234,0.9642857142857143,-0.7764930628675455
21.05570995395729,0.12780929788153428,0.057369071706690596,0.13868455926651557,-0.25988703287124854,0.8928571428571429,-0.7944740742872521
21.826575406742933,0.16229714582041915,0.14487355204862887,0.09869120870717199,-0.13921755923826307,0.9642857142857143,-0.7937116614571594
16.16890147360313,0.1373186332869212,0.04897501794379868,0.08089184928817725,-0.30436194176245224,0.8571428571428572,-0.7869962140473158
6.969781995816778,0.4104047360049521,0.10223929778975208,0.24159257322499048,-0.4254466905976323,0.8928571428571429,-0.6691966105209944
26.366158927188653,0.22390229163961187,0.1555994128770359,0.10549908056081747,-0.17828835609888205,0.8214285714285714,-0.797978476398645
24.80218855526031,0.14314368550151102,0.11498483768173265,0.1033717733567182,-0.22018458348657258,0.8571428571428572,-0.7989883563959493
12.343753860271528,0.2717453446344803,0.16471283444876808,0.1773526190242404,-0.24855323423467404,0.8571428571428572,-0.7461257749790746
21.092931524924833,0.16409948009602165,0.1768861542337158,0.10559928323201755,-0.13249429038272995,0.9285714285714286,-0.7915554160687255
7.894032973951874,0.3995258924960196,0.07939610332081971,0.2339572636804656,-0.355542660127218,0.8928571428571429,-0.6949529193179699
18.858594375678393,0.10680550510007744,0.053439232298823636,0.04620664173146495,-0.31699646886119986,0.8571428571428572,-0.7961720471285649
8.580884456034479,0.028168215891642187,0.010247560511319875,0.007987669336421895,-0.3961733422199154,0.8214285714285714,-0.7730919788293439
21.720118980902523,0.08038246099702434,0.07074335520239929,0.029051251082286213,-0.2106105455622115,0.9285714285714286,-0.8041201486574187
17.402142718302354,0.1479946064189334,0.09831951072610683,0.1585060304299378,-0.1897339311907059,1.0,-0.7817706508949311
18.56174434193984,0.26018039560366774,0.29736284590758905,0.08921271855869227,-0.12264045128597284,0.9285714285714286,-0.7800179377994777
16.874597305818046,0.14215922263880632,0.31727928882153184,0.281836508053518,-0.16350453889692143,1.0,-0.7650867953290271
7.0076801924872205,0.006894286016333448,0.003565988630131546,0.007524136382939996,-0.4383782549535955,0.8571428571428572,-0.7611529604475326
17.899455115100388,0.1287562860502825,0.07452838768324055,0.10182081998527537,-0.2999466032205047,0.8571428571428572,-0.7881713743281391
6.815180752141871,0.025736904461361967,0.01768216973324152,0.014909313074995958,-0.43472077778434043,0.9285714285714286,-0.7515661983734158
11.3194533816201,0.15389635736068835,0.12295718973347115,0.11507353863115244,-0.32190042377529565,0.9285714285714286,-0.7535798710502156
21.967637188709222,0.07669034337431,0.17704131563818334,0.11676158261179753,-0.13435604903687753,0.9285714285714286,-0.7972064729686651
6.826710845169627,0.1529075305861196,0.21866631184760965,0.08105413041107254,-0.449956839125749,0.8214285714285714,-0.701015420101989
7.530858044110225,0.32608878043054157,0.34361299692114944,0.3980526739356869,-0.32137456418143234,0.9285714285714286,-0.6415372880320958
7.879308760098296,0.25211965892930444,0.05234293235861548,0.1448766843050434,-0.39303985554993204,0.8214285714285714,-0.7213821808676761
